$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_State_Flush_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E+0
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; State_Flush, On/Off; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, On/Off; Float
$8; Maximum; On/Off; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	State_Flush	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	On/Off	Flags	Cnt	Sec	MR	On/Off	On/Off	Units	Deg	Deg	Units	Flags
2021.12.18 00:26:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:27:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:28:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:29:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:30:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:31:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:32:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:33:00	0.000000	0	60	59	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:34:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:35:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:36:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:37:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:38:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:39:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:40:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:41:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:42:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:43:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:44:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:45:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:46:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:47:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:48:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:49:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:50:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:51:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:52:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:53:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:54:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 00:55:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:56:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:57:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:58:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 00:59:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:00:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:01:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:02:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:03:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:04:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:05:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:06:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:07:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:08:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:09:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:10:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:11:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:12:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:13:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:14:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:15:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:16:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:17:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:18:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:19:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:20:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:21:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:22:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:23:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:24:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:25:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:26:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:27:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:28:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:29:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:30:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:31:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:32:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:33:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:34:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:35:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:36:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:37:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:38:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:39:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:40:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:41:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:42:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:43:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:44:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:45:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:46:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:47:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:48:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:49:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:50:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	9
2021.12.18 01:51:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:52:00	0.000000	0	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	0
2021.12.18 01:53:00	0.000000	1024	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	71303177
2021.12.18 01:54:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 01:55:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 01:56:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 01:57:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 01:58:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 01:59:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 02:00:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 02:01:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 02:02:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:03:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:04:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 02:05:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:06:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:07:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:08:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:09:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194313
2021.12.18 02:10:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	4194304
2021.12.18 02:11:00	0.000000	64	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	79691776
2021.12.18 02:12:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:13:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:14:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:15:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:16:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:17:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:18:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:19:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:20:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:21:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:22:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:23:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:24:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:25:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:26:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:27:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:28:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:29:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:30:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:31:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:32:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:33:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:34:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:35:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:36:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:37:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:38:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:39:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:40:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:41:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:42:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:43:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:44:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:45:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:46:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:47:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:48:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:49:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:50:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:51:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:52:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:53:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:54:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:55:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:56:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 02:57:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:58:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 02:59:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:00:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:01:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:02:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:03:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:04:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:05:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:06:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:07:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:08:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:09:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:10:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:11:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:12:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:13:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:14:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:15:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:16:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:17:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:18:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:19:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:20:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:21:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:22:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:23:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:24:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:25:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:26:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
2021.12.18 03:27:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:28:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388608
2021.12.18 03:29:00	0.000000	128	60	60	1	0.000000	0.000000	0.000000	NaN	NaN	0.000000	8388617
