$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_XCO2_Corr_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.18 00:00:00	372.759833	0	60	60	1	372.430000	373.260000	0.050405	NaN	NaN	37275.983333	0
2021.12.18 00:01:00	129.247027	0	37	60	1	26.090000	372.980000	25761.480177	NaN	NaN	12924.702703	9
2021.12.18 00:02:00	26.160167	0	60	60	1	26.040000	26.380000	0.009076	NaN	NaN	2616.016667	9
2021.12.18 00:03:00	152.874902	16384	51	60	1	25.960000	211.980000	5012.120449	NaN	NaN	15287.490196	1
2021.12.18 00:04:00	226.342542	16384	59	60	1	212.470000	239.000000	63.668799	NaN	NaN	22634.254237	1
2021.12.18 00:05:00	250.627167	16384	60	60	1	239.740000	260.650000	36.242790	NaN	NaN	25062.716667	1
2021.12.18 00:06:00	270.436500	16384	60	60	1	260.910000	279.190000	28.180467	NaN	NaN	27043.650000	1
2021.12.18 00:07:00	286.742333	16384	60	60	1	279.200000	294.060000	19.364252	NaN	NaN	28674.233333	1
2021.12.18 00:08:00	300.488500	16384	60	60	1	293.970000	306.470000	12.631010	NaN	NaN	30048.850000	9
2021.12.18 00:09:00	312.045667	16384	60	60	1	306.480000	317.150000	9.832316	NaN	NaN	31204.566667	9
2021.12.18 00:10:00	321.282833	16384	60	60	1	317.270000	325.580000	6.611065	NaN	NaN	32128.283333	1
2021.12.18 00:11:00	329.406833	16384	60	60	1	325.840000	332.370000	4.229354	NaN	NaN	32940.683333	1
2021.12.18 00:12:00	335.599833	16384	60	60	1	332.140000	338.520000	3.824669	NaN	NaN	33559.983333	9
2021.12.18 00:13:00	341.261000	16384	60	60	1	338.470000	343.310000	1.900429	NaN	NaN	34126.100000	1
2021.12.18 00:14:00	345.803667	16384	60	60	1	343.270000	347.800000	1.499552	NaN	NaN	34580.366667	1
2021.12.18 00:15:00	349.773167	16384	60	60	1	347.750000	351.270000	1.188615	NaN	NaN	34977.316667	1
2021.12.18 00:16:00	352.724500	16384	60	60	1	351.300000	354.240000	0.750940	NaN	NaN	35272.450000	1
2021.12.18 00:17:00	355.152667	16384	60	60	1	353.780000	356.680000	0.462294	NaN	NaN	35515.266667	1
2021.12.18 00:18:00	356.777167	16384	60	60	1	356.080000	357.540000	0.184783	NaN	NaN	35677.716667	9
2021.12.18 00:19:00	358.850833	0	60	60	1	357.510000	360.520000	0.873387	NaN	NaN	35885.083333	0
2021.12.18 00:20:00	361.061000	0	60	60	1	359.860000	362.540000	0.537277	NaN	NaN	36106.100000	9
2021.12.18 00:21:00	362.724667	0	60	60	1	361.880000	363.820000	0.222374	NaN	NaN	36272.466667	9
2021.12.18 00:22:00	364.100167	0	60	60	1	363.110000	365.110000	0.241608	NaN	NaN	36410.016667	9
2021.12.18 00:23:00	365.580667	0	60	60	1	364.690000	366.460000	0.298593	NaN	NaN	36558.066667	0
2021.12.18 00:24:00	366.561667	0	60	60	1	366.000000	367.240000	0.088726	NaN	NaN	36656.166667	0
2021.12.18 00:25:00	367.403167	0	60	60	1	366.720000	367.830000	0.061175	NaN	NaN	36740.316667	0
2021.12.18 00:26:00	368.063000	0	60	60	1	367.330000	368.560000	0.109303	NaN	NaN	36806.300000	9
2021.12.18 00:27:00	368.406833	0	60	60	1	367.760000	368.800000	0.105788	NaN	NaN	36840.683333	0
2021.12.18 00:28:00	369.311833	0	60	60	1	368.700000	369.770000	0.053961	NaN	NaN	36931.183333	9
2021.12.18 00:29:00	369.845833	0	60	60	1	369.180000	370.390000	0.070550	NaN	NaN	36984.583333	0
2021.12.18 00:30:00	370.268333	0	60	60	1	369.410000	370.810000	0.093018	NaN	NaN	37026.833333	9
2021.12.18 00:31:00	370.534500	0	60	60	1	370.280000	371.080000	0.047527	NaN	NaN	37053.450000	9
2021.12.18 00:32:00	370.514500	0	60	60	1	369.980000	371.100000	0.076357	NaN	NaN	37051.450000	0
2021.12.18 00:33:00	370.582167	0	60	59	1	370.200000	371.120000	0.068326	NaN	NaN	37058.216667	0
