$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.04 00:00:02
$Filename; CO2FT_A_XCO2_Corr_20211204.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.04 00:00:00	1287.802000	128	60	59	1	1287.090000	1288.780000	0.151755	NaN	NaN	128780.200000	8388608
2021.12.04 00:01:00	372.301351	128	37	59	1	32.990000	1288.170000	319084.676990	NaN	NaN	37230.135135	8388617
2021.12.04 00:02:00	33.222712	128	59	59	1	33.050000	33.360000	0.006203	NaN	NaN	3322.271186	8388617
2021.12.04 00:03:00	508.881154	128	52	61	1	33.060000	703.150000	66809.326089	NaN	NaN	50888.115385	8388609
2021.12.04 00:04:00	721.140167	16512	60	60	1	703.370000	736.610000	91.777259	NaN	NaN	72114.016667	8388617
2021.12.04 00:05:00	748.572333	16512	60	60	1	737.350000	758.620000	42.151839	NaN	NaN	74857.233333	8388609
2021.12.04 00:06:00	768.039831	16512	59	59	1	759.300000	776.290000	24.991812	NaN	NaN	76803.983051	8388609
2021.12.04 00:07:00	784.067541	16512	61	62	1	776.550000	791.340000	19.697386	NaN	NaN	78406.754098	8388609
2021.12.04 00:08:00	798.249000	16512	60	60	1	791.820000	804.200000	13.260962	NaN	NaN	79824.900000	8388609
2021.12.04 00:09:00	809.739000	16512	60	59	1	804.400000	814.980000	10.045962	NaN	NaN	80973.900000	8388609
2021.12.04 00:10:00	820.103000	16512	60	60	1	815.270000	825.410000	8.115215	NaN	NaN	82010.300000	8388617
2021.12.04 00:11:00	829.998833	16512	60	60	1	825.230000	834.660000	6.874109	NaN	NaN	82999.883333	8388617
2021.12.04 00:12:00	839.086667	16512	60	60	1	834.580000	843.900000	7.328765	NaN	NaN	83908.666667	8388617
2021.12.04 00:13:00	847.225000	16512	60	60	1	843.740000	851.680000	5.161629	NaN	NaN	84722.500000	8388609
2021.12.04 00:14:00	855.260500	16512	60	60	1	852.180000	858.660000	3.712181	NaN	NaN	85526.050000	8388609
2021.12.04 00:15:00	862.903220	16512	59	60	1	858.770000	866.320000	4.111484	NaN	NaN	86290.322034	8388617
2021.12.04 00:16:00	870.313000	16512	60	59	1	866.190000	873.740000	4.647038	NaN	NaN	87031.300000	8388609
2021.12.04 00:17:00	877.032623	16512	61	60	1	873.660000	880.900000	4.200793	NaN	NaN	87703.262295	8388609
2021.12.04 00:18:00	883.698667	16512	60	59	1	881.090000	886.920000	2.594693	NaN	NaN	88369.866667	8388609
2021.12.04 00:19:00	890.124667	128	60	60	1	886.890000	893.350000	3.410846	NaN	NaN	89012.466667	8388608
2021.12.04 00:20:00	896.431833	128	60	60	1	893.520000	899.350000	3.161703	NaN	NaN	89643.183333	8388617
2021.12.04 00:21:00	902.316667	128	60	60	1	899.150000	905.900000	3.892216	NaN	NaN	90231.666667	8388608
2021.12.04 00:22:00	908.431695	128	59	59	1	905.800000	911.380000	2.271366	NaN	NaN	90843.169492	8388608
2021.12.04 00:23:00	914.021311	128	61	61	1	911.590000	916.770000	2.606485	NaN	NaN	91402.131148	8388608
2021.12.04 00:24:00	919.435932	128	59	59	1	916.070000	922.070000	3.511197	NaN	NaN	91943.593220	8388608
2021.12.04 00:25:00	924.920164	128	61	60	1	921.850000	927.600000	2.754378	NaN	NaN	92492.016393	8388617
2021.12.04 00:26:00	930.138500	128	60	60	1	927.520000	932.850000	2.196955	NaN	NaN	93013.850000	8388608
2021.12.04 00:27:00	935.349167	128	60	60	1	932.570000	937.640000	2.016357	NaN	NaN	93534.916667	8388608
2021.12.04 00:28:00	940.398167	128	60	60	1	937.430000	942.890000	2.292266	NaN	NaN	94039.816667	8388617
2021.12.04 00:29:00	945.652712	128	59	59	1	942.660000	947.900000	2.037224	NaN	NaN	94565.271186	8388617
2021.12.04 00:30:00	950.611148	128	61	61	1	947.510000	953.630000	2.675314	NaN	NaN	95061.114754	8388608
2021.12.04 00:31:00	954.770508	128	59	59	1	952.850000	957.450000	2.148791	NaN	NaN	95477.050847	8388608
2021.12.04 00:32:00	959.905246	128	61	60	1	957.170000	961.540000	1.762122	NaN	NaN	95990.524590	8388617
2021.12.04 00:33:00	963.666500	128	60	59	1	961.240000	966.420000	2.116332	NaN	NaN	96366.650000	8388608
2021.12.04 00:34:00	968.904000	128	60	60	1	966.420000	972.000000	2.649913	NaN	NaN	96890.400000	8388608
2021.12.04 00:35:00	972.766667	128	60	60	1	970.950000	974.670000	1.404294	NaN	NaN	97276.666667	8388608
2021.12.04 00:36:00	976.851833	128	60	60	1	973.860000	979.010000	1.520303	NaN	NaN	97685.183333	8388608
2021.12.04 00:37:00	980.663500	128	60	61	1	978.910000	982.980000	1.269088	NaN	NaN	98066.350000	8388617
2021.12.04 00:38:00	985.156167	128	60	59	1	982.890000	986.830000	1.509353	NaN	NaN	98515.616667	8388608
2021.12.04 00:39:00	988.448833	128	60	59	1	986.610000	990.500000	1.256112	NaN	NaN	98844.883333	8388608
2021.12.04 00:40:00	992.432000	128	60	59	1	990.460000	994.690000	1.325328	NaN	NaN	99243.200000	8388608
2021.12.04 00:41:00	996.511000	128	60	60	1	993.920000	998.830000	1.533141	NaN	NaN	99651.100000	8388617
2021.12.04 00:42:00	1000.306500	128	60	60	1	998.600000	1002.580000	1.250576	NaN	NaN	100030.650000	8388617
2021.12.04 00:43:00	1003.348167	128	60	60	1	1001.420000	1006.340000	2.330120	NaN	NaN	100334.816667	8388617
2021.12.04 00:44:00	1006.769153	128	59	59	1	1004.660000	1009.140000	1.568735	NaN	NaN	100676.915254	8388617
2021.12.04 00:45:00	1010.618361	128	61	60	1	1008.830000	1012.400000	0.992261	NaN	NaN	101061.836066	8388608
2021.12.04 00:46:00	1013.734167	128	60	59	1	1012.170000	1015.130000	0.494096	NaN	NaN	101373.416667	8388608
2021.12.04 00:47:00	1016.845085	128	59	59	1	1014.980000	1018.470000	1.126932	NaN	NaN	101684.508475	8388608
2021.12.04 00:48:00	1020.674590	128	61	61	1	1018.090000	1022.410000	1.418779	NaN	NaN	102067.459016	8388608
2021.12.04 00:49:00	1023.675000	128	60	60	1	1021.770000	1025.590000	0.766212	NaN	NaN	102367.500000	8388608
2021.12.04 00:50:00	1026.980508	128	59	60	1	1024.760000	1028.560000	0.824077	NaN	NaN	102698.050847	8388608
2021.12.04 00:51:00	1029.829000	128	60	60	1	1028.260000	1032.070000	1.166304	NaN	NaN	102982.900000	8388608
2021.12.04 00:52:00	1032.961475	128	61	60	1	1031.560000	1033.880000	0.463879	NaN	NaN	103296.147541	8388608
2021.12.04 00:53:00	1036.027500	128	60	59	1	1034.190000	1037.580000	0.761229	NaN	NaN	103602.750000	8388617
2021.12.04 00:54:00	1038.933559	128	59	60	1	1036.500000	1040.430000	1.490937	NaN	NaN	103893.355932	8388608
2021.12.04 00:55:00	1041.662131	128	61	61	1	1040.410000	1044.230000	0.880954	NaN	NaN	104166.213115	8388617
2021.12.04 00:56:00	1044.452333	128	60	60	1	1043.250000	1045.950000	0.665432	NaN	NaN	104445.233333	8388608
2021.12.04 00:57:00	1047.196271	128	59	59	1	1045.280000	1049.010000	0.872600	NaN	NaN	104719.627119	8388608
2021.12.04 00:58:00	1049.953500	128	60	59	1	1048.690000	1051.700000	1.124704	NaN	NaN	104995.350000	8388608
2021.12.04 00:59:00	1052.736230	128	61	61	1	1051.330000	1054.800000	1.172414	NaN	NaN	105273.622951	8388608
2021.12.04 01:00:00	1055.432167	128	60	60	1	1054.410000	1056.700000	0.526102	NaN	NaN	105543.216667	8388608
2021.12.04 01:01:00	1057.954167	128	60	60	1	1055.960000	1059.820000	1.376587	NaN	NaN	105795.416667	8388608
2021.12.04 01:02:00	1060.618333	128	60	60	1	1059.460000	1062.670000	0.436184	NaN	NaN	106061.833333	8388608
2021.12.04 01:03:00	1063.004407	128	59	59	1	1061.460000	1063.750000	0.208553	NaN	NaN	106300.440678	8388617
2021.12.04 01:04:00	1065.111803	128	61	60	1	1063.200000	1067.300000	0.826908	NaN	NaN	106511.180328	8388617
2021.12.04 01:05:00	1068.006000	128	60	59	1	1066.390000	1070.040000	0.935072	NaN	NaN	106800.600000	8388608
2021.12.04 01:06:00	1070.273333	128	60	59	1	1069.420000	1071.460000	0.193423	NaN	NaN	107027.333333	8388617
2021.12.04 01:07:00	1072.826000	128	60	60	1	1070.510000	1074.670000	1.128316	NaN	NaN	107282.600000	8388617
2021.12.04 01:08:00	1075.298167	128	60	60	1	1074.130000	1076.640000	0.619988	NaN	NaN	107529.816667	8388608
