$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.13 00:00:01
$Filename; CO2FT_A_XCO2_Corr_20211213.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.13 00:00:00	452.060833	0	60	60	1	451.400000	452.290000	0.043981	NaN	NaN	45206.083333	9
2021.12.13 00:01:00	153.065676	0	37	60	1	26.370000	452.380000	38915.956047	NaN	NaN	15306.567568	9
2021.12.13 00:02:00	26.402000	0	60	60	1	26.250000	26.540000	0.006989	NaN	NaN	2640.200000	0
2021.12.13 00:03:00	180.661887	16384	53	61	1	26.080000	259.300000	8637.768916	NaN	NaN	18066.188679	9
2021.12.13 00:04:00	276.583390	16384	59	59	1	259.470000	293.060000	100.602340	NaN	NaN	27658.338983	1
2021.12.13 00:05:00	307.659672	16384	61	61	1	293.270000	320.930000	67.565273	NaN	NaN	30765.967213	1
2021.12.13 00:06:00	332.336610	16384	59	59	1	321.250000	342.890000	40.810488	NaN	NaN	33233.661017	9
2021.12.13 00:07:00	352.893000	16384	60	60	1	343.890000	361.490000	26.946340	NaN	NaN	35289.300000	1
2021.12.13 00:08:00	369.499672	16384	61	61	1	361.780000	376.340000	20.036897	NaN	NaN	36949.967213	9
2021.12.13 00:09:00	382.814237	16384	59	59	1	376.590000	389.340000	12.913321	NaN	NaN	38281.423729	9
2021.12.13 00:10:00	394.312951	16384	61	61	1	389.470000	399.250000	9.557604	NaN	NaN	39431.295082	9
2021.12.13 00:11:00	403.477797	16384	59	59	1	399.480000	407.710000	5.647214	NaN	NaN	40347.779661	1
2021.12.13 00:12:00	410.988333	16384	60	60	1	407.850000	414.220000	3.930129	NaN	NaN	41098.833333	9
2021.12.13 00:13:00	417.561333	16384	60	60	1	414.200000	420.930000	3.883758	NaN	NaN	41756.133333	1
2021.12.13 00:14:00	424.854754	16384	61	61	1	421.520000	428.340000	4.725345	NaN	NaN	42485.475410	9
2021.12.13 00:15:00	431.651525	16384	59	59	1	428.600000	434.550000	2.622161	NaN	NaN	43165.152542	1
2021.12.13 00:16:00	437.577167	16384	60	60	1	434.580000	439.830000	1.974465	NaN	NaN	43757.716667	1
2021.12.13 00:17:00	442.245000	16384	60	60	1	439.850000	444.200000	1.886758	NaN	NaN	44224.500000	9
2021.12.13 00:18:00	446.275902	16384	61	61	1	444.140000	448.670000	1.588845	NaN	NaN	44627.590164	9
2021.12.13 00:19:00	449.820169	0	59	59	1	448.380000	451.850000	1.176733	NaN	NaN	44982.016949	9
2021.12.13 00:20:00	452.605167	0	60	60	1	451.450000	453.950000	0.481910	NaN	NaN	45260.516667	0
2021.12.13 00:21:00	454.813000	0	60	60	1	453.800000	456.040000	0.254940	NaN	NaN	45481.300000	0
2021.12.13 00:22:00	456.812000	0	60	60	1	455.610000	458.380000	0.707643	NaN	NaN	45681.200000	0
2021.12.13 00:23:00	458.801639	0	61	61	1	458.190000	459.540000	0.191104	NaN	NaN	45880.163934	9
2021.12.13 00:24:00	459.779153	0	59	59	1	459.100000	460.660000	0.279146	NaN	NaN	45977.915254	9
2021.12.13 00:25:00	461.232000	0	60	60	1	459.900000	462.030000	0.315945	NaN	NaN	46123.200000	0
2021.12.13 00:26:00	461.976667	0	60	60	1	461.420000	462.640000	0.151568	NaN	NaN	46197.666667	9
2021.12.13 00:27:00	462.643500	0	60	60	1	461.970000	463.290000	0.065043	NaN	NaN	46264.350000	9
2021.12.13 00:28:00	463.358000	0	60	60	1	462.710000	464.060000	0.127565	NaN	NaN	46335.800000	0
2021.12.13 00:29:00	463.998525	0	61	61	1	463.070000	464.700000	0.180526	NaN	NaN	46399.852459	9
2021.12.13 00:30:00	465.043220	0	59	59	1	464.360000	466.120000	0.208108	NaN	NaN	46504.322034	9
2021.12.13 00:31:00	465.804500	0	60	60	1	465.000000	466.320000	0.144435	NaN	NaN	46580.450000	9
2021.12.13 00:32:00	466.921667	0	60	60	1	466.130000	467.330000	0.042804	NaN	NaN	46692.166667	0
2021.12.13 00:33:00	465.890500	0	60	60	1	465.060000	466.990000	0.218090	NaN	NaN	46589.050000	0
2021.12.13 00:34:00	464.183667	0	60	60	1	463.350000	465.130000	0.137088	NaN	NaN	46418.366667	9
2021.12.13 00:35:00	462.771833	0	60	60	1	461.790000	463.860000	0.328337	NaN	NaN	46277.183333	0
2021.12.13 00:36:00	461.202667	0	60	60	1	460.270000	462.200000	0.223854	NaN	NaN	46120.266667	9
2021.12.13 00:37:00	460.094667	0	60	60	1	459.460000	460.700000	0.096205	NaN	NaN	46009.466667	0
2021.12.13 00:38:00	459.536667	0	60	60	1	458.950000	459.920000	0.056497	NaN	NaN	45953.666667	9
2021.12.13 00:39:00	459.529667	0	60	60	1	458.870000	460.180000	0.129020	NaN	NaN	45952.966667	9
2021.12.13 00:40:00	459.528333	0	60	60	1	459.150000	460.110000	0.085411	NaN	NaN	45952.833333	0
2021.12.13 00:41:00	460.314833	0	60	60	1	459.560000	460.950000	0.118053	NaN	NaN	46031.483333	9
