$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.17 00:00:08
$Filename; CO2FT_A_XCO2_Corr_20211217.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.17 00:00:00	394.473500	0	60	60	1	393.930000	395.050000	0.049403	NaN	NaN	39447.350000	0
2021.12.17 00:01:00	133.441579	0	38	60	1	26.580000	395.490000	28635.358527	NaN	NaN	13344.157895	9
2021.12.17 00:02:00	26.759667	0	60	60	1	26.590000	26.980000	0.010041	NaN	NaN	2675.966667	0
2021.12.17 00:03:00	164.218235	16384	51	60	1	26.440000	225.820000	5553.097851	NaN	NaN	16421.823529	1
2021.12.17 00:04:00	241.239667	16384	60	60	1	226.300000	255.290000	74.314959	NaN	NaN	24123.966667	1
2021.12.17 00:05:00	268.363167	16384	60	60	1	256.040000	279.930000	49.047507	NaN	NaN	26836.316667	1
2021.12.17 00:06:00	290.418167	16384	60	60	1	280.220000	300.010000	35.986595	NaN	NaN	29041.816667	1
2021.12.17 00:07:00	308.832167	16384	60	60	1	300.820000	316.950000	24.170726	NaN	NaN	30883.216667	1
2021.12.17 00:08:00	324.084833	16384	60	60	1	316.990000	330.400000	16.769951	NaN	NaN	32408.483333	9
2021.12.17 00:09:00	336.044833	16384	60	60	1	330.310000	341.600000	10.348649	NaN	NaN	33604.483333	1
2021.12.17 00:10:00	346.326833	16384	60	60	1	341.530000	350.530000	6.382120	NaN	NaN	34632.683333	1
2021.12.17 00:11:00	354.629667	16384	60	60	1	350.570000	358.380000	4.255478	NaN	NaN	35462.966667	1
2021.12.17 00:12:00	361.212667	16384	60	60	1	358.640000	364.290000	3.488389	NaN	NaN	36121.266667	1
2021.12.17 00:13:00	366.634167	16384	60	60	1	364.250000	368.640000	1.750276	NaN	NaN	36663.416667	9
2021.12.17 00:14:00	370.316000	16384	60	60	1	368.450000	371.950000	1.375028	NaN	NaN	37031.600000	9
2021.12.17 00:15:00	373.243833	16384	60	60	1	372.200000	374.930000	0.574441	NaN	NaN	37324.383333	1
2021.12.17 00:16:00	375.645167	16384	60	60	1	374.680000	376.770000	0.315876	NaN	NaN	37564.516667	1
2021.12.17 00:17:00	377.910500	16384	60	60	1	376.710000	379.040000	0.465323	NaN	NaN	37791.050000	9
2021.12.17 00:18:00	379.701167	16384	60	60	1	378.910000	380.380000	0.135417	NaN	NaN	37970.116667	9
2021.12.17 00:19:00	380.980833	0	60	60	1	380.270000	382.000000	0.158198	NaN	NaN	38098.083333	0
2021.12.17 00:20:00	381.768667	0	60	60	1	381.240000	382.590000	0.092002	NaN	NaN	38176.866667	9
2021.12.17 00:21:00	383.043333	0	60	60	1	382.270000	383.640000	0.077714	NaN	NaN	38304.333333	0
2021.12.17 00:22:00	383.615667	0	60	60	1	382.740000	384.380000	0.178500	NaN	NaN	38361.566667	0
2021.12.17 00:23:00	384.306500	0	60	60	1	383.680000	384.970000	0.129179	NaN	NaN	38430.650000	0
2021.12.17 00:24:00	385.101500	0	60	60	1	384.340000	385.570000	0.129132	NaN	NaN	38510.150000	9
2021.12.17 00:25:00	385.696333	0	60	60	1	385.020000	386.140000	0.085024	NaN	NaN	38569.633333	0
2021.12.17 00:26:00	386.140167	0	60	60	1	385.500000	387.030000	0.087612	NaN	NaN	38614.016667	9
2021.12.17 00:27:00	386.704167	0	60	60	1	386.080000	387.250000	0.066096	NaN	NaN	38670.416667	0
2021.12.17 00:28:00	386.940167	0	60	60	1	385.900000	387.530000	0.117229	NaN	NaN	38694.016667	0
2021.12.17 00:29:00	387.439833	0	60	60	1	387.010000	388.030000	0.061029	NaN	NaN	38743.983333	0
2021.12.17 00:30:00	388.049500	0	60	60	1	387.190000	388.610000	0.111395	NaN	NaN	38804.950000	0
2021.12.17 00:31:00	387.915000	0	60	60	1	387.350000	388.580000	0.071659	NaN	NaN	38791.500000	9
2021.12.17 00:32:00	388.645500	0	60	60	1	387.800000	389.380000	0.137866	NaN	NaN	38864.550000	9
2021.12.17 00:33:00	388.564167	0	60	60	1	387.960000	389.220000	0.072665	NaN	NaN	38856.416667	0
2021.12.17 00:34:00	389.122500	0	60	60	1	388.760000	389.970000	0.105304	NaN	NaN	38912.250000	9
2021.12.17 00:35:00	389.381333	0	60	60	1	389.090000	389.910000	0.058791	NaN	NaN	38938.133333	0
2021.12.17 00:36:00	389.586833	0	60	60	1	388.790000	390.290000	0.108622	NaN	NaN	38958.683333	0
2021.12.17 00:37:00	389.807500	0	60	60	1	389.380000	390.250000	0.053256	NaN	NaN	38980.750000	9
2021.12.17 00:38:00	389.961167	0	60	60	1	389.450000	390.610000	0.069780	NaN	NaN	38996.116667	9
2021.12.17 00:39:00	390.056667	0	60	60	1	389.440000	390.610000	0.094870	NaN	NaN	39005.666667	0
2021.12.17 00:40:00	389.685500	0	60	60	1	389.010000	390.240000	0.086818	NaN	NaN	38968.550000	0
2021.12.17 00:41:00	389.575333	0	60	60	1	388.940000	390.090000	0.075988	NaN	NaN	38957.533333	0
2021.12.17 00:42:00	389.757667	0	60	60	1	389.020000	390.610000	0.123344	NaN	NaN	38975.766667	9
2021.12.17 00:43:00	389.975500	0	60	60	1	389.560000	390.540000	0.043879	NaN	NaN	38997.550000	9
2021.12.17 00:44:00	389.641000	0	60	60	1	389.130000	390.260000	0.068433	NaN	NaN	38964.100000	0
2021.12.17 00:45:00	390.154333	0	60	60	1	389.620000	390.580000	0.041110	NaN	NaN	39015.433333	0
2021.12.17 00:46:00	390.267667	0	60	60	1	389.570000	390.990000	0.124127	NaN	NaN	39026.766667	0
2021.12.17 00:47:00	390.317000	0	60	60	1	389.750000	390.840000	0.048537	NaN	NaN	39031.700000	0
2021.12.17 00:48:00	390.345667	0	60	60	1	389.760000	390.890000	0.066164	NaN	NaN	39034.566667	0
2021.12.17 00:49:00	390.612500	0	60	60	1	390.040000	391.230000	0.069151	NaN	NaN	39061.250000	9
