$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.15 00:00:00
$Filename; CO2FT_A_XCO2_Corr_20211215.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; XCO2_Corr, ppm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, ppm; Float
$8; Maximum; ppm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	XCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	ppm	Flags	Cnt	Sec	MR	ppm	ppm	Units	Deg	Deg	Units	Flags
2021.12.15 00:00:00	486.427667	0	60	60	1	485.660000	487.150000	0.114462	NaN	NaN	48642.766667	0
2021.12.15 00:01:00	163.467027	0	37	60	1	26.630000	486.690000	45318.651588	NaN	NaN	16346.702703	9
2021.12.15 00:02:00	26.775167	0	60	60	1	26.520000	27.030000	0.016293	NaN	NaN	2677.516667	9
2021.12.15 00:03:00	194.309216	16384	51	60	1	26.540000	276.040000	9166.271439	NaN	NaN	19430.921569	1
2021.12.15 00:04:00	296.487833	16384	60	60	1	277.090000	314.090000	120.702695	NaN	NaN	29648.783333	9
2021.12.15 00:05:00	330.547000	16384	60	60	1	314.600000	344.650000	77.287123	NaN	NaN	33054.700000	1
2021.12.15 00:06:00	358.077000	16384	60	60	1	345.300000	369.240000	48.049950	NaN	NaN	35807.700000	9
2021.12.15 00:07:00	380.049833	16384	60	60	1	369.670000	389.610000	34.952280	NaN	NaN	38004.983333	9
2021.12.15 00:08:00	398.146833	16384	60	60	1	389.820000	406.070000	23.528880	NaN	NaN	39814.683333	1
2021.12.15 00:09:00	413.315500	16384	60	60	1	406.330000	419.690000	14.639866	NaN	NaN	41331.550000	1
2021.12.15 00:10:00	426.036333	16384	60	60	1	420.170000	431.760000	11.972152	NaN	NaN	42603.633333	1
2021.12.15 00:11:00	436.823000	16384	60	60	1	431.580000	441.610000	7.588506	NaN	NaN	43682.300000	9
2021.12.15 00:12:00	445.467000	16384	60	60	1	441.260000	449.260000	4.947530	NaN	NaN	44546.700000	9
2021.12.15 00:13:00	452.838333	16384	60	60	1	449.250000	456.140000	4.111628	NaN	NaN	45283.833333	1
2021.12.15 00:14:00	458.643833	16384	60	60	1	455.860000	461.420000	2.346600	NaN	NaN	45864.383333	1
2021.12.15 00:15:00	463.287667	16384	60	60	1	461.110000	465.580000	1.377049	NaN	NaN	46328.766667	9
2021.12.15 00:16:00	466.967000	16384	60	60	1	465.260000	468.910000	0.833293	NaN	NaN	46696.700000	1
2021.12.15 00:17:00	470.480833	16384	60	60	1	468.580000	471.680000	0.602431	NaN	NaN	47048.083333	9
2021.12.15 00:18:00	472.105833	16384	60	60	1	470.980000	472.900000	0.204760	NaN	NaN	47210.583333	1
2021.12.15 00:19:00	473.154667	0	60	60	1	472.000000	474.000000	0.206178	NaN	NaN	47315.466667	0
2021.12.15 00:20:00	474.185333	0	60	60	1	473.250000	475.050000	0.145215	NaN	NaN	47418.533333	9
2021.12.15 00:21:00	474.513333	0	60	60	1	472.960000	475.690000	0.334389	NaN	NaN	47451.333333	0
2021.12.15 00:22:00	475.546333	0	60	60	1	474.550000	476.450000	0.175712	NaN	NaN	47554.633333	9
2021.12.15 00:23:00	476.850667	0	60	60	1	475.020000	478.310000	0.425189	NaN	NaN	47685.066667	9
2021.12.15 00:24:00	478.727333	0	60	60	1	477.430000	479.910000	0.357569	NaN	NaN	47872.733333	0
2021.12.15 00:25:00	480.347000	0	60	60	1	479.260000	481.250000	0.277916	NaN	NaN	48034.700000	0
2021.12.15 00:26:00	480.800167	0	60	60	1	480.310000	481.910000	0.116591	NaN	NaN	48080.016667	0
2021.12.15 00:27:00	480.106333	0	60	60	1	479.610000	481.360000	0.124654	NaN	NaN	48010.633333	0
2021.12.15 00:28:00	479.360833	0	60	60	1	478.510000	480.530000	0.197865	NaN	NaN	47936.083333	0
2021.12.15 00:29:00	478.960000	0	60	60	1	477.960000	480.590000	0.229319	NaN	NaN	47896.000000	0
2021.12.15 00:30:00	478.748500	0	60	60	1	477.970000	479.860000	0.104810	NaN	NaN	47874.850000	0
2021.12.15 00:31:00	478.946667	0	60	60	1	478.160000	479.540000	0.065226	NaN	NaN	47894.666667	0
2021.12.15 00:32:00	479.852333	0	60	60	1	479.060000	481.060000	0.221255	NaN	NaN	47985.233333	9
2021.12.15 00:33:00	481.341333	0	60	60	1	479.750000	482.190000	0.316568	NaN	NaN	48134.133333	0
2021.12.15 00:34:00	481.347333	0	60	60	1	480.410000	482.070000	0.173054	NaN	NaN	48134.733333	0
2021.12.15 00:35:00	481.324833	0	60	60	1	480.440000	481.870000	0.106805	NaN	NaN	48132.483333	0
2021.12.15 00:36:00	480.947500	0	60	60	1	480.220000	481.910000	0.143914	NaN	NaN	48094.750000	0
2021.12.15 00:37:00	480.487833	0	60	60	1	479.880000	481.250000	0.086271	NaN	NaN	48048.783333	0
2021.12.15 00:38:00	480.070167	0	60	60	1	479.540000	480.820000	0.074863	NaN	NaN	48007.016667	9
2021.12.15 00:39:00	479.768167	0	60	60	1	479.270000	480.500000	0.078747	NaN	NaN	47976.816667	0
2021.12.15 00:40:00	479.793833	0	60	60	1	478.510000	480.530000	0.184980	NaN	NaN	47979.383333	0
2021.12.15 00:41:00	479.138833	0	60	60	1	478.090000	480.260000	0.365407	NaN	NaN	47913.883333	0
2021.12.15 00:42:00	479.125000	0	60	60	1	477.970000	479.790000	0.138927	NaN	NaN	47912.500000	0
2021.12.15 00:43:00	478.798833	0	60	60	1	477.810000	479.620000	0.153431	NaN	NaN	47879.883333	0
