$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.13 00:00:01
$Filename; CO2FT_A_P_NDIR_20211213.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_NDIR, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_NDIR	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.13 00:00:00	1012.080000	0	60	60	1	1011.970000	1012.190000	0.003529	NaN	NaN	101208.000000	9
2021.12.13 00:01:00	1019.643514	0	37	60	1	1012.010000	1022.950000	24.848357	NaN	NaN	101964.351351	9
2021.12.13 00:02:00	1023.038000	0	60	60	1	1022.880000	1023.210000	0.006660	NaN	NaN	102303.800000	0
2021.12.13 00:03:00	1014.113585	16384	53	61	1	1012.980000	1023.310000	8.168073	NaN	NaN	101411.358491	9
2021.12.13 00:04:00	1013.096780	16384	59	59	1	1012.970000	1013.230000	0.004433	NaN	NaN	101309.677966	1
2021.12.13 00:05:00	1013.086885	16384	61	61	1	1012.970000	1013.190000	0.004322	NaN	NaN	101308.688525	1
2021.12.13 00:06:00	1013.115763	16384	59	59	1	1013.000000	1013.230000	0.004073	NaN	NaN	101311.576271	9
2021.12.13 00:07:00	1013.104000	16384	60	60	1	1012.980000	1013.190000	0.004187	NaN	NaN	101310.400000	1
2021.12.13 00:08:00	1013.115738	16384	61	61	1	1013.000000	1013.220000	0.003742	NaN	NaN	101311.573770	9
2021.12.13 00:09:00	1013.092373	16384	59	59	1	1012.970000	1013.230000	0.004167	NaN	NaN	101309.237288	9
2021.12.13 00:10:00	1013.125902	16384	61	61	1	1013.000000	1013.240000	0.003535	NaN	NaN	101312.590164	9
2021.12.13 00:11:00	1013.121695	16384	59	59	1	1013.010000	1013.240000	0.003697	NaN	NaN	101312.169492	1
2021.12.13 00:12:00	1013.102667	16384	60	60	1	1012.940000	1013.200000	0.003352	NaN	NaN	101310.266667	9
2021.12.13 00:13:00	1013.099167	16384	60	60	1	1013.000000	1013.220000	0.003669	NaN	NaN	101309.916667	1
2021.12.13 00:14:00	1013.102951	16384	61	61	1	1012.960000	1013.200000	0.004058	NaN	NaN	101310.295082	9
2021.12.13 00:15:00	1013.091695	16384	59	59	1	1012.970000	1013.190000	0.004194	NaN	NaN	101309.169492	1
2021.12.13 00:16:00	1013.068667	16384	60	60	1	1012.940000	1013.180000	0.003496	NaN	NaN	101306.866667	1
2021.12.13 00:17:00	1013.060000	16384	60	60	1	1012.900000	1013.180000	0.004054	NaN	NaN	101306.000000	9
2021.12.13 00:18:00	1013.015082	16384	61	61	1	1012.900000	1013.120000	0.003865	NaN	NaN	101301.508197	9
2021.12.13 00:19:00	1012.972203	0	59	59	1	1012.830000	1013.070000	0.004504	NaN	NaN	101297.220339	9
2021.12.13 00:20:00	1012.948500	0	60	60	1	1012.830000	1013.080000	0.004491	NaN	NaN	101294.850000	0
2021.12.13 00:21:00	1012.919167	0	60	60	1	1012.790000	1013.040000	0.004343	NaN	NaN	101291.916667	0
2021.12.13 00:22:00	1012.921667	0	60	60	1	1012.780000	1013.020000	0.004245	NaN	NaN	101292.166667	0
2021.12.13 00:23:00	1012.899508	0	61	61	1	1012.760000	1013.010000	0.004228	NaN	NaN	101289.950820	9
2021.12.13 00:24:00	1012.887119	0	59	59	1	1012.790000	1013.010000	0.003679	NaN	NaN	101288.711864	9
2021.12.13 00:25:00	1012.879500	0	60	60	1	1012.760000	1013.000000	0.004096	NaN	NaN	101287.950000	0
2021.12.13 00:26:00	1012.889167	0	60	60	1	1012.760000	1012.970000	0.003052	NaN	NaN	101288.916667	9
2021.12.13 00:27:00	1012.877667	0	60	60	1	1012.760000	1012.980000	0.003269	NaN	NaN	101287.766667	9
2021.12.13 00:28:00	1012.900500	0	60	60	1	1012.780000	1013.010000	0.003754	NaN	NaN	101290.050000	0
2021.12.13 00:29:00	1012.904262	0	61	61	1	1012.790000	1013.000000	0.003945	NaN	NaN	101290.426230	9
2021.12.13 00:30:00	1012.941356	0	59	59	1	1012.820000	1013.070000	0.003905	NaN	NaN	101294.135593	9
2021.12.13 00:31:00	1012.964333	0	60	60	1	1012.850000	1013.070000	0.003523	NaN	NaN	101296.433333	9
2021.12.13 00:32:00	1013.001333	0	60	60	1	1012.860000	1013.090000	0.003113	NaN	NaN	101300.133333	0
2021.12.13 00:33:00	1012.988667	0	60	60	1	1012.860000	1013.090000	0.004296	NaN	NaN	101298.866667	0
2021.12.13 00:34:00	1012.995667	0	60	60	1	1012.890000	1013.090000	0.003323	NaN	NaN	101299.566667	9
2021.12.13 00:35:00	1013.010333	0	60	60	1	1012.870000	1013.120000	0.004010	NaN	NaN	101301.033333	0
2021.12.13 00:36:00	1013.017333	0	60	60	1	1012.900000	1013.120000	0.003189	NaN	NaN	101301.733333	9
2021.12.13 00:37:00	1013.007333	0	60	60	1	1012.890000	1013.130000	0.004159	NaN	NaN	101300.733333	0
2021.12.13 00:38:00	1013.019833	0	60	60	1	1012.900000	1013.120000	0.004314	NaN	NaN	101301.983333	9
2021.12.13 00:39:00	1013.050500	0	60	60	1	1012.910000	1013.180000	0.004547	NaN	NaN	101305.050000	9
2021.12.13 00:40:00	1013.065667	0	60	60	1	1012.910000	1013.160000	0.003422	NaN	NaN	101306.566667	0
2021.12.13 00:41:00	1013.052500	0	60	60	1	1012.930000	1013.160000	0.003541	NaN	NaN	101305.250000	9
2021.12.13 00:42:00	1013.009333	0	60	60	1	1012.890000	1013.120000	0.003935	NaN	NaN	101300.933333	0
2021.12.13 00:43:00	1012.961667	0	60	60	1	1012.830000	1013.080000	0.003719	NaN	NaN	101296.166667	0
2021.12.13 00:44:00	1012.900500	0	60	60	1	1012.780000	1013.010000	0.004029	NaN	NaN	101290.050000	9
2021.12.13 00:45:00	1012.870167	0	60	60	1	1012.740000	1013.000000	0.003954	NaN	NaN	101287.016667	0
2021.12.13 00:46:00	1012.839180	0	61	61	1	1012.740000	1012.940000	0.003438	NaN	NaN	101283.918033	9
2021.12.13 00:47:00	1012.836102	0	59	59	1	1012.690000	1012.960000	0.003866	NaN	NaN	101283.610169	9
2021.12.13 00:48:00	1012.865000	0	60	60	1	1012.750000	1012.980000	0.003490	NaN	NaN	101286.500000	0
2021.12.13 00:49:00	1012.899000	0	60	60	1	1012.780000	1013.000000	0.003470	NaN	NaN	101289.900000	9
2021.12.13 00:50:00	1012.956000	0	60	60	1	1012.820000	1013.090000	0.004913	NaN	NaN	101295.600000	0
2021.12.13 00:51:00	1013.014333	0	60	60	1	1012.860000	1013.130000	0.004689	NaN	NaN	101301.433333	0
2021.12.13 00:52:00	1013.053167	0	60	60	1	1012.930000	1013.150000	0.003517	NaN	NaN	101305.316667	9
2021.12.13 00:53:00	1013.050500	0	60	60	1	1012.930000	1013.150000	0.004147	NaN	NaN	101305.050000	0
2021.12.13 00:54:00	1013.064000	0	60	60	1	1012.940000	1013.160000	0.003401	NaN	NaN	101306.400000	0
2021.12.13 00:55:00	1013.083500	0	60	60	1	1012.960000	1013.230000	0.004101	NaN	NaN	101308.350000	0
2021.12.13 00:56:00	1013.115902	0	61	61	1	1012.980000	1013.200000	0.003371	NaN	NaN	101311.590164	0
2021.12.13 00:57:00	1013.150167	0	60	60	1	1013.010000	1013.260000	0.003442	NaN	NaN	101315.016667	9
2021.12.13 00:58:00	1013.103729	0	59	59	1	1012.970000	1013.230000	0.004338	NaN	NaN	101310.372881	0
2021.12.13 00:59:00	1012.988333	0	60	60	1	1012.800000	1013.110000	0.005106	NaN	NaN	101298.833333	9
2021.12.13 01:00:00	1012.878833	0	60	60	1	1012.750000	1013.000000	0.005024	NaN	NaN	101287.883333	0
2021.12.13 01:01:00	1012.783770	0	61	61	1	1012.640000	1012.930000	0.004697	NaN	NaN	101278.377049	0
2021.12.13 01:02:00	1012.712712	0	59	59	1	1012.560000	1012.850000	0.004641	NaN	NaN	101271.271186	0
2021.12.13 01:03:00	1012.672787	0	61	61	1	1012.540000	1012.760000	0.003604	NaN	NaN	101267.278689	0
2021.12.13 01:04:00	1012.579492	0	59	59	1	1012.410000	1012.740000	0.004932	NaN	NaN	101257.949153	9
2021.12.13 01:05:00	1012.494833	0	60	60	1	1012.320000	1012.630000	0.005439	NaN	NaN	101249.483333	0
2021.12.13 01:06:00	1012.414500	0	60	60	1	1012.270000	1012.520000	0.004283	NaN	NaN	101241.450000	9
2021.12.13 01:07:00	1012.376333	0	60	60	1	1012.230000	1012.490000	0.004027	NaN	NaN	101237.633333	9
2021.12.13 01:08:00	1012.348361	0	61	61	1	1012.230000	1012.450000	0.004081	NaN	NaN	101234.836066	0
2021.12.13 01:09:00	1012.345593	0	59	59	1	1012.230000	1012.480000	0.003584	NaN	NaN	101234.559322	9
2021.12.13 01:10:00	1012.386393	0	61	61	1	1012.240000	1012.500000	0.004043	NaN	NaN	101238.639344	0
2021.12.13 01:11:00	1012.471356	0	59	59	1	1012.340000	1012.610000	0.004233	NaN	NaN	101247.135593	0
2021.12.13 01:12:00	1012.652295	0	61	61	1	1012.480000	1012.820000	0.007185	NaN	NaN	101265.229508	0
2021.12.13 01:13:00	1012.727119	0	59	59	1	1012.590000	1012.860000	0.004690	NaN	NaN	101272.711864	9
2021.12.13 01:14:00	1012.753500	0	60	60	1	1012.610000	1012.860000	0.004335	NaN	NaN	101275.350000	0
2021.12.13 01:15:00	1012.694333	0	60	60	1	1012.560000	1012.830000	0.004544	NaN	NaN	101269.433333	9
2021.12.13 01:16:00	1012.637500	0	60	60	1	1012.490000	1012.760000	0.004036	NaN	NaN	101263.750000	0
2021.12.13 01:17:00	1012.537000	0	60	60	1	1012.390000	1012.680000	0.004971	NaN	NaN	101253.700000	9
2021.12.13 01:18:00	1012.432000	0	60	60	1	1012.300000	1012.540000	0.004226	NaN	NaN	101243.200000	9
2021.12.13 01:19:00	1012.398833	0	60	60	1	1012.270000	1012.530000	0.003997	NaN	NaN	101239.883333	0
2021.12.13 01:20:00	1012.379333	0	60	60	1	1012.260000	1012.480000	0.003633	NaN	NaN	101237.933333	9
2021.12.13 01:21:00	1012.350000	0	61	61	1	1012.210000	1012.460000	0.004297	NaN	NaN	101235.000000	0
2021.12.13 01:22:00	1012.397288	0	59	59	1	1012.260000	1012.590000	0.007130	NaN	NaN	101239.728814	0
2021.12.13 01:23:00	1012.510833	0	60	60	1	1012.390000	1012.630000	0.003954	NaN	NaN	101251.083333	0
2021.12.13 01:24:00	1012.511833	0	60	60	1	1012.380000	1012.610000	0.004303	NaN	NaN	101251.183333	0
