$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.11 00:00:07
$Filename; CO2FT_A_P_NDIR_20211211.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_NDIR, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_NDIR	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.11 00:00:00	1008.931667	0	60	60	1	1008.820000	1009.040000	0.003845	NaN	NaN	100893.166667	9
2021.12.11 00:01:00	1015.922432	0	37	60	1	1008.850000	1018.960000	21.218813	NaN	NaN	101592.243243	9
2021.12.11 00:02:00	1019.081833	0	60	60	1	1018.930000	1019.220000	0.007008	NaN	NaN	101908.183333	0
2021.12.11 00:03:00	1009.921346	16384	52	61	1	1008.710000	1019.270000	9.445879	NaN	NaN	100992.134615	9
2021.12.11 00:04:00	1008.835424	16384	59	59	1	1008.710000	1008.950000	0.003867	NaN	NaN	100883.542373	9
2021.12.11 00:05:00	1008.840000	16384	60	60	1	1008.730000	1008.950000	0.004224	NaN	NaN	100884.000000	1
2021.12.11 00:06:00	1008.844500	16384	60	60	1	1008.710000	1008.930000	0.003866	NaN	NaN	100884.450000	1
2021.12.11 00:07:00	1008.824167	16384	60	60	1	1008.710000	1008.930000	0.004469	NaN	NaN	100882.416667	1
2021.12.11 00:08:00	1008.820164	16384	61	61	1	1008.680000	1008.930000	0.003772	NaN	NaN	100882.016393	1
2021.12.11 00:09:00	1008.824237	16384	59	59	1	1008.710000	1008.920000	0.003608	NaN	NaN	100882.423729	9
2021.12.11 00:10:00	1008.838167	16384	60	60	1	1008.730000	1008.950000	0.003510	NaN	NaN	100883.816667	1
2021.12.11 00:11:00	1008.884667	16384	60	60	1	1008.750000	1009.000000	0.004225	NaN	NaN	100888.466667	1
2021.12.11 00:12:00	1008.929167	16384	60	60	1	1008.780000	1009.040000	0.004486	NaN	NaN	100892.916667	1
2021.12.11 00:13:00	1008.970492	16384	61	61	1	1008.820000	1009.080000	0.004645	NaN	NaN	100897.049180	1
2021.12.11 00:14:00	1009.028500	16384	60	60	1	1008.920000	1009.120000	0.003379	NaN	NaN	100902.850000	9
2021.12.11 00:15:00	1009.082373	16384	59	59	1	1008.950000	1009.220000	0.003970	NaN	NaN	100908.237288	9
2021.12.11 00:16:00	1009.190667	16384	60	60	1	1009.040000	1009.300000	0.004325	NaN	NaN	100919.066667	9
2021.12.11 00:17:00	1009.247167	16384	60	60	1	1009.140000	1009.360000	0.003804	NaN	NaN	100924.716667	1
2021.12.11 00:18:00	1009.267000	16384	60	60	1	1009.120000	1009.390000	0.003621	NaN	NaN	100926.700000	1
2021.12.11 00:19:00	1009.296557	0	61	61	1	1009.180000	1009.410000	0.004186	NaN	NaN	100929.655738	0
2021.12.11 00:20:00	1009.348305	0	59	60	1	1009.220000	1009.470000	0.004725	NaN	NaN	100934.830508	9
2021.12.11 00:21:00	1009.349333	0	60	60	1	1009.210000	1009.470000	0.003715	NaN	NaN	100934.933333	9
2021.12.11 00:22:00	1009.285333	0	60	60	1	1009.170000	1009.390000	0.004463	NaN	NaN	100928.533333	0
2021.12.11 00:23:00	1009.215738	0	61	61	1	1009.080000	1009.370000	0.004742	NaN	NaN	100921.573770	0
2021.12.11 00:24:00	1009.140678	0	59	59	1	1009.010000	1009.260000	0.004506	NaN	NaN	100914.067797	0
2021.12.11 00:25:00	1009.053833	0	60	60	1	1008.930000	1009.170000	0.004160	NaN	NaN	100905.383333	9
2021.12.11 00:26:00	1008.994167	0	60	60	1	1008.880000	1009.110000	0.004069	NaN	NaN	100899.416667	9
2021.12.11 00:27:00	1008.929836	0	61	61	1	1008.780000	1009.030000	0.004518	NaN	NaN	100892.983607	9
2021.12.11 00:28:00	1008.850500	0	60	60	1	1008.710000	1009.000000	0.005073	NaN	NaN	100885.050000	0
2021.12.11 00:29:00	1008.797119	0	59	59	1	1008.670000	1008.900000	0.003973	NaN	NaN	100879.711864	0
2021.12.11 00:30:00	1008.742000	0	60	60	1	1008.640000	1008.880000	0.003633	NaN	NaN	100874.200000	0
2021.12.11 00:31:00	1008.717049	0	61	61	1	1008.600000	1008.840000	0.004544	NaN	NaN	100871.704918	9
2021.12.11 00:32:00	1008.732881	0	59	59	1	1008.640000	1008.820000	0.002538	NaN	NaN	100873.288136	9
2021.12.11 00:33:00	1008.775902	0	61	61	1	1008.630000	1008.890000	0.004178	NaN	NaN	100877.590164	9
2021.12.11 00:34:00	1008.827458	0	59	59	1	1008.730000	1008.900000	0.003047	NaN	NaN	100882.745763	9
2021.12.11 00:35:00	1008.896000	0	60	60	1	1008.780000	1009.030000	0.004821	NaN	NaN	100889.600000	9
2021.12.11 00:36:00	1009.007833	0	60	60	1	1008.860000	1009.140000	0.005675	NaN	NaN	100900.783333	9
2021.12.11 00:37:00	1009.225500	0	60	60	1	1009.010000	1009.390000	0.007195	NaN	NaN	100922.550000	9
2021.12.11 00:38:00	1009.344833	0	60	60	1	1009.210000	1009.450000	0.004361	NaN	NaN	100934.483333	0
2021.12.11 00:39:00	1009.384833	0	60	60	1	1009.260000	1009.480000	0.003591	NaN	NaN	100938.483333	0
2021.12.11 00:40:00	1009.416333	0	60	60	1	1009.290000	1009.540000	0.003376	NaN	NaN	100941.633333	0
2021.12.11 00:41:00	1009.429000	0	60	60	1	1009.300000	1009.520000	0.003975	NaN	NaN	100942.900000	0
2021.12.11 00:42:00	1009.413500	0	60	60	1	1009.300000	1009.510000	0.003847	NaN	NaN	100941.350000	0
2021.12.11 00:43:00	1009.406167	0	60	60	1	1009.290000	1009.540000	0.003804	NaN	NaN	100940.616667	0
2021.12.11 00:44:00	1009.380667	0	60	60	1	1009.260000	1009.500000	0.004271	NaN	NaN	100938.066667	9
2021.12.11 00:45:00	1009.369333	0	60	60	1	1009.250000	1009.480000	0.003898	NaN	NaN	100936.933333	9
2021.12.11 00:46:00	1009.377833	0	60	60	1	1009.230000	1009.480000	0.004068	NaN	NaN	100937.783333	9
2021.12.11 00:47:00	1009.389167	0	60	60	1	1009.250000	1009.500000	0.003591	NaN	NaN	100938.916667	9
2021.12.11 00:48:00	1009.405000	0	60	60	1	1009.290000	1009.510000	0.003781	NaN	NaN	100940.500000	9
2021.12.11 00:49:00	1009.386833	0	60	60	1	1009.260000	1009.500000	0.003520	NaN	NaN	100938.683333	9
2021.12.11 00:50:00	1009.341167	0	60	60	1	1009.210000	1009.440000	0.004268	NaN	NaN	100934.116667	0
2021.12.11 00:51:00	1009.306167	0	60	60	1	1009.180000	1009.410000	0.003387	NaN	NaN	100930.616667	0
2021.12.11 00:52:00	1009.268000	0	60	60	1	1009.170000	1009.370000	0.003694	NaN	NaN	100926.800000	9
2021.12.11 00:53:00	1009.274000	0	60	60	1	1009.170000	1009.390000	0.003902	NaN	NaN	100927.400000	0
2021.12.11 00:54:00	1009.311000	0	60	60	1	1009.170000	1009.410000	0.005182	NaN	NaN	100931.100000	0
2021.12.11 00:55:00	1009.325667	0	60	60	1	1009.210000	1009.440000	0.004255	NaN	NaN	100932.566667	0
2021.12.11 00:56:00	1009.370167	0	60	60	1	1009.230000	1009.480000	0.003914	NaN	NaN	100937.016667	0
2021.12.11 00:57:00	1009.406167	0	60	60	1	1009.280000	1009.520000	0.003655	NaN	NaN	100940.616667	0
2021.12.11 00:58:00	1009.446667	0	60	60	1	1009.330000	1009.550000	0.003158	NaN	NaN	100944.666667	9
2021.12.11 00:59:00	1009.417333	0	60	60	1	1009.300000	1009.510000	0.003128	NaN	NaN	100941.733333	9
2021.12.11 01:00:00	1009.374667	0	60	60	1	1009.260000	1009.480000	0.003527	NaN	NaN	100937.466667	9
2021.12.11 01:01:00	1009.331333	0	60	60	1	1009.170000	1009.450000	0.004771	NaN	NaN	100933.133333	0
2021.12.11 01:02:00	1009.301833	0	60	60	1	1009.170000	1009.410000	0.003832	NaN	NaN	100930.183333	9
2021.12.11 01:03:00	1009.326000	0	60	60	1	1009.210000	1009.470000	0.004424	NaN	NaN	100932.600000	0
2021.12.11 01:04:00	1009.396333	0	60	60	1	1009.280000	1009.500000	0.003834	NaN	NaN	100939.633333	9
2021.12.11 01:05:00	1009.435500	0	60	60	1	1009.300000	1009.550000	0.003686	NaN	NaN	100943.550000	0
2021.12.11 01:06:00	1009.432500	0	60	60	1	1009.290000	1009.540000	0.003809	NaN	NaN	100943.250000	0
2021.12.11 01:07:00	1009.367541	0	61	61	1	1009.260000	1009.470000	0.003719	NaN	NaN	100936.754098	9
2021.12.11 01:08:00	1009.341356	0	59	59	1	1009.230000	1009.450000	0.004033	NaN	NaN	100934.135593	0
2021.12.11 01:09:00	1009.338525	0	61	61	1	1009.220000	1009.440000	0.003299	NaN	NaN	100933.852459	0
2021.12.11 01:10:00	1009.316271	0	59	59	1	1009.190000	1009.410000	0.003434	NaN	NaN	100931.627119	0
2021.12.11 01:11:00	1009.329016	0	61	61	1	1009.220000	1009.430000	0.003736	NaN	NaN	100932.901639	0
2021.12.11 01:12:00	1009.311864	0	59	59	1	1009.190000	1009.430000	0.003802	NaN	NaN	100931.186441	9
2021.12.11 01:13:00	1009.293115	0	61	61	1	1009.170000	1009.400000	0.003848	NaN	NaN	100929.311475	9
2021.12.11 01:14:00	1009.295085	0	59	59	1	1009.170000	1009.400000	0.004422	NaN	NaN	100929.508475	0
2021.12.11 01:15:00	1009.267000	0	60	60	1	1009.150000	1009.370000	0.003981	NaN	NaN	100926.700000	9
2021.12.11 01:16:00	1009.262000	0	60	60	1	1009.120000	1009.360000	0.003952	NaN	NaN	100926.200000	0
2021.12.11 01:17:00	1009.265082	0	61	61	1	1009.140000	1009.370000	0.003819	NaN	NaN	100926.508197	9
2021.12.11 01:18:00	1009.264746	0	59	59	1	1009.140000	1009.370000	0.004325	NaN	NaN	100926.474576	0
2021.12.11 01:19:00	1009.264667	0	60	60	1	1009.140000	1009.390000	0.003551	NaN	NaN	100926.466667	9
2021.12.11 01:20:00	1009.257833	0	60	60	1	1009.140000	1009.370000	0.004234	NaN	NaN	100925.783333	0
2021.12.11 01:21:00	1009.263167	0	60	60	1	1009.170000	1009.390000	0.004344	NaN	NaN	100926.316667	9
2021.12.11 01:22:00	1009.260167	0	60	60	1	1009.140000	1009.370000	0.003520	NaN	NaN	100926.016667	0
2021.12.11 01:23:00	1009.235667	0	60	60	1	1009.110000	1009.360000	0.004113	NaN	NaN	100923.566667	9
