$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.08 00:00:07
$Filename; CO2FT_A_H_Gas_20211208.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; H_Gas, %RH; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, %RH; Float
$8; Maximum; %RH; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	H_Gas	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
2021.12.08 00:32:00	22.084833	0	60	60	1	22.047000	22.153000	0.000146	NaN	NaN	22084.833333	0
2021.12.08 00:33:00	22.100217	0	60	59	1	22.080000	22.154000	0.000688	NaN	NaN	22100.216667	0
2021.12.08 00:34:00	22.103000	0	61	60	1	22.046000	22.153000	0.000917	NaN	NaN	22103.000000	0
2021.12.08 00:35:00	22.137033	0	60	59	1	22.081000	22.152000	0.000557	NaN	NaN	22137.033333	9
2021.12.08 00:36:00	22.143356	0	59	59	1	22.081000	22.152000	0.000293	NaN	NaN	22143.355932	9
2021.12.08 00:37:00	22.149883	0	60	60	1	22.081000	22.186000	0.000103	NaN	NaN	22149.883333	0
2021.12.08 00:38:00	22.155311	0	61	61	1	22.079000	22.221000	0.000572	NaN	NaN	22155.311475	0
2021.12.08 00:39:00	22.169407	0	59	59	1	22.149000	22.221000	0.000605	NaN	NaN	22169.406780	9
2021.12.08 00:40:00	22.148667	0	60	61	1	22.078000	22.220000	0.000529	NaN	NaN	22148.666667	9
2021.12.08 00:41:00	22.143867	0	60	60	1	22.079000	22.150000	0.000202	NaN	NaN	22143.866667	9
2021.12.08 00:42:00	22.139783	0	60	59	1	22.078000	22.182000	0.000365	NaN	NaN	22139.783333	0
2021.12.08 00:43:00	22.138934	0	61	61	1	22.077000	22.218000	0.000695	NaN	NaN	22138.934426	9
2021.12.08 00:44:00	22.131441	0	59	59	1	22.077000	22.149000	0.000700	NaN	NaN	22131.440678	0
2021.12.08 00:45:00	22.118098	0	61	61	1	22.076000	22.149000	0.000991	NaN	NaN	22118.098361	9
2021.12.08 00:46:00	22.123220	0	59	60	1	22.075000	22.148000	0.000740	NaN	NaN	22123.220339	9
2021.12.08 00:47:00	22.122250	0	60	61	1	22.076000	22.148000	0.000856	NaN	NaN	22122.250000	9
2021.12.08 00:48:00	22.108000	0	60	60	1	22.075000	22.148000	0.000781	NaN	NaN	22108.000000	0
2021.12.08 00:49:00	22.128377	0	61	60	1	22.075000	22.147000	0.000689	NaN	NaN	22128.377049	0
2021.12.08 00:50:00	22.144424	0	59	59	1	22.075000	22.217000	0.000449	NaN	NaN	22144.423729	0
2021.12.08 00:51:00	22.151200	0	60	60	1	22.111000	22.216000	0.000243	NaN	NaN	22151.200000	9
2021.12.08 00:52:00	22.149600	0	60	60	1	22.110000	22.216000	0.000344	NaN	NaN	22149.600000	0
2021.12.08 00:53:00	22.148950	0	60	59	1	22.144000	22.217000	0.000206	NaN	NaN	22148.950000	0
2021.12.08 00:54:00	22.176833	0	60	60	1	22.143000	22.217000	0.001005	NaN	NaN	22176.833333	0
2021.12.08 00:55:00	22.149217	0	60	60	1	22.110000	22.216000	0.000340	NaN	NaN	22149.216667	9
2021.12.08 00:56:00	22.146600	0	60	60	1	22.143000	22.181000	0.000061	NaN	NaN	22146.600000	9
2021.12.08 00:57:00	22.149900	0	60	60	1	22.109000	22.216000	0.000379	NaN	NaN	22149.900000	9
2021.12.08 00:58:00	22.142426	0	61	60	1	22.074000	22.214000	0.000345	NaN	NaN	22142.426230	9
2021.12.08 00:59:00	22.149700	0	60	59	1	22.109000	22.214000	0.000379	NaN	NaN	22149.700000	0
2021.12.08 01:00:00	22.166117	0	60	60	1	22.143000	22.215000	0.000839	NaN	NaN	22166.116667	0
2021.12.08 01:01:00	22.177383	0	60	60	1	22.142000	22.214000	0.000885	NaN	NaN	22177.383333	9
2021.12.08 01:02:00	22.179559	0	59	59	1	22.142000	22.215000	0.001064	NaN	NaN	22179.559322	9
2021.12.08 01:03:00	22.189377	0	61	60	1	22.141000	22.215000	0.000817	NaN	NaN	22189.377049	0
2021.12.08 01:04:00	22.187450	0	60	59	1	22.142000	22.214000	0.000954	NaN	NaN	22187.450000	0
2021.12.08 01:05:00	22.191966	0	59	58	1	22.141000	22.215000	0.000930	NaN	NaN	22191.966102	9
2021.12.08 01:06:00	22.189672	0	61	61	1	22.142000	22.214000	0.000689	NaN	NaN	22189.672131	0
2021.12.08 01:07:00	22.193136	0	59	60	1	22.143000	22.214000	0.000679	NaN	NaN	22193.135593	9
2021.12.08 01:08:00	22.203067	0	60	60	1	22.142000	22.214000	0.000408	NaN	NaN	22203.066667	0
2021.12.08 01:09:00	22.207213	0	61	61	1	22.142000	22.283000	0.000440	NaN	NaN	22207.213115	0
2021.12.08 01:10:00	22.207117	0	60	60	1	22.142000	22.282000	0.000448	NaN	NaN	22207.116667	0
2021.12.08 01:11:00	22.210864	0	59	59	1	22.142000	22.248000	0.000173	NaN	NaN	22210.864407	0
2021.12.08 01:12:00	22.209033	0	60	60	1	22.142000	22.248000	0.000180	NaN	NaN	22209.033333	0
2021.12.08 01:13:00	22.214508	0	61	60	1	22.177000	22.282000	0.000255	NaN	NaN	22214.508197	0
2021.12.08 01:14:00	22.217458	0	59	58	1	22.177000	22.283000	0.000307	NaN	NaN	22217.457627	9
2021.12.08 01:15:00	22.225213	0	61	61	1	22.210000	22.283000	0.000752	NaN	NaN	22225.213115	0
2021.12.08 01:16:00	22.216433	0	60	60	1	22.175000	22.282000	0.000372	NaN	NaN	22216.433333	9
2021.12.08 01:17:00	22.226475	0	59	60	1	22.209000	22.282000	0.000646	NaN	NaN	22226.474576	0
2021.12.08 01:18:00	22.233525	0	61	61	1	22.209000	22.281000	0.000810	NaN	NaN	22233.524590	9
2021.12.08 01:19:00	22.261367	0	60	61	1	22.210000	22.315000	0.000850	NaN	NaN	22261.366667	0
2021.12.08 01:20:00	22.257050	0	60	59	1	22.209000	22.282000	0.000870	NaN	NaN	22257.050000	9
2021.12.08 01:21:00	22.279932	0	59	58	1	22.209000	22.317000	0.000196	NaN	NaN	22279.932203	0
2021.12.08 01:22:00	22.330917	0	60	60	1	22.280000	22.421000	0.001019	NaN	NaN	22330.916667	0
2021.12.08 01:23:00	22.385803	0	61	62	1	22.279000	22.422000	0.001412	NaN	NaN	22385.803279	9
2021.12.08 01:24:00	22.440583	0	60	59	1	22.386000	22.492000	0.001012	NaN	NaN	22440.583333	0
2021.12.08 01:25:00	22.502661	0	59	58	1	22.421000	22.562000	0.000990	NaN	NaN	22502.661017	0
2021.12.08 01:26:00	22.561902	0	61	61	1	22.491000	22.631000	0.000560	NaN	NaN	22561.901639	9
2021.12.08 01:27:00	22.597433	0	60	60	1	22.527000	22.633000	0.001026	NaN	NaN	22597.433333	0
2021.12.08 01:28:00	22.634517	0	60	60	1	22.596000	22.704000	0.000336	NaN	NaN	22634.516667	0
2021.12.08 01:29:00	22.646450	0	60	60	1	22.631000	22.704000	0.000592	NaN	NaN	22646.450000	9
2021.12.08 01:30:00	22.641068	0	59	59	1	22.562000	22.703000	0.000618	NaN	NaN	22641.067797	0
2021.12.08 01:31:00	22.604867	0	60	59	1	22.561000	22.634000	0.000952	NaN	NaN	22604.866667	9
2021.12.08 01:32:00	22.565500	0	60	60	1	22.492000	22.633000	0.000739	NaN	NaN	22565.500000	0
2021.12.08 01:33:00	22.528217	0	60	60	1	22.492000	22.563000	0.001156	NaN	NaN	22528.216667	9
2021.12.08 01:34:00	22.499410	0	61	61	1	22.490000	22.562000	0.000329	NaN	NaN	22499.409836	9
2021.12.08 01:35:00	22.538831	0	59	59	1	22.491000	22.598000	0.000836	NaN	NaN	22538.830508	0
2021.12.08 01:36:00	22.523450	0	60	60	1	22.491000	22.563000	0.000943	NaN	NaN	22523.450000	9
2021.12.08 01:37:00	22.532344	0	61	61	1	22.490000	22.563000	0.000946	NaN	NaN	22532.344262	9
2021.12.08 01:38:00	22.521317	0	60	59	1	22.490000	22.563000	0.000868	NaN	NaN	22521.316667	0
2021.12.08 01:39:00	22.529283	0	60	59	1	22.491000	22.563000	0.000941	NaN	NaN	22529.283333	0
2021.12.08 01:40:00	22.534583	0	60	60	1	22.491000	22.563000	0.000912	NaN	NaN	22534.583333	9
2021.12.08 01:41:00	22.519390	0	59	59	1	22.490000	22.563000	0.000810	NaN	NaN	22519.389831	9
2021.12.08 01:42:00	22.511836	0	61	61	1	22.491000	22.563000	0.000830	NaN	NaN	22511.836066	9
2021.12.08 01:43:00	22.492847	0	59	59	1	22.457000	22.563000	0.000151	NaN	NaN	22492.847458	9
2021.12.08 01:44:00	22.516583	0	60	59	1	22.490000	22.563000	0.000801	NaN	NaN	22516.583333	0
2021.12.08 01:45:00	22.543984	0	61	61	1	22.491000	22.564000	0.000561	NaN	NaN	22543.983607	0
2021.12.08 01:46:00	22.568983	0	59	59	1	22.492000	22.633000	0.000617	NaN	NaN	22568.983051	9
2021.12.08 01:47:00	22.577067	0	60	60	1	22.527000	22.633000	0.000595	NaN	NaN	22577.066667	0
2021.12.08 01:48:00	22.572867	0	60	60	1	22.527000	22.633000	0.000520	NaN	NaN	22572.866667	0
2021.12.08 01:49:00	22.563328	0	61	61	1	22.492000	22.632000	0.000329	NaN	NaN	22563.327869	0
2021.12.08 01:50:00	22.566433	0	60	60	1	22.492000	22.633000	0.000339	NaN	NaN	22566.433333	0
2021.12.08 01:51:00	22.571050	0	60	60	1	22.561000	22.633000	0.000403	NaN	NaN	22571.050000	0
2021.12.08 01:52:00	22.531317	0	60	59	1	22.491000	22.597000	0.001274	NaN	NaN	22531.316667	0
2021.12.08 01:53:00	22.524763	0	59	59	1	22.492000	22.564000	0.000950	NaN	NaN	22524.762712	9
2021.12.08 01:54:00	22.523836	0	61	61	1	22.490000	22.564000	0.000890	NaN	NaN	22523.836066	0
2021.12.08 01:55:00	22.541068	0	59	59	1	22.492000	22.564000	0.000970	NaN	NaN	22541.067797	9
2021.12.08 01:56:00	22.551918	0	61	61	1	22.491000	22.564000	0.000504	NaN	NaN	22551.918033	0
2021.12.08 01:57:00	22.555458	0	59	60	1	22.492000	22.632000	0.000452	NaN	NaN	22555.457627	0
2021.12.08 01:58:00	22.590836	0	61	62	1	22.562000	22.634000	0.000861	NaN	NaN	22590.836066	9
2021.12.08 01:59:00	22.581763	0	59	58	1	22.562000	22.634000	0.000732	NaN	NaN	22581.762712	0
2021.12.08 02:00:00	22.587200	0	60	60	1	22.561000	22.634000	0.001017	NaN	NaN	22587.200000	0
2021.12.08 02:01:00	22.568867	0	60	60	1	22.527000	22.633000	0.000357	NaN	NaN	22568.866667	0
2021.12.08 02:02:00	22.563200	0	60	60	1	22.492000	22.632000	0.000246	NaN	NaN	22563.200000	0
2021.12.08 02:03:00	22.554983	0	60	59	1	22.492000	22.564000	0.000378	NaN	NaN	22554.983333	0
2021.12.08 02:04:00	22.610800	0	60	60	1	22.562000	22.635000	0.000887	NaN	NaN	22610.800000	9
2021.12.08 02:05:00	22.644000	0	61	61	1	22.598000	22.704000	0.000568	NaN	NaN	22644.000000	0
2021.12.08 02:06:00	22.670576	0	59	60	1	22.633000	22.704000	0.000969	NaN	NaN	22670.576271	9
2021.12.08 02:07:00	22.657918	0	61	61	1	22.631000	22.705000	0.000954	NaN	NaN	22657.918033	9
2021.12.08 02:08:00	22.611153	0	59	59	1	22.562000	22.670000	0.001030	NaN	NaN	22611.152542	0
2021.12.08 02:09:00	22.572383	0	60	59	1	22.529000	22.634000	0.000456	NaN	NaN	22572.383333	9
2021.12.08 02:10:00	22.555917	0	60	60	1	22.492000	22.599000	0.000495	NaN	NaN	22555.916667	0
2021.12.08 02:11:00	22.513433	0	60	60	1	22.492000	22.564000	0.000673	NaN	NaN	22513.433333	0
2021.12.08 02:12:00	22.521574	0	61	61	1	22.491000	22.564000	0.000959	NaN	NaN	22521.573770	0
2021.12.08 02:13:00	22.530567	0	60	60	1	22.491000	22.564000	0.000893	NaN	NaN	22530.566667	0
2021.12.08 02:14:00	22.535271	0	59	60	1	22.492000	22.564000	0.000887	NaN	NaN	22535.271186	0
2021.12.08 02:15:00	22.530672	0	61	61	1	22.492000	22.633000	0.001194	NaN	NaN	22530.672131	0
2021.12.08 02:16:00	22.620220	0	59	59	1	22.562000	22.705000	0.002128	NaN	NaN	22620.220339	0
2021.12.08 02:17:00	22.746213	0	61	60	1	22.668000	22.809000	0.001151	NaN	NaN	22746.213115	0
2021.12.08 02:18:00	22.793117	0	60	59	1	22.739000	22.845000	0.000766	NaN	NaN	22793.116667	0
2021.12.08 02:19:00	22.724417	0	60	60	1	22.702000	22.775000	0.000930	NaN	NaN	22724.416667	9
2021.12.08 02:20:00	22.713458	0	59	59	1	22.702000	22.775000	0.000453	NaN	NaN	22713.457627	9
2021.12.08 02:21:00	22.778300	0	60	60	1	22.738000	22.844000	0.000434	NaN	NaN	22778.300000	0
2021.12.08 02:22:00	22.815475	0	61	61	1	22.772000	22.846000	0.000935	NaN	NaN	22815.475410	9
2021.12.08 02:23:00	22.806847	0	59	59	1	22.773000	22.846000	0.001014	NaN	NaN	22806.847458	0
2021.12.08 02:24:00	22.773066	0	61	60	1	22.704000	22.811000	0.000247	NaN	NaN	22773.065574	0
2021.12.08 02:25:00	22.723237	0	59	59	1	22.633000	22.845000	0.001714	NaN	NaN	22723.237288	9
2021.12.08 02:26:00	22.669250	0	60	60	1	22.633000	22.739000	0.001025	NaN	NaN	22669.250000	9
2021.12.08 02:27:00	22.690467	0	60	60	1	22.633000	22.740000	0.000760	NaN	NaN	22690.466667	9
2021.12.08 02:28:00	22.635750	0	60	60	1	22.563000	22.704000	0.001392	NaN	NaN	22635.750000	0
2021.12.08 02:29:00	22.443541	0	61	61	1	22.352000	22.564000	0.003426	NaN	NaN	22443.540984	0
2021.12.08 02:30:00	22.477068	0	59	60	1	22.354000	22.565000	0.002312	NaN	NaN	22477.067797	9
2021.12.08 02:31:00	22.575000	0	60	59	1	22.562000	22.635000	0.000531	NaN	NaN	22575.000000	9
2021.12.08 02:32:00	22.559733	0	60	59	1	22.494000	22.598000	0.000292	NaN	NaN	22559.733333	9
2021.12.08 02:33:00	22.533279	0	61	61	1	22.493000	22.565000	0.000884	NaN	NaN	22533.278689	9
2021.12.08 02:34:00	22.522305	0	59	59	1	22.493000	22.564000	0.000858	NaN	NaN	22522.305085	9
2021.12.08 02:35:00	22.511183	0	60	61	1	22.492000	22.564000	0.000689	NaN	NaN	22511.183333	0
2021.12.08 02:36:00	22.496583	0	60	59	1	22.458000	22.564000	0.000270	NaN	NaN	22496.583333	0
2021.12.08 02:37:00	22.521800	0	60	59	1	22.493000	22.565000	0.000949	NaN	NaN	22521.800000	9
2021.12.08 02:38:00	22.513557	0	61	61	1	22.492000	22.566000	0.000760	NaN	NaN	22513.557377	0
2021.12.08 02:39:00	22.550900	0	60	60	1	22.492000	22.634000	0.000805	NaN	NaN	22550.900000	9
2021.12.08 02:40:00	22.563667	0	60	60	1	22.528000	22.635000	0.000192	NaN	NaN	22563.666667	0
2021.12.08 02:41:00	22.550567	0	60	60	1	22.493000	22.634000	0.000796	NaN	NaN	22550.566667	9
2021.12.08 02:42:00	22.576583	0	60	61	1	22.563000	22.636000	0.000584	NaN	NaN	22576.583333	0
2021.12.08 02:43:00	22.619237	0	59	58	1	22.563000	22.635000	0.000775	NaN	NaN	22619.237288	9
2021.12.08 02:44:00	22.642459	0	61	61	1	22.633000	22.705000	0.000389	NaN	NaN	22642.459016	0
2021.12.08 02:45:00	22.646220	0	59	59	1	22.633000	22.705000	0.000487	NaN	NaN	22646.220339	0
2021.12.08 02:46:00	22.626344	0	61	61	1	22.564000	22.669000	0.000460	NaN	NaN	22626.344262	0
2021.12.08 02:47:00	22.679017	0	59	59	1	22.633000	22.705000	0.000794	NaN	NaN	22679.016949	0
2021.12.08 02:48:00	22.625410	0	61	61	1	22.494000	22.706000	0.004211	NaN	NaN	22625.409836	9
2021.12.08 02:49:00	22.491542	0	59	58	1	22.424000	22.565000	0.000640	NaN	NaN	22491.542373	0
2021.12.08 02:50:00	22.488590	0	61	61	1	22.423000	22.564000	0.000365	NaN	NaN	22488.590164	0
2021.12.08 02:51:00	22.496136	0	59	59	1	22.424000	22.563000	0.000282	NaN	NaN	22496.135593	9
2021.12.08 02:52:00	22.503983	0	60	60	1	22.458000	22.565000	0.000466	NaN	NaN	22503.983333	0
2021.12.08 02:53:00	22.512902	0	61	61	1	22.458000	22.565000	0.000763	NaN	NaN	22512.901639	0
2021.12.08 02:54:00	22.494881	0	59	59	1	22.424000	22.564000	0.000340	NaN	NaN	22494.881356	0
2021.12.08 02:55:00	22.549850	0	60	59	1	22.493000	22.633000	0.001051	NaN	NaN	22549.850000	9
2021.12.08 02:56:00	22.578383	0	60	60	1	22.563000	22.635000	0.000647	NaN	NaN	22578.383333	9
2021.12.08 02:57:00	22.575167	0	60	61	1	22.529000	22.635000	0.000648	NaN	NaN	22575.166667	9
2021.12.08 02:58:00	22.582183	0	60	60	1	22.562000	22.636000	0.000750	NaN	NaN	22582.183333	0
2021.12.08 02:59:00	22.617803	0	61	60	1	22.564000	22.669000	0.000767	NaN	NaN	22617.803279	0
2021.12.08 03:00:00	22.558508	0	59	59	1	22.494000	22.636000	0.001749	NaN	NaN	22558.508475	9
2021.12.08 03:01:00	22.495583	0	60	60	1	22.423000	22.564000	0.000270	NaN	NaN	22495.583333	0
2021.12.08 03:02:00	22.499328	0	61	61	1	22.424000	22.565000	0.000644	NaN	NaN	22499.327869	9
2021.12.08 03:03:00	22.518898	0	59	59	1	22.459000	22.566000	0.001064	NaN	NaN	22518.898305	0
2021.12.08 03:04:00	22.492600	0	60	60	1	22.458000	22.529000	0.000203	NaN	NaN	22492.600000	0
2021.12.08 03:05:00	22.482295	0	61	62	1	22.423000	22.495000	0.000523	NaN	NaN	22482.295082	9
2021.12.08 03:06:00	22.490203	0	59	58	1	22.422000	22.565000	0.000843	NaN	NaN	22490.203390	0
2021.12.08 03:07:00	22.375100	0	60	60	1	22.282000	22.495000	0.003451	NaN	NaN	22375.100000	0
2021.12.08 03:08:00	22.483233	0	60	60	1	22.352000	22.635000	0.005735	NaN	NaN	22483.233333	0
2021.12.08 03:09:00	22.616279	0	61	61	1	22.563000	22.637000	0.000817	NaN	NaN	22616.278689	9
2021.12.08 03:10:00	22.638117	0	60	60	1	22.599000	22.705000	0.000240	NaN	NaN	22638.116667	0
2021.12.08 03:11:00	22.641133	0	60	61	1	22.598000	22.705000	0.000404	NaN	NaN	22641.133333	0
2021.12.08 03:12:00	22.641183	0	60	59	1	22.565000	22.705000	0.000521	NaN	NaN	22641.183333	9
2021.12.08 03:13:00	22.647271	0	59	58	1	22.600000	22.705000	0.000592	NaN	NaN	22647.271186	0
2021.12.08 03:14:00	22.678000	0	60	60	1	22.633000	22.707000	0.000936	NaN	NaN	22678.000000	9
2021.12.08 03:15:00	22.685433	0	60	60	1	22.635000	22.706000	0.000512	NaN	NaN	22685.433333	0
2021.12.08 03:16:00	22.704233	0	60	60	1	22.636000	22.776000	0.000278	NaN	NaN	22704.233333	9
2021.12.08 03:17:00	22.708400	0	60	61	1	22.704000	22.776000	0.000197	NaN	NaN	22708.400000	9
2021.12.08 03:18:00	22.699869	0	61	61	1	22.635000	22.776000	0.000608	NaN	NaN	22699.868852	0
2021.12.08 03:19:00	22.700433	0	60	60	1	22.635000	22.740000	0.000270	NaN	NaN	22700.433333	0
2021.12.08 03:20:00	22.706424	0	59	59	1	22.635000	22.776000	0.000423	NaN	NaN	22706.423729	9
2021.12.08 03:21:00	22.689295	0	61	61	1	22.634000	22.706000	0.000597	NaN	NaN	22689.295082	9
2021.12.08 03:22:00	22.671746	0	59	59	1	22.634000	22.706000	0.000873	NaN	NaN	22671.745763	9
2021.12.08 03:23:00	22.682750	0	60	60	1	22.634000	22.706000	0.000865	NaN	NaN	22682.750000	9
2021.12.08 03:24:00	22.648133	0	60	59	1	22.633000	22.706000	0.000666	NaN	NaN	22648.133333	0
2021.12.08 03:25:00	22.628250	0	60	60	1	22.564000	22.637000	0.000310	NaN	NaN	22628.250000	0
2021.12.08 03:26:00	22.630803	0	61	61	1	22.600000	22.670000	0.000202	NaN	NaN	22630.803279	9
2021.12.08 03:27:00	22.636583	0	60	60	1	22.565000	22.705000	0.000348	NaN	NaN	22636.583333	9
2021.12.08 03:28:00	22.641915	0	59	59	1	22.599000	22.706000	0.000453	NaN	NaN	22641.915254	9
2021.12.08 03:29:00	22.654049	0	61	61	1	22.601000	22.741000	0.001087	NaN	NaN	22654.049180	9
2021.12.08 03:30:00	22.659407	0	59	60	1	22.633000	22.706000	0.000893	NaN	NaN	22659.406780	0
