$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.17 00:00:08
$Filename; CO2FT_A_T_Control_20211217.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Control, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Control	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.17 00:00:00	49.999817	0	60	60	1	49.981000	50.012000	0.000051	NaN	NaN	49999.816667	0
2021.12.17 00:01:00	49.998079	0	38	60	1	49.950000	50.017000	0.000120	NaN	NaN	49998.078947	9
2021.12.17 00:02:00	50.000850	0	60	60	1	49.972000	50.018000	0.000069	NaN	NaN	50000.850000	0
2021.12.17 00:03:00	50.002745	16384	51	60	1	49.983000	50.013000	0.000050	NaN	NaN	50002.745098	1
2021.12.17 00:04:00	50.001783	16384	60	60	1	49.976000	50.020000	0.000062	NaN	NaN	50001.783333	1
2021.12.17 00:05:00	50.001717	16384	60	60	1	49.979000	50.017000	0.000062	NaN	NaN	50001.716667	1
2021.12.17 00:06:00	50.000933	16384	60	60	1	49.978000	50.022000	0.000059	NaN	NaN	50000.933333	1
2021.12.17 00:07:00	49.998533	16384	60	60	1	49.975000	50.020000	0.000076	NaN	NaN	49998.533333	1
2021.12.17 00:08:00	50.000500	16384	60	60	1	49.976000	50.012000	0.000042	NaN	NaN	50000.500000	9
2021.12.17 00:09:00	49.997750	16384	60	60	1	49.985000	50.012000	0.000032	NaN	NaN	49997.750000	1
2021.12.17 00:10:00	50.000733	16384	60	60	1	49.981000	50.012000	0.000051	NaN	NaN	50000.733333	1
2021.12.17 00:11:00	49.999483	16384	60	60	1	49.981000	50.015000	0.000054	NaN	NaN	49999.483333	1
2021.12.17 00:12:00	49.998033	16384	60	60	1	49.961000	50.018000	0.000105	NaN	NaN	49998.033333	1
2021.12.17 00:13:00	50.000400	16384	60	60	1	49.979000	50.020000	0.000066	NaN	NaN	50000.400000	9
2021.12.17 00:14:00	50.000217	16384	60	60	1	49.983000	50.012000	0.000041	NaN	NaN	50000.216667	9
2021.12.17 00:15:00	49.998850	16384	60	60	1	49.949000	50.021000	0.000146	NaN	NaN	49998.850000	1
2021.12.17 00:16:00	50.000250	16384	60	60	1	49.982000	50.021000	0.000064	NaN	NaN	50000.250000	1
2021.12.17 00:17:00	50.000500	16384	60	60	1	49.977000	50.020000	0.000072	NaN	NaN	50000.500000	9
2021.12.17 00:18:00	49.999467	16384	60	60	1	49.971000	50.018000	0.000081	NaN	NaN	49999.466667	9
2021.12.17 00:19:00	50.000133	0	60	60	1	49.985000	50.016000	0.000057	NaN	NaN	50000.133333	0
2021.12.17 00:20:00	50.000050	0	60	60	1	49.987000	50.019000	0.000044	NaN	NaN	50000.050000	9
2021.12.17 00:21:00	50.000617	0	60	60	1	49.974000	50.030000	0.000068	NaN	NaN	50000.616667	0
2021.12.17 00:22:00	49.998550	0	60	60	1	49.982000	50.015000	0.000047	NaN	NaN	49998.550000	0
2021.12.17 00:23:00	49.999367	0	60	60	1	49.978000	50.017000	0.000049	NaN	NaN	49999.366667	0
2021.12.17 00:24:00	50.000617	0	60	60	1	49.982000	50.018000	0.000046	NaN	NaN	50000.616667	9
2021.12.17 00:25:00	49.999500	0	60	60	1	49.982000	50.013000	0.000038	NaN	NaN	49999.500000	0
2021.12.17 00:26:00	49.999533	0	60	60	1	49.985000	50.015000	0.000044	NaN	NaN	49999.533333	9
2021.12.17 00:27:00	50.000133	0	60	60	1	49.983000	50.011000	0.000033	NaN	NaN	50000.133333	0
2021.12.17 00:28:00	50.000350	0	60	60	1	49.970000	50.015000	0.000055	NaN	NaN	50000.350000	0
2021.12.17 00:29:00	50.000300	0	60	60	1	49.978000	50.013000	0.000048	NaN	NaN	50000.300000	0
2021.12.17 00:30:00	50.000000	0	60	60	1	49.986000	50.017000	0.000048	NaN	NaN	50000.000000	0
2021.12.17 00:31:00	49.999817	0	60	60	1	49.968000	50.017000	0.000063	NaN	NaN	49999.816667	9
2021.12.17 00:32:00	49.999367	0	60	60	1	49.973000	50.013000	0.000053	NaN	NaN	49999.366667	9
2021.12.17 00:33:00	49.999217	0	60	60	1	49.957000	50.011000	0.000074	NaN	NaN	49999.216667	0
2021.12.17 00:34:00	49.999067	0	60	60	1	49.971000	50.022000	0.000075	NaN	NaN	49999.066667	9
2021.12.17 00:35:00	49.999517	0	60	60	1	49.975000	50.018000	0.000073	NaN	NaN	49999.516667	0
2021.12.17 00:36:00	49.999733	0	60	60	1	49.978000	50.021000	0.000062	NaN	NaN	49999.733333	0
2021.12.17 00:37:00	49.999533	0	60	60	1	49.981000	50.014000	0.000044	NaN	NaN	49999.533333	9
2021.12.17 00:38:00	50.001000	0	60	60	1	49.980000	50.014000	0.000044	NaN	NaN	50001.000000	9
2021.12.17 00:39:00	49.999617	0	60	60	1	49.985000	50.013000	0.000052	NaN	NaN	49999.616667	0
2021.12.17 00:40:00	50.000100	0	60	60	1	49.977000	50.014000	0.000047	NaN	NaN	50000.100000	0
2021.12.17 00:41:00	50.001700	0	60	60	1	49.968000	50.012000	0.000051	NaN	NaN	50001.700000	0
