$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.08 00:00:07
$Filename; CO2FT_A_T_Control_20211208.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Control, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Control	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.08 00:00:00	49.999467	0	60	59	1	49.967000	50.012000	0.000066	NaN	NaN	49999.466667	0
2021.12.08 00:01:00	49.998622	0	37	60	1	49.983000	50.014000	0.000053	NaN	NaN	49998.621622	9
2021.12.08 00:02:00	49.999633	0	60	60	1	49.986000	50.018000	0.000047	NaN	NaN	49999.633333	0
2021.12.08 00:03:00	50.004577	16384	52	61	1	49.980000	50.016000	0.000053	NaN	NaN	50004.576923	1
2021.12.08 00:04:00	50.001712	16384	59	59	1	49.981000	50.014000	0.000058	NaN	NaN	50001.711864	1
2021.12.08 00:05:00	50.001098	16384	61	61	1	49.982000	50.021000	0.000054	NaN	NaN	50001.098361	1
2021.12.08 00:06:00	50.000617	16384	60	60	1	49.986000	50.013000	0.000034	NaN	NaN	50000.616667	1
2021.12.08 00:07:00	49.999831	16384	59	59	1	49.986000	50.015000	0.000051	NaN	NaN	49999.830508	1
2021.12.08 00:08:00	49.998900	16384	60	60	1	49.980000	50.017000	0.000058	NaN	NaN	49998.900000	1
2021.12.08 00:09:00	50.000000	16384	61	61	1	49.985000	50.020000	0.000040	NaN	NaN	50000.000000	1
2021.12.08 00:10:00	49.999373	16384	59	59	1	49.985000	50.018000	0.000049	NaN	NaN	49999.372881	1
2021.12.08 00:11:00	49.997833	16384	60	60	1	49.980000	50.017000	0.000043	NaN	NaN	49997.833333	1
2021.12.08 00:12:00	49.999333	16384	60	61	1	49.968000	50.017000	0.000076	NaN	NaN	49999.333333	1
2021.12.08 00:13:00	49.999750	16384	60	60	1	49.977000	50.018000	0.000070	NaN	NaN	49999.750000	1
2021.12.08 00:14:00	49.999656	16384	61	60	1	49.979000	50.014000	0.000049	NaN	NaN	49999.655738	1
