$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.05 00:00:05
$Filename; CO2FT_A_T_Control_20211205.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Control, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Control	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.05 00:00:00	50.000733	128	60	60	1	49.976000	50.018000	0.000063	NaN	NaN	50000.733333	8388608
2021.12.05 00:01:00	49.997730	128	37	60	1	49.979000	50.014000	0.000054	NaN	NaN	49997.729730	8388617
2021.12.05 00:02:00	50.000746	128	59	59	1	49.986000	50.014000	0.000043	NaN	NaN	50000.745763	8388608
2021.12.05 00:03:00	50.003431	128	51	59	1	49.986000	50.020000	0.000051	NaN	NaN	50003.431373	8388617
2021.12.05 00:04:00	50.001131	16512	61	60	1	49.985000	50.014000	0.000038	NaN	NaN	50001.131148	8388609
2021.12.05 00:05:00	50.001100	16512	60	60	1	49.989000	50.017000	0.000041	NaN	NaN	50001.100000	8388617
2021.12.05 00:06:00	49.999567	16512	60	60	1	49.958000	50.017000	0.000073	NaN	NaN	49999.566667	8388609
2021.12.05 00:07:00	49.999650	16512	60	60	1	49.980000	50.017000	0.000059	NaN	NaN	49999.650000	8388609
2021.12.05 00:08:00	50.000441	16512	59	60	1	49.985000	50.017000	0.000045	NaN	NaN	50000.440678	8388617
2021.12.05 00:09:00	49.998820	16512	61	61	1	49.974000	50.012000	0.000052	NaN	NaN	49998.819672	8388617
2021.12.05 00:10:00	49.999966	16512	59	58	1	49.983000	50.019000	0.000051	NaN	NaN	49999.966102	8388617
2021.12.05 00:11:00	49.998393	16512	61	61	1	49.985000	50.012000	0.000046	NaN	NaN	49998.393443	8388617
2021.12.05 00:12:00	49.999712	16512	59	59	1	49.963000	50.014000	0.000074	NaN	NaN	49999.711864	8388609
2021.12.05 00:13:00	49.998705	16512	61	61	1	49.982000	50.013000	0.000046	NaN	NaN	49998.704918	8388617
2021.12.05 00:14:00	49.999650	16512	60	60	1	49.982000	50.017000	0.000047	NaN	NaN	49999.650000	8388617
2021.12.05 00:15:00	50.000117	16512	60	60	1	49.985000	50.018000	0.000052	NaN	NaN	50000.116667	8388609
2021.12.05 00:16:00	49.998083	16512	60	60	1	49.980000	50.012000	0.000042	NaN	NaN	49998.083333	8388609
2021.12.05 00:17:00	50.000661	16512	59	60	1	49.974000	50.015000	0.000050	NaN	NaN	50000.661017	8388609
2021.12.05 00:18:00	49.998885	16512	61	61	1	49.958000	50.016000	0.000068	NaN	NaN	49998.885246	8388617
2021.12.05 00:19:00	50.000600	128	60	61	1	49.986000	50.013000	0.000034	NaN	NaN	50000.600000	8388608
2021.12.05 00:20:00	50.000450	128	60	59	1	49.981000	50.018000	0.000049	NaN	NaN	50000.450000	8388608
2021.12.05 00:21:00	49.999525	128	59	58	1	49.970000	50.010000	0.000046	NaN	NaN	49999.525424	8388617
2021.12.05 00:22:00	49.999262	128	61	61	1	49.980000	50.011000	0.000047	NaN	NaN	49999.262295	8388617
2021.12.05 00:23:00	50.000339	128	59	59	1	49.979000	50.015000	0.000046	NaN	NaN	50000.338983	8388617
2021.12.05 00:24:00	50.000639	128	61	61	1	49.984000	50.018000	0.000041	NaN	NaN	50000.639344	8388608
2021.12.05 00:25:00	49.999915	128	59	60	1	49.978000	50.014000	0.000056	NaN	NaN	49999.915254	8388608
2021.12.05 00:26:00	50.000508	128	61	61	1	49.988000	50.014000	0.000036	NaN	NaN	50000.508197	8388608
2021.12.05 00:27:00	49.999650	128	60	61	1	49.961000	50.015000	0.000061	NaN	NaN	49999.650000	8388608
2021.12.05 00:28:00	50.001271	128	59	58	1	49.981000	50.025000	0.000059	NaN	NaN	50001.271186	8388608
2021.12.05 00:29:00	49.997820	128	61	61	1	49.969000	50.014000	0.000071	NaN	NaN	49997.819672	8388608
2021.12.05 00:30:00	49.999373	128	59	59	1	49.976000	50.015000	0.000067	NaN	NaN	49999.372881	8388608
2021.12.05 00:31:00	50.001533	128	60	60	1	49.962000	50.017000	0.000098	NaN	NaN	50001.533333	8388608
2021.12.05 00:32:00	49.999900	128	60	60	1	49.983000	50.014000	0.000037	NaN	NaN	49999.900000	8388617
2021.12.05 00:33:00	49.997377	128	61	61	1	49.983000	50.017000	0.000061	NaN	NaN	49997.377049	8388608
2021.12.05 00:34:00	49.999767	128	60	60	1	49.985000	50.022000	0.000062	NaN	NaN	49999.766667	8388608
2021.12.05 00:35:00	50.000683	128	60	60	1	49.963000	50.017000	0.000096	NaN	NaN	50000.683333	8388617
2021.12.05 00:36:00	49.999153	128	59	58	1	49.946000	50.010000	0.000090	NaN	NaN	49999.152542	8388617
2021.12.05 00:37:00	50.000984	128	61	61	1	49.981000	50.018000	0.000046	NaN	NaN	50000.983607	8388617
2021.12.05 00:38:00	50.000068	128	59	59	1	49.986000	50.013000	0.000038	NaN	NaN	50000.067797	8388608
2021.12.05 00:39:00	49.998738	128	61	61	1	49.975000	50.012000	0.000055	NaN	NaN	49998.737705	8388617
2021.12.05 00:40:00	50.000967	128	60	60	1	49.981000	50.016000	0.000055	NaN	NaN	50000.966667	8388608
2021.12.05 00:41:00	49.999627	128	59	60	1	49.983000	50.015000	0.000062	NaN	NaN	49999.627119	8388608
2021.12.05 00:42:00	50.000533	128	60	60	1	49.984000	50.016000	0.000055	NaN	NaN	50000.533333	8388608
2021.12.05 00:43:00	49.999300	128	60	59	1	49.970000	50.010000	0.000060	NaN	NaN	49999.300000	8388617
2021.12.05 00:44:00	49.999770	128	61	61	1	49.973000	50.015000	0.000054	NaN	NaN	49999.770492	8388608
2021.12.05 00:45:00	49.999683	128	60	59	1	49.960000	50.028000	0.000087	NaN	NaN	49999.683333	8388608
2021.12.05 00:46:00	49.999678	128	59	60	1	49.964000	50.016000	0.000075	NaN	NaN	49999.677966	8388617
2021.12.05 00:47:00	49.999333	128	60	60	1	49.978000	50.012000	0.000036	NaN	NaN	49999.333333	8388608
2021.12.05 00:48:00	49.999783	128	60	59	1	49.969000	50.020000	0.000088	NaN	NaN	49999.783333	8388608
2021.12.05 00:49:00	50.000967	128	61	61	1	49.962000	50.019000	0.000109	NaN	NaN	50000.967213	8388608
2021.12.05 00:50:00	49.999644	128	59	59	1	49.988000	50.016000	0.000034	NaN	NaN	49999.644068	8388608
2021.12.05 00:51:00	50.000683	128	60	61	1	49.966000	50.016000	0.000073	NaN	NaN	50000.683333	8388617
2021.12.05 00:52:00	50.000633	128	60	60	1	49.956000	50.022000	0.000087	NaN	NaN	50000.633333	8388617
2021.12.05 00:53:00	50.000951	128	61	60	1	49.989000	50.019000	0.000043	NaN	NaN	50000.950820	8388608
2021.12.05 00:54:00	49.999633	128	60	59	1	49.980000	50.012000	0.000051	NaN	NaN	49999.633333	8388617
2021.12.05 00:55:00	49.999533	128	60	59	1	49.970000	50.013000	0.000064	NaN	NaN	49999.533333	8388608
2021.12.05 00:56:00	50.001283	128	60	60	1	49.969000	50.014000	0.000056	NaN	NaN	50001.283333	8388608
2021.12.05 00:57:00	49.999593	128	59	60	1	49.985000	50.014000	0.000032	NaN	NaN	49999.593220	8388608
2021.12.05 00:58:00	50.000400	128	60	60	1	49.987000	50.012000	0.000043	NaN	NaN	50000.400000	8388608
2021.12.05 00:59:00	49.998033	128	60	61	1	49.976000	50.008000	0.000031	NaN	NaN	49998.033333	8388608
2021.12.05 01:00:00	50.000721	128	61	61	1	49.986000	50.017000	0.000041	NaN	NaN	50000.721311	8388608
2021.12.05 01:01:00	49.999881	128	59	58	1	49.974000	50.016000	0.000049	NaN	NaN	49999.881356	8388608
2021.12.05 01:02:00	50.001131	128	61	61	1	49.971000	50.014000	0.000055	NaN	NaN	50001.131148	8388608
2021.12.05 01:03:00	50.000283	128	60	60	1	49.982000	50.019000	0.000059	NaN	NaN	50000.283333	8388617
2021.12.05 01:04:00	49.999467	128	60	60	1	49.985000	50.013000	0.000042	NaN	NaN	49999.466667	8388608
2021.12.05 01:05:00	50.000267	128	60	60	1	49.979000	50.010000	0.000041	NaN	NaN	50000.266667	8388617
2021.12.05 01:06:00	50.000068	128	59	60	1	49.981000	50.019000	0.000054	NaN	NaN	50000.067797	8388608
2021.12.05 01:07:00	49.999246	128	61	61	1	49.975000	50.016000	0.000067	NaN	NaN	49999.245902	8388617
2021.12.05 01:08:00	50.000407	128	59	59	1	49.991000	50.020000	0.000040	NaN	NaN	50000.406780	8388608
2021.12.05 01:09:00	49.999787	128	61	60	1	49.962000	50.014000	0.000061	NaN	NaN	49999.786885	8388608
2021.12.05 01:10:00	50.000550	128	60	59	1	49.984000	50.012000	0.000039	NaN	NaN	50000.550000	8388608
2021.12.05 01:11:00	50.000400	128	60	60	1	49.970000	50.015000	0.000055	NaN	NaN	50000.400000	8388608
2021.12.05 01:12:00	49.999700	128	60	60	1	49.954000	50.015000	0.000100	NaN	NaN	49999.700000	8388608
2021.12.05 01:13:00	50.000183	128	60	60	1	49.986000	50.015000	0.000039	NaN	NaN	50000.183333	8388608
2021.12.05 01:14:00	50.000400	128	60	60	1	49.983000	50.013000	0.000048	NaN	NaN	50000.400000	8388617
2021.12.05 01:15:00	50.000183	128	60	61	1	49.980000	50.020000	0.000059	NaN	NaN	50000.183333	8388617
2021.12.05 01:16:00	50.000300	128	60	59	1	49.983000	50.018000	0.000040	NaN	NaN	50000.300000	8388608
2021.12.05 01:17:00	50.000373	128	59	58	1	49.985000	50.015000	0.000050	NaN	NaN	50000.372881	8388608
2021.12.05 01:18:00	49.999918	128	61	61	1	49.986000	50.016000	0.000048	NaN	NaN	49999.918033	8388617
2021.12.05 01:19:00	50.001800	128	60	60	1	49.986000	50.016000	0.000043	NaN	NaN	50001.800000	8388608
2021.12.05 01:20:00	50.000683	128	60	60	1	49.986000	50.016000	0.000045	NaN	NaN	50000.683333	8388608
2021.12.05 01:21:00	50.000450	128	60	60	1	49.979000	50.014000	0.000044	NaN	NaN	50000.450000	8388608
2021.12.05 01:22:00	49.998167	128	60	60	1	49.975000	50.020000	0.000069	NaN	NaN	49998.166667	8388608
2021.12.05 01:23:00	50.000967	128	60	61	1	49.990000	50.014000	0.000040	NaN	NaN	50000.966667	8388608
2021.12.05 01:24:00	49.999667	128	60	59	1	49.981000	50.017000	0.000053	NaN	NaN	49999.666667	8388608
2021.12.05 01:25:00	50.000017	128	59	58	1	49.970000	50.019000	0.000082	NaN	NaN	50000.016949	8388608
2021.12.05 01:26:00	49.999918	128	61	61	1	49.987000	50.020000	0.000060	NaN	NaN	49999.918033	8388617
2021.12.05 01:27:00	49.999492	128	59	59	1	49.983000	50.013000	0.000046	NaN	NaN	49999.491525	8388608
2021.12.05 01:28:00	49.999672	128	61	61	1	49.979000	50.013000	0.000045	NaN	NaN	49999.672131	8388608
2021.12.05 01:29:00	49.999407	128	59	59	1	49.984000	50.017000	0.000051	NaN	NaN	49999.406780	8388617
2021.12.05 01:30:00	50.000967	128	61	60	1	49.991000	50.012000	0.000020	NaN	NaN	50000.967213	8388608
2021.12.05 01:31:00	49.999250	128	60	59	1	49.977000	50.013000	0.000041	NaN	NaN	49999.250000	8388608
2021.12.05 01:32:00	50.000695	128	59	58	1	49.987000	50.019000	0.000052	NaN	NaN	50000.694915	8388608
2021.12.05 01:33:00	50.000738	128	61	61	1	49.977000	50.022000	0.000062	NaN	NaN	50000.737705	8388617
2021.12.05 01:34:00	50.000733	128	60	60	1	49.973000	50.014000	0.000059	NaN	NaN	50000.733333	8388617
2021.12.05 01:35:00	49.999717	128	60	60	1	49.942000	50.020000	0.000142	NaN	NaN	49999.716667	8388608
2021.12.05 01:36:00	50.000433	128	60	60	1	49.989000	50.019000	0.000043	NaN	NaN	50000.433333	8388617
2021.12.05 01:37:00	50.000700	128	60	60	1	49.987000	50.014000	0.000032	NaN	NaN	50000.700000	8388608
2021.12.05 01:38:00	49.999200	128	60	60	1	49.978000	50.015000	0.000060	NaN	NaN	49999.200000	8388608
2021.12.05 01:39:00	50.000267	128	60	60	1	49.974000	50.023000	0.000060	NaN	NaN	50000.266667	8388617
2021.12.05 01:40:00	49.999627	128	59	59	1	49.951000	50.012000	0.000079	NaN	NaN	49999.627119	8388617
2021.12.05 01:41:00	50.000000	128	61	60	1	49.985000	50.015000	0.000044	NaN	NaN	50000.000000	8388608
2021.12.05 01:42:00	49.999576	128	59	60	1	49.988000	50.012000	0.000035	NaN	NaN	49999.576271	8388608
2021.12.05 01:43:00	50.000067	128	60	59	1	49.991000	50.011000	0.000020	NaN	NaN	50000.066667	8388617
2021.12.05 01:44:00	50.000508	128	61	60	1	49.978000	50.016000	0.000036	NaN	NaN	50000.508197	8388617
2021.12.05 01:45:00	49.999350	128	60	60	1	49.954000	50.021000	0.000076	NaN	NaN	49999.350000	8388608
2021.12.05 01:46:00	50.000271	128	59	59	1	49.975000	50.014000	0.000058	NaN	NaN	50000.271186	8388617
2021.12.05 01:47:00	50.000050	128	60	60	1	49.962000	50.015000	0.000077	NaN	NaN	50000.050000	8388608
2021.12.05 01:48:00	49.999443	128	61	61	1	49.963000	50.015000	0.000066	NaN	NaN	49999.442623	8388608
2021.12.05 01:49:00	49.999467	128	60	60	1	49.967000	50.015000	0.000074	NaN	NaN	49999.466667	8388617
2021.12.05 01:50:00	50.000254	128	59	59	1	49.988000	50.014000	0.000037	NaN	NaN	50000.254237	8388608
2021.12.05 01:51:00	50.000148	128	61	60	1	49.983000	50.021000	0.000069	NaN	NaN	50000.147541	8388608
2021.12.05 01:52:00	49.999850	128	60	59	1	49.960000	50.012000	0.000064	NaN	NaN	49999.850000	8388608
2021.12.05 01:53:00	49.998933	128	60	59	1	49.983000	50.009000	0.000033	NaN	NaN	49998.933333	8388608
2021.12.05 01:54:00	49.999933	128	60	60	1	49.978000	50.019000	0.000065	NaN	NaN	49999.933333	8388608
2021.12.05 01:55:00	50.000817	128	60	60	1	49.980000	50.014000	0.000043	NaN	NaN	50000.816667	8388608
2021.12.05 01:56:00	49.999949	128	59	59	1	49.983000	50.013000	0.000040	NaN	NaN	49999.949153	8388608
2021.12.05 01:57:00	49.998836	128	61	61	1	49.969000	50.015000	0.000053	NaN	NaN	49998.836066	8388608
2021.12.05 01:58:00	50.000119	128	59	59	1	49.964000	50.013000	0.000045	NaN	NaN	50000.118644	8388617
2021.12.05 01:59:00	49.997934	128	61	60	1	49.972000	50.013000	0.000060	NaN	NaN	49997.934426	8388617
2021.12.05 02:00:00	50.000483	128	60	60	1	49.959000	50.016000	0.000084	NaN	NaN	50000.483333	8388608
2021.12.05 02:01:00	49.998750	128	60	59	1	49.971000	50.012000	0.000043	NaN	NaN	49998.750000	8388608
2021.12.05 02:02:00	49.999050	128	60	60	1	49.962000	50.018000	0.000057	NaN	NaN	49999.050000	8388617
2021.12.05 02:03:00	50.000050	128	60	60	1	49.987000	50.013000	0.000032	NaN	NaN	50000.050000	8388608
2021.12.05 02:04:00	50.000644	128	59	59	1	49.982000	50.015000	0.000046	NaN	NaN	50000.644068	8388608
2021.12.05 02:05:00	50.000525	128	61	61	1	49.989000	50.015000	0.000039	NaN	NaN	50000.524590	8388617
2021.12.05 02:06:00	50.000267	128	60	61	1	49.957000	50.014000	0.000099	NaN	NaN	50000.266667	8388608
2021.12.05 02:07:00	49.999517	128	60	60	1	49.983000	50.017000	0.000050	NaN	NaN	49999.516667	8388608
2021.12.05 02:08:00	50.000417	128	60	60	1	49.973000	50.017000	0.000063	NaN	NaN	50000.416667	8388617
2021.12.05 02:09:00	49.999667	128	60	59	1	49.979000	50.017000	0.000041	NaN	NaN	49999.666667	8388617
2021.12.05 02:10:00	49.999267	128	60	60	1	49.984000	50.014000	0.000039	NaN	NaN	49999.266667	8388617
2021.12.05 02:11:00	49.999433	128	60	60	1	49.984000	50.011000	0.000026	NaN	NaN	49999.433333	8388617
2021.12.05 02:12:00	49.999780	128	59	60	1	49.964000	50.015000	0.000091	NaN	NaN	49999.779661	8388608
2021.12.05 02:13:00	49.999197	128	61	61	1	49.985000	50.017000	0.000051	NaN	NaN	49999.196721	8388608
2021.12.05 02:14:00	50.000767	128	60	61	1	49.984000	50.011000	0.000034	NaN	NaN	50000.766667	8388617
2021.12.05 02:15:00	49.999424	128	59	58	1	49.988000	50.009000	0.000029	NaN	NaN	49999.423729	8388608
2021.12.05 02:16:00	50.001607	128	61	61	1	49.985000	50.023000	0.000057	NaN	NaN	50001.606557	8388617
2021.12.05 02:17:00	49.999881	128	59	59	1	49.985000	50.010000	0.000032	NaN	NaN	49999.881356	8388608
2021.12.05 02:18:00	49.999230	128	61	61	1	49.978000	50.014000	0.000041	NaN	NaN	49999.229508	8388608
2021.12.05 02:19:00	50.000305	128	59	59	1	49.977000	50.015000	0.000046	NaN	NaN	50000.305085	8388608
2021.12.05 02:20:00	49.998705	128	61	61	1	49.984000	50.016000	0.000041	NaN	NaN	49998.704918	8388608
2021.12.05 02:21:00	49.999517	128	60	60	1	49.982000	50.014000	0.000038	NaN	NaN	49999.516667	8388617
2021.12.05 02:22:00	49.999576	128	59	60	1	49.983000	50.016000	0.000054	NaN	NaN	49999.576271	8388608
2021.12.05 02:23:00	49.999279	128	61	61	1	49.987000	50.013000	0.000037	NaN	NaN	49999.278689	8388608
2021.12.05 02:24:00	50.000390	128	59	59	1	49.984000	50.019000	0.000042	NaN	NaN	50000.389831	8388608
2021.12.05 02:25:00	49.999328	128	61	60	1	49.981000	50.012000	0.000035	NaN	NaN	49999.327869	8388617
2021.12.05 02:26:00	49.999695	128	59	58	1	49.978000	50.014000	0.000063	NaN	NaN	49999.694915	8388608
2021.12.05 02:27:00	50.000017	128	60	60	1	49.965000	50.016000	0.000082	NaN	NaN	50000.016667	8388608
2021.12.05 02:28:00	49.999656	128	61	61	1	49.979000	50.016000	0.000045	NaN	NaN	49999.655738	8388617
2021.12.05 02:29:00	50.000424	128	59	60	1	49.956000	50.016000	0.000080	NaN	NaN	50000.423729	8388608
2021.12.05 02:30:00	50.000115	128	61	61	1	49.959000	50.013000	0.000061	NaN	NaN	50000.114754	8388617
2021.12.05 02:31:00	50.001383	128	60	60	1	49.985000	50.022000	0.000036	NaN	NaN	50001.383333	8388608
2021.12.05 02:32:00	49.999800	128	60	59	1	49.982000	50.017000	0.000043	NaN	NaN	49999.800000	8388608
2021.12.05 02:33:00	49.999883	128	60	59	1	49.982000	50.016000	0.000052	NaN	NaN	49999.883333	8388608
2021.12.05 02:34:00	49.998900	128	60	59	1	49.979000	50.019000	0.000071	NaN	NaN	49998.900000	8388608
2021.12.05 02:35:00	50.000136	128	59	59	1	49.976000	50.017000	0.000053	NaN	NaN	50000.135593	8388608
2021.12.05 02:36:00	50.000066	128	61	61	1	49.985000	50.020000	0.000043	NaN	NaN	50000.065574	8388608
2021.12.05 02:37:00	49.999254	128	59	59	1	49.982000	50.014000	0.000049	NaN	NaN	49999.254237	8388617
2021.12.05 02:38:00	49.999950	128	60	61	1	49.972000	50.015000	0.000058	NaN	NaN	49999.950000	8388617
2021.12.05 02:39:00	50.000400	128	60	59	1	49.986000	50.011000	0.000038	NaN	NaN	50000.400000	8388608
2021.12.05 02:40:00	49.999492	128	61	60	1	49.979000	50.014000	0.000056	NaN	NaN	49999.491803	8388608
2021.12.05 02:41:00	50.000600	128	60	60	1	49.985000	50.013000	0.000037	NaN	NaN	50000.600000	8388608
2021.12.05 02:42:00	49.999847	128	59	59	1	49.987000	50.011000	0.000041	NaN	NaN	49999.847458	8388608
2021.12.05 02:43:00	49.999717	128	60	60	1	49.989000	50.009000	0.000028	NaN	NaN	49999.716667	8388608
2021.12.05 02:44:00	50.000317	128	60	61	1	49.970000	50.016000	0.000077	NaN	NaN	50000.316667	8388608
2021.12.05 02:45:00	49.999617	128	60	60	1	49.986000	50.016000	0.000051	NaN	NaN	49999.616667	8388608
2021.12.05 02:46:00	49.999787	128	61	61	1	49.977000	50.014000	0.000056	NaN	NaN	49999.786885	8388608
2021.12.05 02:47:00	49.999050	128	60	59	1	49.984000	50.013000	0.000042	NaN	NaN	49999.050000	8388608
2021.12.05 02:48:00	50.000083	128	60	60	1	49.957000	50.019000	0.000087	NaN	NaN	50000.083333	8388608
2021.12.05 02:49:00	49.999153	128	59	59	1	49.989000	50.016000	0.000034	NaN	NaN	49999.152542	8388617
2021.12.05 02:50:00	50.001738	128	61	61	1	49.985000	50.015000	0.000036	NaN	NaN	50001.737705	8388608
2021.12.05 02:51:00	49.999117	128	60	59	1	49.982000	50.016000	0.000046	NaN	NaN	49999.116667	8388617
2021.12.05 02:52:00	50.001119	128	59	60	1	49.983000	50.014000	0.000048	NaN	NaN	50001.118644	8388608
2021.12.05 02:53:00	50.000000	128	60	60	1	49.983000	50.013000	0.000049	NaN	NaN	50000.000000	8388608
2021.12.05 02:54:00	49.999672	128	61	60	1	49.987000	50.013000	0.000032	NaN	NaN	49999.672131	8388608
2021.12.05 02:55:00	49.999733	128	60	59	1	49.986000	50.019000	0.000043	NaN	NaN	49999.733333	8388608
2021.12.05 02:56:00	50.000400	128	60	59	1	49.988000	50.015000	0.000033	NaN	NaN	50000.400000	8388608
2021.12.05 02:57:00	50.000550	128	60	60	1	49.964000	50.016000	0.000063	NaN	NaN	50000.550000	8388617
2021.12.05 02:58:00	49.999750	128	60	60	1	49.984000	50.022000	0.000043	NaN	NaN	49999.750000	8388617
2021.12.05 02:59:00	50.000317	128	60	60	1	49.978000	50.017000	0.000050	NaN	NaN	50000.316667	8388617
2021.12.05 03:00:00	49.999550	128	60	60	1	49.985000	50.015000	0.000054	NaN	NaN	49999.550000	8388617
2021.12.05 03:01:00	50.001254	128	59	59	1	49.967000	50.012000	0.000075	NaN	NaN	50001.254237	8388608
2021.12.05 03:02:00	50.000820	128	61	61	1	49.988000	50.011000	0.000028	NaN	NaN	50000.819672	8388608
2021.12.05 03:03:00	49.999475	128	59	59	1	49.981000	50.016000	0.000050	NaN	NaN	49999.474576	8388608
2021.12.05 03:04:00	50.000623	128	61	61	1	49.987000	50.013000	0.000031	NaN	NaN	50000.622951	8388608
2021.12.05 03:05:00	49.998317	128	60	60	1	49.982000	50.012000	0.000038	NaN	NaN	49998.316667	8388617
2021.12.05 03:06:00	50.000322	128	59	60	1	49.988000	50.014000	0.000043	NaN	NaN	50000.322034	8388617
2021.12.05 03:07:00	50.000016	128	61	61	1	49.989000	50.014000	0.000026	NaN	NaN	50000.016393	8388608
2021.12.05 03:08:00	49.998717	128	60	61	1	49.984000	50.008000	0.000035	NaN	NaN	49998.716667	8388617
2021.12.05 03:09:00	50.000333	128	60	59	1	49.984000	50.012000	0.000040	NaN	NaN	50000.333333	8388608
