$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.04 00:00:02
$Filename; CO2FT_A_T_Control_20211204.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Control, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Control	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.04 00:00:00	50.000617	128	60	59	1	49.979000	50.016000	0.000068	NaN	NaN	50000.616667	8388608
2021.12.04 00:01:00	49.999405	128	37	59	1	49.984000	50.011000	0.000037	NaN	NaN	49999.405405	8388617
2021.12.04 00:02:00	50.000271	128	59	59	1	49.974000	50.015000	0.000060	NaN	NaN	50000.271186	8388617
2021.12.04 00:03:00	50.002731	128	52	61	1	49.985000	50.021000	0.000050	NaN	NaN	50002.730769	8388609
2021.12.04 00:04:00	50.001000	16512	60	60	1	49.962000	50.016000	0.000060	NaN	NaN	50001.000000	8388617
2021.12.04 00:05:00	50.000950	16512	60	60	1	49.981000	50.019000	0.000045	NaN	NaN	50000.950000	8388609
2021.12.04 00:06:00	50.000034	16512	59	59	1	49.978000	50.011000	0.000036	NaN	NaN	50000.033898	8388609
2021.12.04 00:07:00	50.001525	16512	61	62	1	49.991000	50.012000	0.000024	NaN	NaN	50001.524590	8388609
2021.12.04 00:08:00	49.999717	16512	60	60	1	49.972000	50.014000	0.000054	NaN	NaN	49999.716667	8388609
2021.12.04 00:09:00	50.000283	16512	60	59	1	49.983000	50.020000	0.000052	NaN	NaN	50000.283333	8388609
2021.12.04 00:10:00	49.999533	16512	60	60	1	49.955000	50.013000	0.000081	NaN	NaN	49999.533333	8388617
2021.12.04 00:11:00	50.000083	16512	60	60	1	49.984000	50.026000	0.000053	NaN	NaN	50000.083333	8388617
2021.12.04 00:12:00	50.000150	16512	60	60	1	49.988000	50.010000	0.000034	NaN	NaN	50000.150000	8388617
2021.12.04 00:13:00	49.999200	16512	60	60	1	49.980000	50.012000	0.000037	NaN	NaN	49999.200000	8388609
2021.12.04 00:14:00	50.000933	16512	60	60	1	49.968000	50.017000	0.000056	NaN	NaN	50000.933333	8388609
2021.12.04 00:15:00	50.000288	16512	59	60	1	49.987000	50.015000	0.000035	NaN	NaN	50000.288136	8388617
2021.12.04 00:16:00	49.999750	16512	60	59	1	49.977000	50.014000	0.000062	NaN	NaN	49999.750000	8388609
2021.12.04 00:17:00	49.999590	16512	61	60	1	49.984000	50.014000	0.000051	NaN	NaN	49999.590164	8388609
2021.12.04 00:18:00	49.999733	16512	60	59	1	49.977000	50.014000	0.000052	NaN	NaN	49999.733333	8388609
2021.12.04 00:19:00	49.999817	128	60	60	1	49.979000	50.010000	0.000035	NaN	NaN	49999.816667	8388608
2021.12.04 00:20:00	50.000183	128	60	60	1	49.987000	50.017000	0.000032	NaN	NaN	50000.183333	8388617
2021.12.04 00:21:00	50.000750	128	60	60	1	49.981000	50.018000	0.000047	NaN	NaN	50000.750000	8388608
2021.12.04 00:22:00	49.998000	128	59	59	1	49.948000	50.016000	0.000086	NaN	NaN	49998.000000	8388608
2021.12.04 00:23:00	50.001016	128	61	61	1	49.989000	50.013000	0.000033	NaN	NaN	50001.016393	8388608
2021.12.04 00:24:00	49.999695	128	59	59	1	49.979000	50.015000	0.000054	NaN	NaN	49999.694915	8388608
2021.12.04 00:25:00	49.999852	128	61	60	1	49.985000	50.010000	0.000035	NaN	NaN	49999.852459	8388617
2021.12.04 00:26:00	50.000517	128	60	60	1	49.986000	50.016000	0.000038	NaN	NaN	50000.516667	8388608
2021.12.04 00:27:00	49.999517	128	60	60	1	49.965000	50.012000	0.000062	NaN	NaN	49999.516667	8388608
2021.12.04 00:28:00	50.000333	128	60	60	1	49.980000	50.014000	0.000050	NaN	NaN	50000.333333	8388617
2021.12.04 00:29:00	50.000254	128	59	59	1	49.987000	50.010000	0.000031	NaN	NaN	50000.254237	8388617
2021.12.04 00:30:00	49.999541	128	61	61	1	49.987000	50.015000	0.000043	NaN	NaN	49999.540984	8388608
2021.12.04 00:31:00	50.000068	128	59	59	1	49.986000	50.012000	0.000035	NaN	NaN	50000.067797	8388608
2021.12.04 00:32:00	49.999082	128	61	60	1	49.986000	50.016000	0.000036	NaN	NaN	49999.081967	8388617
2021.12.04 00:33:00	50.001133	128	60	59	1	49.985000	50.014000	0.000032	NaN	NaN	50001.133333	8388608
2021.12.04 00:34:00	49.999533	128	60	60	1	49.979000	50.017000	0.000057	NaN	NaN	49999.533333	8388608
2021.12.04 00:35:00	49.999000	128	60	60	1	49.987000	50.017000	0.000032	NaN	NaN	49999.000000	8388608
2021.12.04 00:36:00	49.999983	128	60	60	1	49.981000	50.013000	0.000041	NaN	NaN	49999.983333	8388608
2021.12.04 00:37:00	49.999767	128	60	61	1	49.980000	50.013000	0.000045	NaN	NaN	49999.766667	8388617
2021.12.04 00:38:00	49.999567	128	60	59	1	49.973000	50.011000	0.000058	NaN	NaN	49999.566667	8388608
2021.12.04 00:39:00	49.999367	128	60	59	1	49.975000	50.014000	0.000059	NaN	NaN	49999.366667	8388608
2021.12.04 00:40:00	49.999583	128	60	59	1	49.978000	50.017000	0.000052	NaN	NaN	49999.583333	8388608
