$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_T_Control_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Control, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Control	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.18 00:00:00	49.998217	0	60	60	1	49.981000	50.016000	0.000057	NaN	NaN	49998.216667	0
2021.12.18 00:01:00	49.999135	0	37	60	1	49.984000	50.017000	0.000056	NaN	NaN	49999.135135	9
2021.12.18 00:02:00	50.001100	0	60	60	1	49.986000	50.015000	0.000053	NaN	NaN	50001.100000	9
2021.12.18 00:03:00	50.003529	16384	51	60	1	49.989000	50.023000	0.000057	NaN	NaN	50003.529412	1
2021.12.18 00:04:00	50.001017	16384	60	60	1	49.985000	50.019000	0.000051	NaN	NaN	50001.016667	1
2021.12.18 00:05:00	50.000550	16384	60	60	1	49.979000	50.018000	0.000052	NaN	NaN	50000.550000	1
2021.12.18 00:06:00	50.000333	16384	60	60	1	49.981000	50.019000	0.000057	NaN	NaN	50000.333333	1
2021.12.18 00:07:00	50.000817	16384	60	60	1	49.974000	50.019000	0.000082	NaN	NaN	50000.816667	1
2021.12.18 00:08:00	49.999650	16384	60	60	1	49.950000	50.015000	0.000088	NaN	NaN	49999.650000	9
2021.12.18 00:09:00	49.999333	16384	60	60	1	49.971000	50.018000	0.000094	NaN	NaN	49999.333333	9
2021.12.18 00:10:00	50.000367	16384	60	60	1	49.983000	50.013000	0.000041	NaN	NaN	50000.366667	1
2021.12.18 00:11:00	50.001350	16384	60	60	1	49.982000	50.014000	0.000037	NaN	NaN	50001.350000	1
2021.12.18 00:12:00	49.999317	16384	60	60	1	49.963000	50.011000	0.000049	NaN	NaN	49999.316667	9
2021.12.18 00:13:00	49.998500	16384	60	60	1	49.953000	50.011000	0.000071	NaN	NaN	49998.500000	1
2021.12.18 00:14:00	49.999617	16384	60	60	1	49.987000	50.013000	0.000040	NaN	NaN	49999.616667	1
2021.12.18 00:15:00	49.999617	16384	60	60	1	49.982000	50.019000	0.000054	NaN	NaN	49999.616667	1
2021.12.18 00:16:00	49.999800	16384	60	60	1	49.980000	50.018000	0.000061	NaN	NaN	49999.800000	1
2021.12.18 00:17:00	50.000650	16384	60	60	1	49.982000	50.021000	0.000083	NaN	NaN	50000.650000	1
2021.12.18 00:18:00	50.000167	16384	60	60	1	49.986000	50.010000	0.000031	NaN	NaN	50000.166667	9
2021.12.18 00:19:00	49.999317	0	60	60	1	49.954000	50.014000	0.000087	NaN	NaN	49999.316667	0
2021.12.18 00:20:00	49.999850	0	60	60	1	49.975000	50.016000	0.000051	NaN	NaN	49999.850000	9
2021.12.18 00:21:00	49.999117	0	60	60	1	49.974000	50.018000	0.000059	NaN	NaN	49999.116667	9
2021.12.18 00:22:00	50.000050	0	60	60	1	49.986000	50.016000	0.000062	NaN	NaN	50000.050000	9
2021.12.18 00:23:00	49.999817	0	60	60	1	49.975000	50.020000	0.000085	NaN	NaN	49999.816667	0
2021.12.18 00:24:00	50.000433	0	60	60	1	49.964000	50.015000	0.000065	NaN	NaN	50000.433333	0
2021.12.18 00:25:00	49.998950	0	60	60	1	49.985000	50.016000	0.000065	NaN	NaN	49998.950000	0
2021.12.18 00:26:00	49.999283	0	60	60	1	49.978000	50.011000	0.000052	NaN	NaN	49999.283333	9
2021.12.18 00:27:00	49.999767	0	60	60	1	49.980000	50.017000	0.000066	NaN	NaN	49999.766667	0
2021.12.18 00:28:00	50.000150	0	60	60	1	49.975000	50.021000	0.000074	NaN	NaN	50000.150000	9
2021.12.18 00:29:00	49.998600	0	60	60	1	49.971000	50.017000	0.000074	NaN	NaN	49998.600000	0
2021.12.18 00:30:00	50.000483	0	60	60	1	49.987000	50.014000	0.000038	NaN	NaN	50000.483333	9
2021.12.18 00:31:00	50.001200	0	60	60	1	49.983000	50.020000	0.000045	NaN	NaN	50001.200000	9
2021.12.18 00:32:00	49.999250	0	60	60	1	49.966000	50.019000	0.000085	NaN	NaN	49999.250000	0
2021.12.18 00:33:00	49.999850	0	60	59	1	49.988000	50.015000	0.000042	NaN	NaN	49999.850000	0
2021.12.18 00:34:00	49.996983	0	60	60	1	49.961000	50.011000	0.000073	NaN	NaN	49996.983333	0
2021.12.18 00:35:00	49.998533	0	60	60	1	49.964000	50.013000	0.000064	NaN	NaN	49998.533333	0
2021.12.18 00:36:00	50.000383	0	60	60	1	49.988000	50.018000	0.000052	NaN	NaN	50000.383333	9
2021.12.18 00:37:00	50.000050	0	60	60	1	49.978000	50.013000	0.000041	NaN	NaN	50000.050000	0
2021.12.18 00:38:00	50.000467	0	60	60	1	49.959000	50.025000	0.000107	NaN	NaN	50000.466667	9
2021.12.18 00:39:00	50.000083	0	60	60	1	49.983000	50.017000	0.000042	NaN	NaN	50000.083333	9
2021.12.18 00:40:00	49.999700	0	60	60	1	49.984000	50.015000	0.000050	NaN	NaN	49999.700000	0
2021.12.18 00:41:00	50.000150	0	60	60	1	49.978000	50.014000	0.000058	NaN	NaN	50000.150000	0
2021.12.18 00:42:00	50.001383	0	60	60	1	49.982000	50.016000	0.000053	NaN	NaN	50001.383333	0
2021.12.18 00:43:00	49.999750	0	60	60	1	49.946000	50.018000	0.000112	NaN	NaN	49999.750000	0
2021.12.18 00:44:00	50.000750	0	60	60	1	49.988000	50.016000	0.000033	NaN	NaN	50000.750000	0
2021.12.18 00:45:00	50.000083	0	60	60	1	49.983000	50.014000	0.000046	NaN	NaN	50000.083333	0
2021.12.18 00:46:00	50.000517	0	60	60	1	49.982000	50.020000	0.000061	NaN	NaN	50000.516667	9
2021.12.18 00:47:00	49.999500	0	60	60	1	49.955000	50.022000	0.000086	NaN	NaN	49999.500000	9
2021.12.18 00:48:00	50.000233	0	60	60	1	49.966000	50.016000	0.000070	NaN	NaN	50000.233333	9
2021.12.18 00:49:00	49.999217	0	60	60	1	49.982000	50.017000	0.000057	NaN	NaN	49999.216667	9
2021.12.18 00:50:00	49.999267	0	60	60	1	49.980000	50.011000	0.000047	NaN	NaN	49999.266667	9
2021.12.18 00:51:00	50.001233	0	60	60	1	49.984000	50.018000	0.000051	NaN	NaN	50001.233333	9
2021.12.18 00:52:00	49.999300	0	60	60	1	49.981000	50.015000	0.000063	NaN	NaN	49999.300000	9
2021.12.18 00:53:00	49.999967	0	60	60	1	49.972000	50.019000	0.000086	NaN	NaN	49999.966667	0
2021.12.18 00:54:00	49.999167	0	60	60	1	49.976000	50.011000	0.000045	NaN	NaN	49999.166667	0
2021.12.18 00:55:00	50.000417	0	60	60	1	49.977000	50.018000	0.000044	NaN	NaN	50000.416667	9
2021.12.18 00:56:00	49.999817	0	60	60	1	49.985000	50.013000	0.000037	NaN	NaN	49999.816667	9
2021.12.18 00:57:00	49.998467	0	60	60	1	49.973000	50.020000	0.000056	NaN	NaN	49998.466667	9
2021.12.18 00:58:00	50.000533	0	60	60	1	49.981000	50.015000	0.000038	NaN	NaN	50000.533333	9
2021.12.18 00:59:00	50.000283	0	60	60	1	49.988000	50.009000	0.000022	NaN	NaN	50000.283333	9
2021.12.18 01:00:00	49.999850	0	60	60	1	49.984000	50.017000	0.000047	NaN	NaN	49999.850000	9
2021.12.18 01:01:00	49.999950	0	60	60	1	49.987000	50.015000	0.000033	NaN	NaN	49999.950000	9
2021.12.18 01:02:00	49.999917	0	60	60	1	49.987000	50.013000	0.000040	NaN	NaN	49999.916667	9
