$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.09 12:00:10
$Filename; CO2FT_A ZeroCycle 20211209 120010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.09 12:00:14	12288	1	NaN	NaN	1023.500000	997.450000	1.000000	0.000000	20523.000000	15157.000000	46.600000	413.423000	432.000000	66666.000000	402.930000	50.002000	31.539000	29.470000	396.640000	66666.000000	66666.000000
2021.12.09 12:00:15	12288	1	NaN	NaN	1023.500000	997.460000	1.000000	0.000000	20613.000000	15153.000000	46.600000	386.759000	401.000000	66666.000000	373.740000	50.000000	31.539000	29.470000	367.920000	66666.000000	66666.000000
2021.12.09 12:00:16	12288	1	NaN	NaN	1023.490000	997.460000	1.000000	0.000000	20797.000000	15150.000000	46.600000	334.190000	371.000000	66666.000000	319.210000	49.992000	31.569000	33.035000	314.230000	66666.000000	66666.000000
2021.12.09 12:00:17	12288	1	NaN	NaN	1023.530000	997.460000	1.000000	0.000000	20890.000000	15148.000000	46.600000	307.426000	342.000000	66666.000000	292.910000	49.992000	31.560000	35.210000	288.350000	66666.000000	66666.000000
2021.12.09 12:00:18	12288	1	NaN	NaN	1023.540000	997.480000	1.000000	0.000000	20982.000000	15148.000000	46.600000	281.708000	286.000000	66666.000000	268.630000	49.994000	31.569000	36.597000	264.450000	66666.000000	66666.000000
2021.12.09 12:00:19	12288	1	NaN	NaN	1023.600000	997.490000	1.000000	0.000000	21076.000000	15146.000000	46.600000	254.653000	259.000000	66666.000000	244.090000	49.986000	31.569000	37.474000	240.300000	66666.000000	66666.000000
2021.12.09 12:00:20	12288	1	NaN	NaN	1023.640000	997.490000	1.000000	0.000000	21261.000000	15142.000000	46.600000	201.362000	234.000000	66666.000000	198.830000	49.991000	31.579000	37.980000	195.740000	66666.000000	66666.000000
2021.12.09 12:00:21	12288	1	NaN	NaN	1023.700000	997.500000	1.000000	0.000000	21353.000000	15142.000000	46.600000	175.634000	185.000000	66666.000000	178.420000	50.000000	31.579000	37.980000	175.650000	66666.000000	66666.000000
2021.12.09 12:00:22	12288	1	NaN	NaN	1023.640000	997.520000	1.000000	0.000000	21445.000000	15137.000000	46.600000	147.925000	163.000000	66666.000000	157.510000	49.996000	31.579000	38.383000	155.060000	66666.000000	66666.000000
2021.12.09 12:00:23	12288	1	NaN	NaN	1023.650000	997.520000	1.000000	0.000000	21538.000000	15134.000000	46.600000	120.715000	140.000000	66666.000000	138.030000	50.007000	31.579000	38.585000	135.890000	66666.000000	66666.000000
2021.12.09 12:00:24	12288	1	NaN	NaN	1023.670000	997.530000	1.000000	0.000000	21724.000000	15130.000000	46.600000	67.065000	119.000000	66666.000000	102.720000	49.991000	31.579000	38.786000	101.120000	66666.000000	66666.000000
2021.12.09 12:00:25	12288	1	NaN	NaN	1023.640000	997.570000	1.000000	0.000000	21816.000000	15128.000000	46.600000	40.510000	80.000000	66666.000000	86.760000	50.002000	31.579000	38.853000	85.420000	66666.000000	66666.000000
2021.12.09 12:00:26	12288	1	NaN	NaN	1023.630000	997.590000	1.000000	0.000000	21909.000000	15126.000000	46.600000	13.667000	61.000000	66666.000000	71.640000	50.001000	31.579000	38.853000	70.540000	66666.000000	66666.000000
2021.12.09 12:00:27	12288	1	NaN	NaN	1023.670000	997.560000	1.000000	0.000000	21909.000000	15126.000000	46.600000	13.667000	61.000000	66666.000000	71.650000	49.991000	31.599000	38.956000	70.540000	66666.000000	66666.000000
2021.12.09 12:00:28	12288	1	NaN	NaN	1023.670000	997.590000	1.000000	0.000000	22176.000000	15119.000000	46.600000	-63.951000	26.000000	66666.000000	33.720000	50.000000	31.590000	38.988000	33.200000	66666.000000	66666.000000
2021.12.09 12:00:29	12288	1	NaN	NaN	1023.670000	997.600000	1.000000	0.000000	22198.000000	15118.000000	46.600000	-70.524000	8.000000	66666.000000	30.900000	50.000000	31.599000	39.056000	30.430000	66666.000000	66666.000000
2021.12.09 12:00:30	12288	1	NaN	NaN	1023.700000	997.610000	1.000000	0.000000	22206.000000	15117.000000	46.600000	-73.176000	6.000000	66666.000000	29.790000	49.986000	31.590000	39.089000	29.330000	66666.000000	66666.000000
2021.12.09 12:00:31	12288	1	NaN	NaN	1023.710000	997.610000	1.000000	0.000000	22209.000000	15116.000000	46.600000	-74.428000	6.000000	66666.000000	29.260000	49.991000	31.579000	39.121000	28.810000	66666.000000	66666.000000
2021.12.09 12:00:32	12288	1	NaN	NaN	1023.760000	997.640000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	6.000000	66666.000000	29.030000	50.001000	31.579000	39.121000	28.580000	66666.000000	66666.000000
2021.12.09 12:00:33	0	0	NaN	NaN	1023.740000	997.640000	1.000000	0.000000	22211.000000	15117.000000	46.600000	-74.577000	6.000000	66666.000000	29.200000	49.995000	31.599000	39.157000	28.750000	66666.000000	66666.000000
2021.12.09 12:00:34	0	0	NaN	NaN	1023.720000	997.630000	1.000000	0.000000	22211.000000	15117.000000	46.600000	-74.577000	6.000000	66666.000000	29.200000	49.999000	31.599000	39.190000	28.750000	66666.000000	66666.000000
2021.12.09 12:00:35	0	0	NaN	NaN	1023.710000	997.710000	1.000000	0.000000	22210.000000	15116.000000	46.600000	-74.709000	6.000000	66666.000000	29.140000	49.993000	31.599000	39.190000	28.700000	66666.000000	66666.000000
2021.12.09 12:00:36	0	0	NaN	NaN	1023.710000	997.720000	1.000000	0.000000	22209.000000	15116.000000	46.600000	-74.428000	6.000000	66666.000000	29.260000	49.985000	31.619000	39.226000	28.810000	66666.000000	66666.000000
2021.12.09 12:00:37	0	0	NaN	NaN	1023.720000	997.750000	1.000000	0.000000	22210.000000	15117.000000	46.600000	-74.297000	6.000000	66666.000000	29.320000	49.989000	31.599000	39.257000	28.870000	66666.000000	66666.000000
2021.12.09 12:00:38	0	0	NaN	NaN	1023.740000	997.740000	1.000000	0.000000	22212.000000	15118.000000	46.600000	-74.446000	6.000000	66666.000000	29.250000	49.991000	31.599000	39.257000	28.810000	66666.000000	66666.000000
2021.12.09 12:00:39	0	0	NaN	NaN	1023.780000	997.750000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	49.986000	31.599000	39.257000	28.640000	66666.000000	66666.000000
2021.12.09 12:00:40	0	0	NaN	NaN	1023.740000	997.750000	1.000000	0.000000	22209.000000	15116.000000	46.600000	-74.428000	6.000000	66666.000000	29.260000	50.004000	31.609000	39.292000	28.810000	66666.000000	66666.000000
2021.12.09 12:00:41	0	0	NaN	NaN	1023.780000	997.780000	1.000000	0.000000	22210.000000	15116.000000	46.600000	-74.709000	6.000000	66666.000000	29.140000	49.995000	31.599000	39.291000	28.700000	66666.000000	66666.000000
2021.12.09 12:00:42	0	0	NaN	NaN	1023.780000	997.760000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	50.002000	31.619000	39.293000	28.640000	66666.000000	66666.000000
2021.12.09 12:00:43	0	0	NaN	NaN	1023.760000	997.780000	1.000000	0.000000	22213.000000	15117.000000	46.600000	-75.137000	6.000000	66666.000000	28.960000	50.003000	31.619000	39.293000	28.520000	66666.000000	66666.000000
2021.12.09 12:00:44	0	0	NaN	NaN	1023.750000	997.820000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	6.000000	66666.000000	29.020000	50.008000	31.619000	39.326000	28.580000	66666.000000	66666.000000
2021.12.09 12:00:45	0	0	NaN	NaN	1023.760000	997.830000	1.000000	0.000000	22210.000000	15116.000000	46.600000	-74.709000	5.000000	66666.000000	29.140000	49.994000	31.599000	39.324000	28.700000	66666.000000	66666.000000
2021.12.09 12:00:46	0	0	NaN	NaN	1023.760000	997.830000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	5.000000	66666.000000	29.030000	49.995000	31.609000	39.325000	28.580000	66666.000000	66666.000000
2021.12.09 12:00:47	0	0	NaN	NaN	1023.750000	997.830000	1.000000	0.000000	22212.000000	15116.000000	46.600000	-75.269000	5.000000	66666.000000	28.910000	50.006000	31.599000	39.324000	28.470000	66666.000000	66666.000000
2021.12.09 12:00:48	0	0	NaN	NaN	1023.800000	997.860000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	5.000000	66666.000000	29.030000	49.999000	31.599000	39.324000	28.590000	66666.000000	66666.000000
2021.12.09 12:00:49	0	0	NaN	NaN	1023.790000	997.860000	1.000000	0.000000	22210.000000	15115.000000	46.600000	-75.120000	5.000000	66666.000000	28.970000	50.011000	31.599000	39.324000	28.530000	66666.000000	66666.000000
2021.12.09 12:00:50	0	0	NaN	NaN	1023.820000	997.830000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	5.000000	66666.000000	29.030000	50.002000	31.619000	39.326000	28.590000	66666.000000	66666.000000
2021.12.09 12:00:51	0	0	NaN	NaN	1023.800000	997.870000	1.000000	0.000000	22212.000000	15116.000000	46.600000	-75.269000	5.000000	66666.000000	28.910000	50.004000	31.599000	39.358000	28.470000	66666.000000	66666.000000
2021.12.09 12:00:52	0	0	NaN	NaN	1023.760000	997.900000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	5.000000	66666.000000	29.030000	49.999000	31.619000	39.360000	28.590000	66666.000000	66666.000000
2021.12.09 12:00:53	0	0	NaN	NaN	1023.780000	997.900000	1.000000	0.000000	22210.000000	15115.000000	46.600000	-75.120000	5.000000	66666.000000	28.970000	50.003000	31.619000	39.393000	28.530000	66666.000000	66666.000000
2021.12.09 12:00:54	0	0	NaN	NaN	1023.740000	997.920000	1.000000	0.000000	22210.000000	15115.000000	46.600000	-75.120000	5.000000	66666.000000	28.970000	50.009000	31.619000	39.393000	28.530000	66666.000000	66666.000000
2021.12.09 12:00:55	0	0	NaN	NaN	1023.790000	997.920000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	49.999000	31.609000	39.392000	28.640000	66666.000000	66666.000000
2021.12.09 12:00:56	0	0	NaN	NaN	1023.800000	997.940000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	49.994000	31.619000	39.427000	28.640000	66666.000000	66666.000000
2021.12.09 12:00:57	0	0	NaN	NaN	1023.820000	997.940000	1.000000	0.000000	22211.000000	15117.000000	46.600000	-74.577000	6.000000	66666.000000	29.200000	49.994000	31.609000	39.426000	28.760000	66666.000000	66666.000000
2021.12.09 12:00:58	0	0	NaN	NaN	1023.860000	997.930000	1.000000	0.000000	22210.000000	15116.000000	46.600000	-74.709000	6.000000	66666.000000	29.150000	50.000000	31.609000	39.426000	28.710000	66666.000000	66666.000000
2021.12.09 12:00:59	0	0	NaN	NaN	1023.890000	997.940000	1.000000	0.000000	22211.000000	15117.000000	46.600000	-74.577000	6.000000	66666.000000	29.200000	50.000000	31.609000	39.459000	28.760000	66666.000000	66666.000000
2021.12.09 12:01:00	0	0	NaN	NaN	1023.870000	997.940000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	5.000000	66666.000000	29.080000	49.997000	31.609000	39.459000	28.650000	66666.000000	66666.000000
2021.12.09 12:01:01	0	0	NaN	NaN	1023.790000	997.940000	1.000000	0.000000	22211.000000	15116.000000	46.600000	-74.989000	6.000000	66666.000000	29.030000	50.004000	31.609000	39.459000	28.590000	66666.000000	66666.000000
2021.12.09 12:01:02	0	0	NaN	NaN	1023.820000	997.970000	1.000000	0.000000	22210.000000	15116.000000	46.600000	-74.709000	6.000000	66666.000000	29.140000	50.010000	31.609000	39.459000	28.710000	66666.000000	66666.000000
2021.12.09 12:01:03	0	0	NaN	NaN	1023.830000	997.960000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	49.997000	31.609000	39.459000	28.640000	66666.000000	66666.000000
2021.12.09 12:01:04	0	0	NaN	NaN	1023.910000	997.970000	1.000000	0.000000	22212.000000	15117.000000	46.600000	-74.857000	6.000000	66666.000000	29.080000	50.000000	31.630000	39.495000	28.640000	66666.000000	66666.000000
