$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 04:00:10
$Filename; CO2FT_A ZeroCycle 20211218 040010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.18 04:00:14	12416	8388609	NaN	NaN	1066.020000	1069.200000	1.000000	0.000000	11764.000000	15178.000000	47.100000	2865.053000	3832.000000	66666.000000	7052.270000	50.000000	35.359000	40.524000	7441.680000	66666.000000	66666.000000
2021.12.18 04:00:15	12416	8388609	NaN	NaN	1065.870000	1069.220000	1.000000	0.000000	12187.000000	15172.000000	47.100000	2745.699000	3832.000000	66666.000000	6542.120000	50.001000	35.359000	41.736000	6903.500000	66666.000000	66666.000000
2021.12.18 04:00:16	12416	8388609	NaN	NaN	1065.870000	1069.200000	1.000000	0.000000	13193.000000	15168.000000	47.100000	2463.961000	3832.000000	66666.000000	5409.860000	49.999000	35.359000	41.736000	5708.580000	66666.000000	66666.000000
2021.12.18 04:00:17	12416	8388609	NaN	NaN	1065.830000	1069.220000	1.000000	0.000000	13722.000000	15163.000000	47.100000	2315.019000	3832.000000	66666.000000	4854.530000	49.988000	35.349000	42.406000	5122.690000	66666.000000	66666.000000
2021.12.18 04:00:18	12416	8388609	NaN	NaN	1065.750000	1069.190000	1.000000	0.000000	14254.000000	15159.000000	47.100000	2165.403000	3832.000000	66666.000000	4327.290000	49.992000	35.349000	42.808000	4566.190000	66666.000000	66666.000000
2021.12.18 04:00:19	12416	8388609	NaN	NaN	1065.730000	1069.190000	1.000000	0.000000	14787.000000	15151.000000	47.100000	2014.338000	3832.000000	66666.000000	3825.030000	49.989000	35.349000	43.076000	4036.200000	66666.000000	66666.000000
2021.12.18 04:00:20	12416	8388609	NaN	NaN	1065.730000	1069.190000	1.000000	0.000000	15857.000000	15146.000000	47.100000	1713.833000	3829.000000	66666.000000	2917.040000	49.998000	35.349000	43.177000	3078.080000	66666.000000	66666.000000
2021.12.18 04:00:21	12416	8388609	NaN	NaN	1065.690000	1069.200000	1.000000	0.000000	16392.000000	15142.000000	47.100000	1563.051000	2593.000000	66666.000000	2507.440000	49.994000	35.349000	43.177000	2645.900000	66666.000000	66666.000000
2021.12.18 04:00:22	12416	8388609	NaN	NaN	1065.730000	1069.200000	1.000000	0.000000	16928.000000	15138.000000	47.100000	1411.910000	2105.000000	66666.000000	2127.300000	49.999000	35.349000	43.277000	2244.770000	66666.000000	66666.000000
2021.12.18 04:00:23	12416	8388609	NaN	NaN	1065.680000	1069.200000	1.000000	0.000000	17465.000000	15129.000000	47.100000	1258.795000	1686.000000	66666.000000	1773.870000	49.992000	35.349000	43.277000	1871.820000	66666.000000	66666.000000
2021.12.18 04:00:24	12416	8388609	NaN	NaN	1065.660000	1069.200000	1.000000	0.000000	18539.000000	15125.000000	47.100000	956.826000	1022.000000	66666.000000	1169.140000	49.995000	35.349000	43.311000	1233.700000	66666.000000	66666.000000
2021.12.18 04:00:25	12416	8388609	NaN	NaN	1065.640000	1069.220000	1.000000	0.000000	19076.000000	15120.000000	47.100000	804.720000	1022.000000	66666.000000	911.070000	49.999000	35.349000	43.311000	961.390000	66666.000000	66666.000000
2021.12.18 04:00:26	12416	8388609	NaN	NaN	1065.660000	1069.220000	1.000000	0.000000	19614.000000	15116.000000	47.100000	652.599000	762.000000	66666.000000	684.100000	49.997000	35.349000	43.344000	721.890000	66666.000000	66666.000000
2021.12.18 04:00:27	12416	8388609	NaN	NaN	1065.640000	1069.200000	1.000000	0.000000	20152.000000	15106.000000	47.100000	498.154000	542.000000	66666.000000	485.600000	50.014000	35.349000	43.344000	512.410000	66666.000000	66666.000000
2021.12.18 04:00:28	12416	8388609	NaN	NaN	1065.640000	1069.220000	1.000000	0.000000	21228.000000	15102.000000	47.100000	194.962000	357.000000	66666.000000	189.380000	49.996000	35.340000	43.276000	199.840000	66666.000000	66666.000000
2021.12.18 04:00:29	12416	8388609	NaN	NaN	1065.580000	1069.200000	1.000000	0.000000	21668.000000	15098.000000	47.100000	69.983000	102.000000	66666.000000	103.340000	49.974000	35.349000	43.344000	109.040000	66666.000000	66666.000000
2021.12.18 04:00:30	12416	8388609	NaN	NaN	1065.610000	1069.220000	1.000000	0.000000	21916.000000	15095.000000	47.100000	-0.792000	52.000000	66666.000000	63.940000	50.000000	35.349000	43.344000	67.470000	66666.000000	66666.000000
2021.12.18 04:00:31	12416	8388609	NaN	NaN	1065.590000	1069.200000	1.000000	0.000000	22083.000000	15091.000000	47.100000	-49.281000	31.000000	66666.000000	40.850000	50.003000	35.349000	43.344000	43.100000	66666.000000	66666.000000
2021.12.18 04:00:32	12416	8388609	NaN	NaN	1065.570000	1069.220000	1.000000	0.000000	22104.000000	15091.000000	47.100000	-55.173000	22.000000	66666.000000	38.260000	49.996000	35.340000	43.343000	40.370000	66666.000000	66666.000000
2021.12.18 04:00:33	12416	8388609	NaN	NaN	1065.570000	1069.240000	1.000000	0.000000	22114.000000	15091.000000	47.100000	-57.979000	16.000000	66666.000000	37.040000	49.996000	35.340000	43.343000	39.090000	66666.000000	66666.000000
2021.12.18 04:00:34	128	8388608	NaN	NaN	1065.540000	1069.230000	1.000000	0.000000	22114.000000	15091.000000	47.100000	-57.979000	16.000000	66666.000000	37.040000	49.998000	35.349000	43.311000	39.090000	66666.000000	66666.000000
2021.12.18 04:00:35	128	8388608	NaN	NaN	1065.570000	1069.220000	1.000000	0.000000	22133.000000	15090.000000	47.100000	-63.722000	14.000000	66666.000000	34.580000	50.000000	35.340000	43.310000	36.490000	66666.000000	66666.000000
2021.12.18 04:00:36	128	8388608	NaN	NaN	1065.580000	1069.220000	1.000000	0.000000	22137.000000	15091.000000	47.100000	-64.432000	13.000000	66666.000000	34.280000	50.011000	35.349000	43.344000	36.170000	66666.000000	66666.000000
2021.12.18 04:00:37	128	8388608	NaN	NaN	1065.570000	1069.220000	1.000000	0.000000	22141.000000	15091.000000	47.100000	-65.554000	11.000000	66666.000000	33.810000	50.011000	35.340000	43.343000	35.680000	66666.000000	66666.000000
2021.12.18 04:00:38	128	8388608	NaN	NaN	1065.540000	1069.230000	1.000000	0.000000	22145.000000	15091.000000	47.100000	-66.677000	11.000000	66666.000000	33.330000	49.999000	35.340000	43.343000	35.180000	66666.000000	66666.000000
2021.12.18 04:00:39	128	8388608	NaN	NaN	1065.540000	1069.230000	1.000000	0.000000	22152.000000	15091.000000	47.100000	-68.641000	10.000000	66666.000000	32.510000	49.997000	35.329000	43.342000	34.310000	66666.000000	66666.000000
2021.12.18 04:00:40	128	8388608	NaN	NaN	1065.500000	1069.240000	1.000000	0.000000	22155.000000	15091.000000	47.100000	-69.483000	10.000000	66666.000000	32.160000	49.987000	35.349000	43.344000	33.940000	66666.000000	66666.000000
2021.12.18 04:00:41	128	8388608	NaN	NaN	1065.500000	1069.230000	1.000000	0.000000	22158.000000	15091.000000	47.100000	-70.325000	9.000000	66666.000000	31.810000	50.001000	35.340000	43.343000	33.570000	66666.000000	66666.000000
2021.12.18 04:00:42	128	8388608	NaN	NaN	1065.530000	1069.240000	1.000000	0.000000	22160.000000	15090.000000	47.100000	-71.297000	8.000000	66666.000000	31.410000	49.998000	35.329000	43.308000	33.140000	66666.000000	66666.000000
2021.12.18 04:00:43	128	8388608	NaN	NaN	1065.550000	1069.240000	1.000000	0.000000	22165.000000	15091.000000	47.100000	-72.289000	8.000000	66666.000000	31.000000	50.004000	35.340000	43.310000	32.710000	66666.000000	66666.000000
2021.12.18 04:00:44	128	8388608	NaN	NaN	1065.530000	1069.230000	1.000000	0.000000	22167.000000	15091.000000	47.100000	-72.850000	7.000000	66666.000000	30.770000	49.995000	35.340000	43.310000	32.470000	66666.000000	66666.000000
2021.12.18 04:00:45	128	8388608	NaN	NaN	1065.530000	1069.240000	1.000000	0.000000	22169.000000	15091.000000	47.100000	-73.411000	7.000000	66666.000000	30.530000	50.009000	35.349000	43.344000	32.220000	66666.000000	66666.000000
2021.12.18 04:00:46	128	8388608	NaN	NaN	1065.500000	1069.240000	1.000000	0.000000	22171.000000	15091.000000	47.100000	-73.972000	7.000000	66666.000000	30.300000	49.994000	35.340000	43.343000	31.980000	66666.000000	66666.000000
2021.12.18 04:00:47	128	8388608	NaN	NaN	1065.550000	1069.240000	1.000000	0.000000	22174.000000	15092.000000	47.100000	-74.401000	6.000000	66666.000000	30.130000	50.005000	35.340000	43.310000	31.790000	66666.000000	66666.000000
2021.12.18 04:00:48	128	8388608	NaN	NaN	1065.500000	1069.260000	1.000000	0.000000	22175.000000	15091.000000	47.100000	-75.095000	6.000000	66666.000000	29.840000	50.007000	35.340000	43.310000	31.490000	66666.000000	66666.000000
2021.12.18 04:00:49	128	8388608	NaN	NaN	1065.570000	1069.260000	1.000000	0.000000	22176.000000	15091.000000	47.100000	-75.376000	6.000000	66666.000000	29.730000	49.995000	35.340000	43.310000	31.380000	66666.000000	66666.000000
2021.12.18 04:00:50	128	8388608	NaN	NaN	1065.550000	1069.260000	1.000000	0.000000	22179.000000	15091.000000	47.100000	-76.217000	6.000000	66666.000000	29.390000	50.009000	35.340000	43.310000	31.010000	66666.000000	66666.000000
2021.12.18 04:00:51	128	8388608	NaN	NaN	1065.570000	1069.260000	1.000000	0.000000	22180.000000	15091.000000	47.100000	-76.498000	5.000000	66666.000000	29.280000	50.008000	35.329000	43.342000	30.890000	66666.000000	66666.000000
