$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.06 16:00:10
$Filename; CO2FT_A ZeroCycle 20211206 160010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.06 16:00:14	12416	8388609	NaN	NaN	1026.150000	1005.980000	1.000000	0.000000	18329.000000	15156.000000	47.000000	1026.096000	1616.000000	66666.000000	1363.250000	50.001000	33.919000	40.305000	1353.460000	66666.000000	66666.000000
2021.12.06 16:00:15	12416	8388609	NaN	NaN	1026.140000	1005.980000	1.000000	0.000000	18535.000000	15153.000000	47.000000	967.517000	1484.000000	66666.000000	1248.430000	49.998000	33.940000	41.649000	1239.480000	66666.000000	66666.000000
2021.12.06 16:00:16	12416	8388609	NaN	NaN	1026.110000	1005.960000	1.000000	0.000000	18745.000000	15150.000000	47.000000	907.796000	1224.000000	66666.000000	1136.300000	50.010000	33.929000	42.451000	1128.120000	66666.000000	66666.000000
2021.12.06 16:00:17	12416	8388609	NaN	NaN	1026.140000	1005.950000	1.000000	0.000000	18745.000000	15150.000000	47.000000	907.796000	1224.000000	66666.000000	1136.410000	49.999000	33.959000	42.922000	1128.220000	66666.000000	66666.000000
2021.12.06 16:00:18	12416	8388609	NaN	NaN	1026.130000	1005.980000	1.000000	0.000000	19378.000000	15141.000000	47.000000	727.654000	1103.000000	66666.000000	829.290000	49.988000	33.959000	42.922000	823.340000	66666.000000	66666.000000
2021.12.06 16:00:19	12416	8388609	NaN	NaN	1026.110000	1005.980000	1.000000	0.000000	19590.000000	15137.000000	47.000000	666.918000	884.000000	66666.000000	736.230000	49.992000	33.940000	43.186000	730.940000	66666.000000	66666.000000
2021.12.06 16:00:20	12416	8388609	NaN	NaN	1026.140000	1005.980000	1.000000	0.000000	19801.000000	15134.000000	47.000000	606.795000	691.000000	66666.000000	649.360000	49.999000	33.940000	43.353000	644.700000	66666.000000	66666.000000
2021.12.06 16:00:21	12416	8388609	NaN	NaN	1026.140000	1005.960000	1.000000	0.000000	20013.000000	15128.000000	47.000000	545.257000	604.000000	66666.000000	565.920000	50.002000	33.959000	43.455000	561.840000	66666.000000	66666.000000
2021.12.06 16:00:22	12416	8388609	NaN	NaN	1026.130000	1005.960000	1.000000	0.000000	20436.000000	15124.000000	47.000000	425.345000	523.000000	66666.000000	418.890000	50.002000	33.959000	43.522000	415.870000	66666.000000	66666.000000
