$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.03 12:00:10
$Filename; CO2FT_A ZeroCycle 20211203 120010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.03 12:00:14	12416	8388609	NaN	NaN	1006.730000	995.200000	1.000000	0.000000	18567.000000	15151.000000	47.100000	957.906000	1452.000000	66666.000000	1270.180000	50.002000	34.700000	41.798000	1247.550000	66666.000000	66666.000000
2021.12.03 12:00:15	12416	8388609	NaN	NaN	1006.690000	995.180000	1.000000	0.000000	18567.000000	15151.000000	47.100000	957.906000	1452.000000	66666.000000	1270.190000	50.001000	34.690000	43.203000	1247.540000	66666.000000	66666.000000
2021.12.03 12:00:16	12416	8388609	NaN	NaN	1006.690000	995.200000	1.000000	0.000000	18972.000000	15143.000000	47.100000	841.916000	1090.000000	66666.000000	1050.810000	49.990000	34.700000	44.005000	1032.090000	66666.000000	66666.000000
2021.12.03 12:00:17	12416	8388609	NaN	NaN	1006.680000	995.210000	1.000000	0.000000	19176.000000	15140.000000	47.100000	783.810000	982.000000	66666.000000	948.500000	49.999000	34.700000	44.538000	931.610000	66666.000000	66666.000000
2021.12.03 12:00:18	12416	8388609	NaN	NaN	1006.680000	995.170000	1.000000	0.000000	19584.000000	15134.000000	47.100000	667.527000	880.000000	66666.000000	758.970000	50.000000	34.700000	44.538000	745.430000	66666.000000	66666.000000
2021.12.03 12:00:19	12416	8388609	NaN	NaN	1006.720000	995.210000	1.000000	0.000000	19788.000000	15131.000000	47.100000	609.352000	784.000000	66666.000000	671.750000	49.997000	34.700000	44.838000	659.790000	66666.000000	66666.000000
2021.12.03 12:00:20	12416	8388609	NaN	NaN	1006.720000	995.250000	1.000000	0.000000	19788.000000	15128.000000	47.100000	608.254000	609.000000	66666.000000	670.200000	49.999000	34.719000	45.006000	658.300000	66666.000000	66666.000000
2021.12.03 12:00:20	12416	8388609	NaN	NaN	1006.720000	995.210000	1.000000	0.000000	19993.000000	15125.000000	47.100000	549.763000	530.000000	66666.000000	587.740000	49.994000	34.709000	45.105000	577.280000	66666.000000	66666.000000
2021.12.03 12:00:22	12416	8388609	NaN	NaN	1006.720000	995.240000	1.000000	0.000000	20197.000000	15118.000000	47.100000	490.034000	456.000000	66666.000000	508.870000	49.996000	34.709000	45.171000	499.820000	66666.000000	66666.000000
2021.12.03 12:00:22	12416	8388609	NaN	NaN	1006.720000	995.210000	1.000000	0.000000	20606.000000	15115.000000	47.100000	374.332000	387.000000	66666.000000	371.340000	49.997000	34.700000	45.203000	364.730000	66666.000000	66666.000000
2021.12.03 12:00:23	12416	8388609	NaN	NaN	1006.730000	995.210000	1.000000	0.000000	20810.000000	15112.000000	47.100000	316.024000	264.000000	66666.000000	309.660000	49.995000	34.700000	45.203000	304.150000	66666.000000	66666.000000
2021.12.03 12:00:25	12416	8388609	NaN	NaN	1006.720000	995.220000	1.000000	0.000000	21014.000000	15109.000000	47.100000	257.694000	209.000000	66666.000000	253.100000	49.992000	34.719000	45.239000	248.600000	66666.000000	66666.000000
2021.12.03 12:00:26	12416	8388609	NaN	NaN	1006.730000	995.220000	1.000000	0.000000	21219.000000	15103.000000	47.100000	197.880000	158.000000	66666.000000	200.380000	49.994000	34.700000	45.237000	196.810000	66666.000000	66666.000000
2021.12.03 12:00:27	12416	8388609	NaN	NaN	1006.690000	995.220000	1.000000	0.000000	21628.000000	15100.000000	47.100000	82.005000	69.000000	66666.000000	113.580000	50.008000	34.700000	45.237000	111.560000	66666.000000	66666.000000
2021.12.03 12:00:28	12416	8388609	NaN	NaN	1006.710000	995.220000	1.000000	0.000000	21833.000000	15097.000000	47.100000	23.301000	34.000000	66666.000000	77.310000	49.994000	34.719000	45.272000	75.930000	66666.000000	66666.000000
2021.12.03 12:00:29	12416	8388609	NaN	NaN	1006.720000	995.220000	1.000000	0.000000	22019.000000	15095.000000	47.100000	-29.685000	22.000000	66666.000000	49.010000	50.008000	34.719000	45.272000	48.140000	66666.000000	66666.000000
2021.12.03 12:00:29	12416	8388609	NaN	NaN	1006.730000	995.240000	1.000000	0.000000	22086.000000	15093.000000	47.100000	-49.301000	17.000000	66666.000000	39.610000	49.995000	34.709000	45.271000	38.910000	66666.000000	66666.000000
2021.12.03 12:00:30	12416	8388609	NaN	NaN	1006.710000	995.240000	1.000000	0.000000	22121.000000	15092.000000	47.100000	-59.531000	15.000000	66666.000000	34.940000	49.997000	34.719000	45.339000	34.320000	66666.000000	66666.000000
2021.12.03 12:00:31	12416	8388609	NaN	NaN	1006.720000	995.220000	1.000000	0.000000	22124.000000	15092.000000	47.100000	-60.373000	15.000000	66666.000000	34.560000	50.004000	34.700000	45.303000	33.950000	66666.000000	66666.000000
2021.12.03 12:00:33	128	8388608	NaN	NaN	1006.710000	995.260000	1.000000	0.000000	22125.000000	15092.000000	47.100000	-60.653000	14.000000	66666.000000	34.440000	50.006000	34.709000	45.304000	33.820000	66666.000000	66666.000000
2021.12.03 12:00:33	128	8388608	NaN	NaN	1006.750000	995.250000	1.000000	0.000000	22126.000000	15092.000000	47.100000	-60.934000	14.000000	66666.000000	34.310000	50.011000	34.709000	45.304000	33.700000	66666.000000	66666.000000
2021.12.03 12:00:34	128	8388608	NaN	NaN	1006.730000	995.260000	1.000000	0.000000	22127.000000	15092.000000	47.100000	-61.215000	14.000000	66666.000000	34.190000	50.000000	34.709000	45.304000	33.580000	66666.000000	66666.000000
2021.12.03 12:00:36	128	8388608	NaN	NaN	1006.720000	995.250000	1.000000	0.000000	22127.000000	15092.000000	47.100000	-61.215000	14.000000	66666.000000	34.180000	49.997000	34.709000	45.337000	33.580000	66666.000000	66666.000000
2021.12.03 12:00:36	128	8388608	NaN	NaN	1006.730000	995.280000	1.000000	0.000000	22128.000000	15093.000000	47.100000	-61.084000	14.000000	66666.000000	34.240000	50.004000	34.700000	45.336000	33.640000	66666.000000	66666.000000
2021.12.03 12:00:38	128	8388608	NaN	NaN	1006.710000	995.250000	1.000000	0.000000	22128.000000	15093.000000	47.100000	-61.084000	14.000000	66666.000000	34.240000	49.989000	34.690000	45.335000	33.640000	66666.000000	66666.000000
2021.12.03 12:00:39	128	8388608	NaN	NaN	1006.730000	995.250000	1.000000	0.000000	22128.000000	15093.000000	47.100000	-61.084000	14.000000	66666.000000	34.240000	50.001000	34.709000	45.337000	33.630000	66666.000000	66666.000000
2021.12.03 12:00:40	128	8388608	NaN	NaN	1006.760000	995.290000	1.000000	0.000000	22129.000000	15093.000000	47.100000	-61.365000	14.000000	66666.000000	34.120000	49.994000	34.700000	45.336000	33.510000	66666.000000	66666.000000
2021.12.03 12:00:41	128	8388608	NaN	NaN	1006.730000	995.320000	1.000000	0.000000	22129.000000	15093.000000	47.100000	-61.365000	14.000000	66666.000000	34.120000	50.002000	34.700000	45.336000	33.520000	66666.000000	66666.000000
2021.12.03 12:00:42	128	8388608	NaN	NaN	1006.720000	995.260000	1.000000	0.000000	22129.000000	15093.000000	47.100000	-61.365000	14.000000	66666.000000	34.120000	50.001000	34.700000	45.336000	33.510000	66666.000000	66666.000000
2021.12.03 12:00:42	128	8388608	NaN	NaN	1006.750000	995.280000	1.000000	0.000000	22130.000000	15093.000000	47.100000	-61.646000	14.000000	66666.000000	33.990000	50.009000	34.709000	45.337000	33.390000	66666.000000	66666.000000
2021.12.03 12:00:44	128	8388608	NaN	NaN	1006.760000	995.280000	1.000000	0.000000	22130.000000	15093.000000	47.100000	-61.646000	14.000000	66666.000000	33.990000	49.986000	34.700000	45.369000	33.390000	66666.000000	66666.000000
2021.12.03 12:00:44	128	8388608	NaN	NaN	1006.760000	995.250000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.000000	34.709000	45.337000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:45	128	8388608	NaN	NaN	1006.760000	995.290000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.003000	34.709000	45.337000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:46	128	8388608	NaN	NaN	1006.750000	995.260000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.002000	34.700000	45.336000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:47	128	8388608	NaN	NaN	1006.750000	995.280000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.001000	34.709000	45.371000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:49	128	8388608	NaN	NaN	1006.730000	995.280000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.010000	34.719000	45.372000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:50	128	8388608	NaN	NaN	1006.750000	995.280000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	49.998000	34.700000	45.369000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:51	128	8388608	NaN	NaN	1006.780000	995.320000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.007000	34.709000	45.371000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:52	128	8388608	NaN	NaN	1006.800000	995.280000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	14.000000	66666.000000	33.810000	50.001000	34.709000	45.371000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:53	128	8388608	NaN	NaN	1006.760000	995.330000	1.000000	0.000000	22130.000000	15092.000000	47.100000	-62.057000	13.000000	66666.000000	33.810000	49.995000	34.719000	45.405000	33.210000	66666.000000	66666.000000
2021.12.03 12:00:53	128	8388608	NaN	NaN	1006.780000	995.330000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	49.996000	34.709000	45.404000	33.090000	66666.000000	66666.000000
2021.12.03 12:00:55	128	8388608	NaN	NaN	1006.780000	995.310000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.007000	34.719000	45.372000	33.090000	66666.000000	66666.000000
2021.12.03 12:00:56	128	8388608	NaN	NaN	1006.760000	995.310000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.009000	34.700000	45.369000	33.090000	66666.000000	66666.000000
2021.12.03 12:00:57	128	8388608	NaN	NaN	1006.790000	995.320000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	13.000000	66666.000000	33.690000	49.998000	34.700000	45.369000	33.090000	66666.000000	66666.000000
2021.12.03 12:00:57	128	8388608	NaN	NaN	1006.820000	995.350000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.003000	34.700000	45.403000	33.090000	66666.000000	66666.000000
2021.12.03 12:00:58	128	8388608	NaN	NaN	1006.790000	995.310000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.004000	34.709000	45.404000	33.090000	66666.000000	66666.000000
2021.12.03 12:01:00	128	8388608	NaN	NaN	1006.790000	995.290000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.011000	34.719000	45.405000	33.090000	66666.000000	66666.000000
2021.12.03 12:01:01	128	8388608	NaN	NaN	1006.790000	995.310000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.001000	34.719000	45.405000	33.090000	66666.000000	66666.000000
2021.12.03 12:01:02	128	8388608	NaN	NaN	1006.800000	995.310000	1.000000	0.000000	22131.000000	15092.000000	47.100000	-62.337000	14.000000	66666.000000	33.690000	50.002000	34.700000	45.403000	33.090000	66666.000000	66666.000000
2021.12.03 12:01:02	128	8388608	NaN	NaN	1006.800000	995.330000	1.000000	0.000000	22132.000000	15092.000000	47.100000	-62.618000	14.000000	66666.000000	33.560000	49.998000	34.700000	45.403000	32.970000	66666.000000	66666.000000
2021.12.03 12:01:03	128	8388608	NaN	NaN	1006.800000	995.330000	1.000000	0.000000	22132.000000	15093.000000	47.100000	-62.206000	13.000000	66666.000000	33.750000	50.003000	34.700000	45.436000	33.150000	66666.000000	66666.000000
2021.12.03 12:01:05	128	8388608	NaN	NaN	1006.800000	995.320000	1.000000	0.000000	22132.000000	15093.000000	47.100000	-62.206000	14.000000	66666.000000	33.740000	49.996000	34.709000	45.404000	33.150000	66666.000000	66666.000000
2021.12.03 12:01:06	128	8388608	NaN	NaN	1006.800000	995.320000	1.000000	0.000000	22132.000000	15092.000000	47.100000	-62.618000	13.000000	66666.000000	33.560000	49.997000	34.719000	45.438000	32.970000	66666.000000	66666.000000
