$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.16 16:00:10
$Filename; CO2FT_A ZeroCycle 20211216 160010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.16 16:00:14	12288	1	NaN	NaN	1040.860000	1016.510000	1.000000	0.000000	20471.000000	15139.000000	47.000000	421.224000	470.000000	66666.000000	407.860000	49.993000	34.219000	30.516000	409.170000	66666.000000	66666.000000
2021.12.16 16:00:15	12288	1	NaN	NaN	1040.900000	1016.470000	1.000000	0.000000	20655.000000	15135.000000	47.000000	368.232000	380.000000	66666.000000	350.960000	49.998000	34.230000	34.982000	352.080000	66666.000000	66666.000000
2021.12.16 16:00:16	12288	1	NaN	NaN	1040.940000	1016.470000	1.000000	0.000000	20841.000000	15131.000000	47.000000	314.652000	350.000000	66666.000000	297.430000	50.016000	34.230000	37.602000	298.370000	66666.000000	66666.000000
2021.12.16 16:00:17	12288	1	NaN	NaN	1040.970000	1016.500000	1.000000	0.000000	20935.000000	15128.000000	47.000000	287.185000	321.000000	66666.000000	271.540000	50.003000	34.230000	39.124000	272.410000	66666.000000	66666.000000
2021.12.16 16:00:18	12288	1	NaN	NaN	1041.010000	1016.510000	1.000000	0.000000	21029.000000	15127.000000	47.000000	260.484000	266.000000	66666.000000	247.400000	49.988000	34.230000	40.102000	248.190000	66666.000000	66666.000000
2021.12.16 16:00:19	12288	1	NaN	NaN	1041.030000	1016.520000	1.000000	0.000000	21123.000000	15122.000000	47.000000	232.217000	240.000000	66666.000000	222.930000	49.996000	34.230000	40.102000	223.650000	66666.000000	66666.000000
2021.12.16 16:00:20	12288	1	NaN	NaN	1041.040000	1016.520000	1.000000	0.000000	21309.000000	15119.000000	47.000000	178.950000	215.000000	66666.000000	179.870000	50.001000	34.230000	40.674000	180.450000	66666.000000	66666.000000
2021.12.16 16:00:21	12288	1	NaN	NaN	1041.030000	1016.540000	1.000000	0.000000	21403.000000	15117.000000	47.000000	151.830000	191.000000	66666.000000	159.480000	50.003000	34.239000	41.044000	160.000000	66666.000000	66666.000000
2021.12.16 16:00:22	12288	1	NaN	NaN	1041.050000	1016.480000	1.000000	0.000000	21497.000000	15115.000000	47.000000	124.703000	145.000000	66666.000000	140.110000	49.984000	34.239000	41.246000	140.550000	66666.000000	66666.000000
2021.12.16 16:00:23	12288	1	NaN	NaN	1041.080000	1016.550000	1.000000	0.000000	21590.000000	15111.000000	47.000000	97.048000	124.000000	66666.000000	121.420000	49.990000	34.230000	41.412000	121.820000	66666.000000	66666.000000
2021.12.16 16:00:24	12288	1	NaN	NaN	1041.090000	1016.540000	1.000000	0.000000	21778.000000	15109.000000	47.000000	43.559000	103.000000	66666.000000	88.330000	49.988000	34.239000	41.480000	88.620000	66666.000000	66666.000000
2021.12.16 16:00:25	12288	1	NaN	NaN	1041.120000	1016.520000	1.000000	0.000000	21871.000000	15107.000000	47.000000	16.684000	83.000000	66666.000000	73.220000	50.008000	34.239000	41.480000	73.450000	66666.000000	66666.000000
2021.12.16 16:00:26	12288	1	NaN	NaN	1041.120000	1016.540000	1.000000	0.000000	21965.000000	15105.000000	47.000000	-10.478000	46.000000	66666.000000	58.970000	49.981000	34.249000	41.582000	59.160000	66666.000000	66666.000000
2021.12.16 16:00:27	12288	1	NaN	NaN	1041.080000	1016.560000	1.000000	0.000000	22058.000000	15100.000000	47.000000	-38.597000	28.000000	66666.000000	45.310000	49.995000	34.249000	41.616000	45.460000	66666.000000	66666.000000
2021.12.16 16:00:28	12288	1	NaN	NaN	1041.120000	1016.520000	1.000000	0.000000	22192.000000	15099.000000	47.000000	-76.586000	12.000000	66666.000000	28.620000	49.997000	34.249000	41.683000	28.710000	66666.000000	66666.000000
2021.12.16 16:00:29	12288	1	NaN	NaN	1041.180000	1016.540000	1.000000	0.000000	22204.000000	15099.000000	47.000000	-79.950000	3.000000	66666.000000	27.240000	50.000000	34.249000	41.716000	27.330000	66666.000000	66666.000000
2021.12.16 16:00:30	12288	1	NaN	NaN	1041.140000	1016.550000	1.000000	0.000000	22207.000000	15099.000000	47.000000	-80.792000	2.000000	66666.000000	26.900000	49.999000	34.249000	41.750000	26.990000	66666.000000	66666.000000
2021.12.16 16:00:31	12288	1	NaN	NaN	1041.180000	1016.560000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	49.994000	34.249000	41.750000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:32	12288	1	NaN	NaN	1041.180000	1016.550000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	50.006000	34.260000	41.818000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:33	0	0	NaN	NaN	1041.190000	1016.560000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	49.994000	34.260000	41.818000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:34	0	0	NaN	NaN	1041.160000	1016.560000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	49.994000	34.249000	41.817000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:35	0	0	NaN	NaN	1041.140000	1016.560000	1.000000	0.000000	22209.000000	15099.000000	47.000000	-81.353000	2.000000	66666.000000	26.670000	49.998000	34.270000	41.852000	26.750000	66666.000000	66666.000000
2021.12.16 16:00:36	0	0	NaN	NaN	1041.160000	1016.580000	1.000000	0.000000	22209.000000	15099.000000	47.000000	-81.353000	2.000000	66666.000000	26.670000	49.992000	34.270000	41.852000	26.760000	66666.000000	66666.000000
2021.12.16 16:00:37	0	0	NaN	NaN	1041.180000	1016.590000	1.000000	0.000000	22209.000000	15099.000000	47.000000	-81.353000	2.000000	66666.000000	26.670000	49.991000	34.270000	41.852000	26.760000	66666.000000	66666.000000
2021.12.16 16:00:38	0	0	NaN	NaN	1041.190000	1016.590000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	49.997000	34.270000	41.886000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:39	0	0	NaN	NaN	1041.200000	1016.590000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	49.997000	34.270000	41.919000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:40	0	0	NaN	NaN	1041.200000	1016.610000	1.000000	0.000000	22208.000000	15099.000000	47.000000	-81.072000	2.000000	66666.000000	26.780000	50.001000	34.270000	41.886000	26.870000	66666.000000	66666.000000
2021.12.16 16:00:41	0	0	NaN	NaN	1041.190000	1016.580000	1.000000	0.000000	22209.000000	15098.000000	47.000000	-81.766000	2.000000	66666.000000	26.500000	50.007000	34.279000	41.887000	26.590000	66666.000000	66666.000000
2021.12.16 16:00:42	0	0	NaN	NaN	1041.230000	1016.580000	1.000000	0.000000	22209.000000	15099.000000	47.000000	-81.353000	2.000000	66666.000000	26.670000	49.982000	34.279000	41.887000	26.760000	66666.000000	66666.000000
2021.12.16 16:00:43	0	0	NaN	NaN	1041.230000	1016.590000	1.000000	0.000000	22209.000000	15099.000000	47.000000	-81.353000	2.000000	66666.000000	26.670000	50.007000	34.260000	41.952000	26.760000	66666.000000	66666.000000
2021.12.16 16:00:44	0	0	NaN	NaN	1041.220000	1016.590000	1.000000	0.000000	22209.000000	15098.000000	47.000000	-81.766000	2.000000	66666.000000	26.500000	49.997000	34.279000	41.954000	26.590000	66666.000000	66666.000000
2021.12.16 16:00:45	0	0	NaN	NaN	1041.230000	1016.610000	1.000000	0.000000	22209.000000	15098.000000	47.000000	-81.766000	2.000000	66666.000000	26.500000	49.995000	34.260000	41.985000	26.590000	66666.000000	66666.000000
