$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.03 20:00:10
$Filename; CO2FT_A ZeroCycle 20211203 200010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.03 20:00:14	12416	8388609	NaN	NaN	1008.550000	1000.540000	1.000000	0.000000	18803.000000	15144.000000	47.100000	889.520000	1290.000000	66666.000000	1135.730000	50.003000	34.770000	41.739000	1121.480000	66666.000000	66666.000000
2021.12.03 20:00:15	12416	8388609	NaN	NaN	1008.530000	1000.500000	1.000000	0.000000	18985.000000	15141.000000	47.100000	837.580000	1187.000000	66666.000000	1040.640000	50.001000	34.779000	43.147000	1027.550000	66666.000000	66666.000000
2021.12.03 20:00:15	12416	8388609	NaN	NaN	1008.520000	1000.510000	1.000000	0.000000	19170.000000	15138.000000	47.100000	784.780000	985.000000	66666.000000	948.100000	49.989000	34.789000	44.049000	936.180000	66666.000000	66666.000000
2021.12.03 20:00:16	12416	8388609	NaN	NaN	1008.560000	1000.460000	1.000000	0.000000	19355.000000	15131.000000	47.100000	730.527000	892.000000	66666.000000	857.210000	49.991000	34.779000	44.514000	846.390000	66666.000000	66666.000000
2021.12.03 20:00:17	12416	8388609	NaN	NaN	1008.520000	1000.470000	1.000000	0.000000	19727.000000	15128.000000	47.100000	625.328000	803.000000	66666.000000	693.860000	49.995000	34.810000	44.817000	685.110000	66666.000000	66666.000000
2021.12.03 20:00:19	12416	8388609	NaN	NaN	1008.550000	1000.510000	1.000000	0.000000	19913.000000	15126.000000	47.100000	572.529000	642.000000	66666.000000	618.020000	50.005000	34.810000	44.817000	610.250000	66666.000000	66666.000000
2021.12.03 20:00:19	12416	8388609	NaN	NaN	1008.510000	1000.480000	1.000000	0.000000	20098.000000	15123.000000	47.100000	519.623000	567.000000	66666.000000	546.260000	49.993000	34.800000	45.016000	539.370000	66666.000000	66666.000000
2021.12.03 20:00:20	12416	8388609	NaN	NaN	1008.530000	1000.510000	1.000000	0.000000	20284.000000	15116.000000	47.100000	464.914000	498.000000	66666.000000	476.440000	50.002000	34.800000	45.115000	470.450000	66666.000000	66666.000000
2021.12.03 20:00:21	12416	8388609	NaN	NaN	1008.520000	1000.510000	1.000000	0.000000	20656.000000	15114.000000	47.100000	359.941000	432.000000	66666.000000	355.070000	49.988000	34.800000	45.182000	350.610000	66666.000000	66666.000000
