$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.07 20:00:10
$Filename; CO2FT_A ZeroCycle 20211207 200010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.07 20:00:15	12288	1	NaN	NaN	1020.980000	995.220000	1.000000	0.000000	20539.000000	15145.000000	46.800000	404.444000	422.000000	66666.000000	396.020000	49.996000	32.859000	31.642000	388.980000	66666.000000	66666.000000
2021.12.07 20:00:16	12288	1	NaN	NaN	1021.030000	995.250000	1.000000	0.000000	20633.000000	15143.000000	46.800000	377.401000	390.000000	66666.000000	366.460000	50.003000	32.859000	35.332000	359.950000	66666.000000	66666.000000
2021.12.07 20:00:17	12288	1	NaN	NaN	1021.040000	995.260000	1.000000	0.000000	20728.000000	15139.000000	46.800000	349.304000	359.000000	66666.000000	336.890000	49.997000	32.870000	37.569000	330.900000	66666.000000	66666.000000
2021.12.07 20:00:18	12288	1	NaN	NaN	1021.040000	995.290000	1.000000	0.000000	20918.000000	15136.000000	46.800000	295.001000	330.000000	66666.000000	282.960000	50.001000	32.880000	38.919000	277.940000	66666.000000	66666.000000
2021.12.07 20:00:19	12288	1	NaN	NaN	1021.100000	995.290000	1.000000	0.000000	21013.000000	15134.000000	46.800000	267.647000	273.000000	66666.000000	257.380000	50.008000	32.880000	39.793000	252.820000	66666.000000	66666.000000
2021.12.07 20:00:19	12288	1	NaN	NaN	1021.130000	995.310000	1.000000	0.000000	21108.000000	15132.000000	46.800000	240.286000	247.000000	66666.000000	232.900000	49.997000	32.880000	39.793000	228.770000	66666.000000	66666.000000
2021.12.07 20:00:21	12288	1	NaN	NaN	1021.130000	995.310000	1.000000	0.000000	21299.000000	15128.000000	46.800000	185.262000	221.000000	66666.000000	186.940000	50.007000	32.889000	40.263000	183.630000	66666.000000	66666.000000
2021.12.07 20:00:22	12288	1	NaN	NaN	1021.100000	995.330000	1.000000	0.000000	21394.000000	15126.000000	46.800000	157.878000	196.000000	66666.000000	165.700000	50.010000	32.880000	40.631000	162.770000	66666.000000	66666.000000
2021.12.07 20:00:23	12288	1	NaN	NaN	1021.150000	995.330000	1.000000	0.000000	21489.000000	15124.000000	46.800000	130.488000	149.000000	66666.000000	145.530000	50.003000	32.899000	40.867000	142.960000	66666.000000	66666.000000
2021.12.07 20:00:24	12288	1	NaN	NaN	1021.130000	995.330000	1.000000	0.000000	21584.000000	15124.000000	46.800000	103.890000	127.000000	66666.000000	126.990000	50.002000	32.889000	41.000000	124.740000	66666.000000	66666.000000
