$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.06 12:00:10
$Filename; CO2FT_A ZeroCycle 20211206 120010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.06 12:00:14	12416	8388609	NaN	NaN	1024.240000	1008.130000	1.000000	0.000000	18188.000000	15159.000000	47.000000	1066.495000	1578.000000	66666.000000	1451.090000	49.998000	34.139000	41.033000	1443.760000	66666.000000	66666.000000
2021.12.06 12:00:15	12416	8388609	NaN	NaN	1024.270000	1008.160000	1.000000	0.000000	18610.000000	15154.000000	47.000000	946.901000	1439.000000	66666.000000	1213.640000	49.987000	34.149000	42.207000	1207.540000	66666.000000	66666.000000
2021.12.06 12:00:16	12416	8388609	NaN	NaN	1024.240000	1008.160000	1.000000	0.000000	18825.000000	15151.000000	47.000000	885.784000	1176.000000	66666.000000	1100.330000	50.014000	34.149000	42.943000	1094.800000	66666.000000	66666.000000
2021.12.06 12:00:17	12416	8388609	NaN	NaN	1024.270000	1008.150000	1.000000	0.000000	19041.000000	15147.000000	47.000000	824.011000	1056.000000	66666.000000	991.200000	49.994000	34.149000	42.943000	986.210000	66666.000000	66666.000000
2021.12.06 12:00:18	12416	8388609	NaN	NaN	1024.260000	1008.170000	1.000000	0.000000	19257.000000	15144.000000	47.000000	762.560000	944.000000	66666.000000	888.180000	49.998000	34.149000	43.343000	883.730000	66666.000000	66666.000000
2021.12.06 12:00:19	12416	8388609	NaN	NaN	1024.240000	1008.130000	1.000000	0.000000	19689.000000	15138.000000	47.000000	639.587000	838.000000	66666.000000	698.430000	49.984000	34.149000	43.610000	694.900000	66666.000000	66666.000000
2021.12.06 12:00:20	12416	8388609	NaN	NaN	1024.240000	1008.160000	1.000000	0.000000	19905.000000	15135.000000	47.000000	578.064000	648.000000	66666.000000	611.670000	49.998000	34.139000	43.742000	608.600000	66666.000000	66666.000000
2021.12.06 12:00:21	12416	8388609	NaN	NaN	1024.230000	1008.170000	1.000000	0.000000	20121.000000	15132.000000	47.000000	516.516000	562.000000	66666.000000	530.440000	49.998000	34.160000	43.811000	527.780000	66666.000000	66666.000000
2021.12.06 12:00:22	12416	8388609	NaN	NaN	1024.290000	1008.200000	1.000000	0.000000	20553.000000	15129.000000	47.000000	394.489000	482.000000	66666.000000	385.460000	49.997000	34.160000	43.811000	383.540000	66666.000000	66666.000000
2021.12.06 12:00:23	12416	8388609	NaN	NaN	1024.260000	1008.160000	1.000000	0.000000	20769.000000	15122.000000	47.000000	331.343000	407.000000	66666.000000	318.910000	49.996000	34.149000	43.876000	317.310000	66666.000000	66666.000000
2021.12.06 12:00:24	12416	8388609	NaN	NaN	1024.260000	1008.150000	1.000000	0.000000	20985.000000	15119.000000	47.000000	269.693000	274.000000	66666.000000	259.530000	50.002000	34.160000	43.944000	258.220000	66666.000000	66666.000000
2021.12.06 12:00:25	12416	8388609	NaN	NaN	1024.270000	1008.200000	1.000000	0.000000	21201.000000	15115.000000	47.000000	207.626000	215.000000	66666.000000	205.280000	50.001000	34.160000	43.944000	204.260000	66666.000000	66666.000000
2021.12.06 12:00:26	12416	8388609	NaN	NaN	1024.290000	1008.190000	1.000000	0.000000	21634.000000	15110.000000	47.000000	84.318000	161.000000	66666.000000	114.050000	49.997000	34.149000	43.976000	113.480000	66666.000000	66666.000000
2021.12.06 12:00:27	12416	8388609	NaN	NaN	1024.270000	1008.230000	1.000000	0.000000	21850.000000	15106.000000	47.000000	22.165000	112.000000	66666.000000	76.410000	50.005000	34.139000	43.975000	76.040000	66666.000000	66666.000000
2021.12.06 12:00:28	12416	8388609	NaN	NaN	1024.260000	1008.220000	1.000000	0.000000	22044.000000	15103.000000	47.000000	-33.442000	30.000000	66666.000000	47.480000	50.007000	34.139000	43.975000	47.240000	66666.000000	66666.000000
2021.12.06 12:00:29	12416	8388609	NaN	NaN	1024.270000	1008.220000	1.000000	0.000000	22114.000000	15100.000000	47.000000	-54.300000	18.000000	66666.000000	37.780000	49.997000	34.160000	43.977000	37.590000	66666.000000	66666.000000
2021.12.06 12:00:29	12416	8388609	NaN	NaN	1024.270000	1008.260000	1.000000	0.000000	22114.000000	15098.000000	47.000000	-55.122000	13.000000	66666.000000	37.410000	49.997000	34.169000	44.012000	37.220000	66666.000000	66666.000000
2021.12.06 12:00:31	12416	8388609	NaN	NaN	1024.270000	1008.230000	1.000000	0.000000	22151.000000	15098.000000	47.000000	-65.499000	11.000000	66666.000000	32.830000	50.009000	34.160000	44.044000	32.670000	66666.000000	66666.000000
2021.12.06 12:00:32	12416	8388609	NaN	NaN	1024.290000	1008.230000	1.000000	0.000000	22153.000000	15098.000000	47.000000	-66.059000	11.000000	66666.000000	32.590000	50.004000	34.169000	44.012000	32.430000	66666.000000	66666.000000
2021.12.06 12:00:32	12416	8388609	NaN	NaN	1024.300000	1008.230000	1.000000	0.000000	22155.000000	15098.000000	47.000000	-66.621000	11.000000	66666.000000	32.350000	49.992000	34.169000	44.012000	32.180000	66666.000000	66666.000000
2021.12.06 12:00:34	128	8388608	NaN	NaN	1024.310000	1008.240000	1.000000	0.000000	22155.000000	15098.000000	47.000000	-66.621000	11.000000	66666.000000	32.350000	49.988000	34.169000	44.012000	32.190000	66666.000000	66666.000000
2021.12.06 12:00:35	128	8388608	NaN	NaN	1024.260000	1008.230000	1.000000	0.000000	22156.000000	15097.000000	47.000000	-67.313000	10.000000	66666.000000	32.050000	50.001000	34.149000	44.009000	31.890000	66666.000000	66666.000000
2021.12.06 12:00:36	128	8388608	NaN	NaN	1024.310000	1008.270000	1.000000	0.000000	22156.000000	15097.000000	47.000000	-67.313000	10.000000	66666.000000	32.050000	49.997000	34.169000	44.045000	31.890000	66666.000000	66666.000000
2021.12.06 12:00:37	128	8388608	NaN	NaN	1024.300000	1008.230000	1.000000	0.000000	22157.000000	15097.000000	47.000000	-67.593000	10.000000	66666.000000	31.930000	49.996000	34.160000	44.044000	31.770000	66666.000000	66666.000000
2021.12.06 12:00:38	128	8388608	NaN	NaN	1024.300000	1008.220000	1.000000	0.000000	22157.000000	15097.000000	47.000000	-67.593000	10.000000	66666.000000	31.930000	50.003000	34.169000	44.045000	31.770000	66666.000000	66666.000000
2021.12.06 12:00:39	128	8388608	NaN	NaN	1024.270000	1008.260000	1.000000	0.000000	22157.000000	15097.000000	47.000000	-67.593000	10.000000	66666.000000	31.920000	50.004000	34.169000	44.045000	31.770000	66666.000000	66666.000000
2021.12.06 12:00:40	128	8388608	NaN	NaN	1024.290000	1008.240000	1.000000	0.000000	22158.000000	15097.000000	47.000000	-67.873000	10.000000	66666.000000	31.800000	49.998000	34.179000	44.079000	31.650000	66666.000000	66666.000000
2021.12.06 12:00:40	128	8388608	NaN	NaN	1024.290000	1008.240000	1.000000	0.000000	22158.000000	15098.000000	47.000000	-67.462000	10.000000	66666.000000	31.980000	50.000000	34.179000	44.046000	31.820000	66666.000000	66666.000000
2021.12.06 12:00:42	128	8388608	NaN	NaN	1024.300000	1008.260000	1.000000	0.000000	22159.000000	15097.000000	47.000000	-68.154000	10.000000	66666.000000	31.680000	49.996000	34.179000	44.046000	31.530000	66666.000000	66666.000000
2021.12.06 12:00:42	128	8388608	NaN	NaN	1024.270000	1008.260000	1.000000	0.000000	22159.000000	15097.000000	47.000000	-68.154000	10.000000	66666.000000	31.680000	49.998000	34.179000	44.046000	31.530000	66666.000000	66666.000000
2021.12.06 12:00:44	128	8388608	NaN	NaN	1024.310000	1008.270000	1.000000	0.000000	22159.000000	15097.000000	47.000000	-68.154000	10.000000	66666.000000	31.680000	49.988000	34.169000	44.045000	31.530000	66666.000000	66666.000000
2021.12.06 12:00:45	128	8388608	NaN	NaN	1024.290000	1008.280000	1.000000	0.000000	22159.000000	15098.000000	47.000000	-67.743000	10.000000	66666.000000	31.860000	50.002000	34.169000	44.045000	31.700000	66666.000000	66666.000000
2021.12.06 12:00:46	128	8388608	NaN	NaN	1024.270000	1008.270000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.005000	34.169000	44.045000	31.580000	66666.000000	66666.000000
2021.12.06 12:00:47	128	8388608	NaN	NaN	1024.330000	1008.260000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.000000	34.169000	44.078000	31.590000	66666.000000	66666.000000
2021.12.06 12:00:48	128	8388608	NaN	NaN	1024.300000	1008.300000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.002000	34.149000	44.076000	31.590000	66666.000000	66666.000000
2021.12.06 12:00:49	128	8388608	NaN	NaN	1024.340000	1008.260000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	49.989000	34.149000	44.076000	31.590000	66666.000000	66666.000000
2021.12.06 12:00:50	128	8388608	NaN	NaN	1024.310000	1008.270000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	49.997000	34.149000	44.076000	31.590000	66666.000000	66666.000000
2021.12.06 12:00:51	128	8388608	NaN	NaN	1024.340000	1008.300000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.003000	34.169000	44.078000	31.590000	66666.000000	66666.000000
2021.12.06 12:00:52	128	8388608	NaN	NaN	1024.350000	1008.310000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	49.997000	34.169000	44.078000	31.470000	66666.000000	66666.000000
2021.12.06 12:00:53	128	8388608	NaN	NaN	1024.340000	1008.300000	1.000000	0.000000	22161.000000	15099.000000	47.000000	-67.892000	10.000000	66666.000000	31.800000	49.998000	34.160000	44.077000	31.640000	66666.000000	66666.000000
2021.12.06 12:00:54	128	8388608	NaN	NaN	1024.340000	1008.280000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	50.012000	34.169000	44.112000	31.470000	66666.000000	66666.000000
2021.12.06 12:00:55	128	8388608	NaN	NaN	1024.330000	1008.280000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	49.991000	34.179000	44.079000	31.460000	66666.000000	66666.000000
2021.12.06 12:00:55	128	8388608	NaN	NaN	1024.380000	1008.310000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	50.006000	34.179000	44.079000	31.470000	66666.000000	66666.000000
2021.12.06 12:00:57	128	8388608	NaN	NaN	1024.330000	1008.300000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	49.994000	34.160000	44.077000	31.470000	66666.000000	66666.000000
2021.12.06 12:00:58	128	8388608	NaN	NaN	1024.340000	1008.310000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	50.004000	34.169000	44.112000	31.470000	66666.000000	66666.000000
2021.12.06 12:00:59	128	8388608	NaN	NaN	1024.310000	1008.300000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	49.995000	34.169000	44.112000	31.470000	66666.000000	66666.000000
2021.12.06 12:01:00	128	8388608	NaN	NaN	1024.340000	1008.280000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	50.005000	34.169000	44.112000	31.470000	66666.000000	66666.000000
2021.12.06 12:01:00	128	8388608	NaN	NaN	1024.340000	1008.310000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	50.001000	34.160000	44.110000	31.470000	66666.000000	66666.000000
2021.12.06 12:01:02	128	8388608	NaN	NaN	1024.370000	1008.310000	1.000000	0.000000	22161.000000	15098.000000	47.000000	-68.303000	10.000000	66666.000000	31.620000	49.992000	34.160000	44.110000	31.470000	66666.000000	66666.000000
2021.12.06 12:01:03	128	8388608	NaN	NaN	1024.380000	1008.320000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.008000	34.149000	44.109000	31.590000	66666.000000	66666.000000
2021.12.06 12:01:04	128	8388608	NaN	NaN	1024.380000	1008.310000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	49.993000	34.160000	44.110000	31.590000	66666.000000	66666.000000
2021.12.06 12:01:05	128	8388608	NaN	NaN	1024.400000	1008.320000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	49.999000	34.169000	44.112000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:06	128	8388608	NaN	NaN	1024.410000	1008.340000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	49.990000	34.169000	44.145000	31.590000	66666.000000	66666.000000
2021.12.06 12:01:07	128	8388608	NaN	NaN	1024.350000	1008.310000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	49.992000	34.169000	44.145000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:08	128	8388608	NaN	NaN	1024.400000	1008.300000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	49.998000	34.169000	44.112000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:09	128	8388608	NaN	NaN	1024.350000	1008.320000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	50.001000	34.169000	44.145000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:10	128	8388608	NaN	NaN	1024.380000	1008.350000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	50.000000	34.169000	44.145000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:11	128	8388608	NaN	NaN	1024.400000	1008.350000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	50.000000	34.160000	44.144000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:12	128	8388608	NaN	NaN	1024.370000	1008.340000	1.000000	0.000000	22160.000000	15098.000000	47.000000	-68.023000	10.000000	66666.000000	31.740000	50.005000	34.169000	44.145000	31.590000	66666.000000	66666.000000
2021.12.06 12:01:13	128	8388608	NaN	NaN	1024.400000	1008.350000	1.000000	0.000000	22160.000000	15097.000000	47.000000	-68.435000	10.000000	66666.000000	31.570000	49.989000	34.169000	44.145000	31.410000	66666.000000	66666.000000
2021.12.06 12:01:13	128	8388608	NaN	NaN	1024.440000	1008.340000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.002000	34.169000	44.145000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:15	128	8388608	NaN	NaN	1024.420000	1008.350000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.005000	34.160000	44.144000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:16	128	8388608	NaN	NaN	1024.400000	1008.350000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.013000	34.169000	44.145000	31.290000	66666.000000	66666.000000
2021.12.06 12:01:17	128	8388608	NaN	NaN	1024.420000	1008.350000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.020000	34.179000	44.179000	31.290000	66666.000000	66666.000000
2021.12.06 12:01:18	128	8388608	NaN	NaN	1024.440000	1008.370000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	49.992000	34.179000	44.179000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:18	128	8388608	NaN	NaN	1024.420000	1008.380000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	49.990000	34.160000	44.177000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:20	128	8388608	NaN	NaN	1024.450000	1008.380000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	49.998000	34.169000	44.145000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:21	128	8388608	NaN	NaN	1024.440000	1008.370000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	49.998000	34.160000	44.144000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:22	128	8388608	NaN	NaN	1024.440000	1008.370000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	49.990000	34.160000	44.177000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:23	128	8388608	NaN	NaN	1024.440000	1008.410000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	9.000000	66666.000000	31.450000	50.004000	34.169000	44.145000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:24	128	8388608	NaN	NaN	1024.450000	1008.390000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.003000	34.169000	44.145000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:25	128	8388608	NaN	NaN	1024.440000	1008.380000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.010000	34.169000	44.178000	31.300000	66666.000000	66666.000000
2021.12.06 12:01:26	128	8388608	NaN	NaN	1024.410000	1008.410000	1.000000	0.000000	22161.000000	15097.000000	47.000000	-68.715000	10.000000	66666.000000	31.450000	50.013000	34.160000	44.177000	31.300000	66666.000000	66666.000000
