$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.16 04:00:10
$Filename; CO2FT_A ZeroCycle 20211216 040010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.16 04:00:14	12288	1	NaN	NaN	1031.120000	1013.340000	1.000000	0.000000	20455.000000	15143.000000	46.900000	427.192000	417.000000	66666.000000	418.370000	49.993000	33.789000	33.369000	418.400000	66666.000000	66666.000000
2021.12.16 04:00:15	12288	1	NaN	NaN	1031.260000	1013.320000	1.000000	0.000000	20548.000000	15141.000000	46.900000	400.428000	385.000000	66666.000000	388.490000	50.002000	33.789000	33.369000	388.520000	66666.000000	66666.000000
2021.12.16 04:00:16	12288	1	NaN	NaN	1031.250000	1013.350000	1.000000	0.000000	20643.000000	15136.000000	46.900000	371.952000	355.000000	66666.000000	357.910000	49.998000	33.800000	36.508000	357.950000	66666.000000	66666.000000
2021.12.16 04:00:17	12288	1	NaN	NaN	1031.290000	1013.360000	1.000000	0.000000	20834.000000	15134.000000	46.900000	317.748000	296.000000	66666.000000	302.860000	49.992000	33.810000	38.305000	302.900000	66666.000000	66666.000000
2021.12.16 04:00:18	12288	1	NaN	NaN	1031.330000	1013.360000	1.000000	0.000000	20930.000000	15132.000000	46.900000	290.114000	268.000000	66666.000000	276.380000	50.007000	33.789000	39.416000	276.410000	66666.000000	66666.000000
2021.12.16 04:00:19	12288	1	NaN	NaN	1031.340000	1013.410000	1.000000	0.000000	21026.000000	15129.000000	46.900000	262.083000	241.000000	66666.000000	250.670000	50.000000	33.800000	40.090000	250.710000	66666.000000	66666.000000
2021.12.16 04:00:20	12288	1	NaN	NaN	1031.360000	1013.390000	1.000000	0.000000	21218.000000	15125.000000	46.900000	206.774000	216.000000	66666.000000	203.210000	49.992000	33.810000	40.528000	203.230000	66666.000000	66666.000000
2021.12.16 04:00:21	12288	1	NaN	NaN	1031.390000	1013.420000	1.000000	0.000000	21313.000000	15123.000000	46.900000	179.389000	167.000000	66666.000000	181.310000	49.994000	33.810000	40.528000	181.340000	66666.000000	66666.000000
2021.12.16 04:00:22	12288	1	NaN	NaN	1031.370000	1013.410000	1.000000	0.000000	21409.000000	15120.000000	46.900000	151.319000	144.000000	66666.000000	159.990000	49.984000	33.810000	40.763000	160.010000	66666.000000	66666.000000
