$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.15 00:00:10
$Filename; CO2FT_A ZeroCycle 20211215 000010.txt 
$Type; HydroC CO2FT ()
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$DATASETS
$Timestamp	Quality	Info	Longitude	Latitude	P_NDIR	P_In	State_Zero	State_Flush	Signal_Raw	Signal_Ref	T_Sensor	Signal_Proc	Conc_Estimate	PCO2_Corr	XCO2_Corr	T_Control	T_Gas	H_Gas	PCO2_Corr_Zero	PCO2_Corr_Flush	PCO2_Comp
$Date Time	Flags	Flags	Deg	Deg	mbar	mbar	On/Off	On/Off	LSB	LSB	°C	digits	ppm	µatm	ppm	°C	°C	%RH	µatm	µatm	µatm
2021.12.15 00:00:15	12288	1	NaN	NaN	1025.850000	1006.250000	1.000000	0.000000	20465.000000	15140.000000	47.000000	423.280000	412.000000	66666.000000	416.540000	50.000000	33.880000	34.027000	413.660000	66666.000000	66666.000000
2021.12.15 00:00:16	12288	1	NaN	NaN	1025.890000	1006.270000	1.000000	0.000000	20560.000000	15136.000000	47.000000	395.191000	380.000000	66666.000000	385.140000	49.998000	33.870000	36.956000	382.490000	66666.000000	66666.000000
2021.12.15 00:00:17	12288	1	NaN	NaN	1025.910000	1006.290000	1.000000	0.000000	20752.000000	15134.000000	47.000000	340.710000	320.000000	66666.000000	327.560000	49.988000	33.880000	38.717000	325.310000	66666.000000	66666.000000
2021.12.15 00:00:18	12288	1	NaN	NaN	1025.920000	1006.310000	1.000000	0.000000	20848.000000	15132.000000	47.000000	313.079000	291.000000	66666.000000	299.980000	50.001000	33.880000	38.717000	297.920000	66666.000000	66666.000000
2021.12.15 00:00:19	12288	1	NaN	NaN	1025.920000	1006.320000	1.000000	0.000000	20943.000000	15129.000000	47.000000	285.333000	263.000000	66666.000000	273.410000	49.990000	33.899000	39.764000	271.540000	66666.000000	66666.000000
2021.12.15 00:00:20	12288	1	NaN	NaN	1025.990000	1006.330000	1.000000	0.000000	21137.000000	15125.000000	47.000000	229.470000	237.000000	66666.000000	223.220000	49.997000	33.880000	40.368000	221.700000	66666.000000	66666.000000
2021.12.15 00:00:21	12288	1	NaN	NaN	1025.990000	1006.330000	1.000000	0.000000	21233.000000	15123.000000	47.000000	201.808000	186.000000	66666.000000	200.060000	50.001000	33.899000	40.773000	198.700000	66666.000000	66666.000000
2021.12.15 00:00:22	12288	1	NaN	NaN	1026.000000	1006.360000	1.000000	0.000000	21329.000000	15121.000000	47.000000	174.138000	163.000000	66666.000000	177.980000	49.994000	33.899000	41.075000	176.770000	66666.000000	66666.000000
2021.12.15 00:00:23	12288	1	NaN	NaN	1026.030000	1006.390000	1.000000	0.000000	21424.000000	15116.000000	47.000000	145.551000	140.000000	66666.000000	156.330000	49.987000	33.910000	41.244000	155.270000	66666.000000	66666.000000
2021.12.15 00:00:24	12288	1	NaN	NaN	1026.000000	1006.330000	1.000000	0.000000	21618.000000	15114.000000	47.000000	90.405000	118.000000	66666.000000	117.890000	49.990000	33.910000	41.244000	117.090000	66666.000000	66666.000000
2021.12.15 00:00:25	12288	1	NaN	NaN	1026.000000	1006.360000	1.000000	0.000000	21715.000000	15112.000000	47.000000	62.423000	76.000000	66666.000000	100.060000	50.010000	33.899000	41.343000	99.380000	66666.000000	66666.000000
2021.12.15 00:00:26	12288	1	NaN	NaN	1026.030000	1006.390000	1.000000	0.000000	21810.000000	15109.000000	47.000000	34.591000	57.000000	66666.000000	83.440000	49.993000	33.910000	41.445000	82.880000	66666.000000	66666.000000
2021.12.15 00:00:27	12288	1	NaN	NaN	1026.060000	1006.430000	1.000000	0.000000	21810.000000	15109.000000	47.000000	34.591000	57.000000	66666.000000	83.440000	49.997000	33.899000	41.511000	82.880000	66666.000000	66666.000000
2021.12.15 00:00:28	12288	1	NaN	NaN	1026.060000	1006.390000	1.000000	0.000000	22099.000000	15103.000000	47.000000	-48.863000	21.000000	66666.000000	40.300000	49.998000	33.899000	41.544000	40.030000	66666.000000	66666.000000
2021.12.15 00:00:29	12288	1	NaN	NaN	1026.060000	1006.440000	1.000000	0.000000	22175.000000	15101.000000	47.000000	-70.994000	5.000000	66666.000000	30.550000	49.993000	33.910000	41.579000	30.340000	66666.000000	66666.000000
2021.12.15 00:00:30	12288	1	NaN	NaN	1026.080000	1006.460000	1.000000	0.000000	22195.000000	15100.000000	47.000000	-77.015000	4.000000	66666.000000	28.010000	49.994000	33.910000	41.579000	27.830000	66666.000000	66666.000000
2021.12.15 00:00:31	12288	1	NaN	NaN	1026.080000	1006.440000	1.000000	0.000000	22201.000000	15100.000000	47.000000	-78.697000	3.000000	66666.000000	27.320000	49.987000	33.899000	41.611000	27.130000	66666.000000	66666.000000
2021.12.15 00:00:32	12288	1	NaN	NaN	1026.100000	1006.440000	1.000000	0.000000	22202.000000	15099.000000	47.000000	-79.390000	3.000000	66666.000000	27.030000	49.990000	33.899000	41.645000	26.850000	66666.000000	66666.000000
2021.12.15 00:00:33	12288	1	NaN	NaN	1026.110000	1006.460000	1.000000	0.000000	22202.000000	15099.000000	47.000000	-79.390000	3.000000	66666.000000	27.030000	49.996000	33.910000	41.646000	26.850000	66666.000000	66666.000000
2021.12.15 00:00:34	0	0	NaN	NaN	1026.130000	1006.460000	1.000000	0.000000	22202.000000	15099.000000	47.000000	-79.390000	3.000000	66666.000000	27.030000	49.999000	33.910000	41.679000	26.850000	66666.000000	66666.000000
2021.12.15 00:00:35	0	0	NaN	NaN	1026.070000	1006.500000	1.000000	0.000000	22203.000000	15100.000000	47.000000	-79.258000	3.000000	66666.000000	27.080000	50.011000	33.910000	41.679000	26.900000	66666.000000	66666.000000
2021.12.15 00:00:36	0	0	NaN	NaN	1026.110000	1006.500000	1.000000	0.000000	22203.000000	15100.000000	47.000000	-79.258000	3.000000	66666.000000	27.080000	50.004000	33.919000	41.714000	26.900000	66666.000000	66666.000000
2021.12.15 00:00:37	0	0	NaN	NaN	1026.080000	1006.500000	1.000000	0.000000	22203.000000	15099.000000	47.000000	-79.671000	3.000000	66666.000000	26.920000	50.012000	33.899000	41.712000	26.740000	66666.000000	66666.000000
2021.12.15 00:00:38	0	0	NaN	NaN	1026.150000	1006.500000	1.000000	0.000000	22203.000000	15099.000000	47.000000	-79.671000	3.000000	66666.000000	26.920000	49.988000	33.919000	41.747000	26.740000	66666.000000	66666.000000
2021.12.15 00:00:39	0	0	NaN	NaN	1026.130000	1006.530000	1.000000	0.000000	22202.000000	15098.000000	47.000000	-79.802000	3.000000	66666.000000	26.860000	50.004000	33.929000	41.782000	26.680000	66666.000000	66666.000000
2021.12.15 00:00:40	0	0	NaN	NaN	1026.170000	1006.530000	1.000000	0.000000	22203.000000	15099.000000	47.000000	-79.671000	3.000000	66666.000000	26.920000	49.998000	33.910000	41.780000	26.740000	66666.000000	66666.000000
2021.12.15 00:00:41	0	0	NaN	NaN	1026.110000	1006.530000	1.000000	0.000000	22204.000000	15099.000000	47.000000	-79.950000	3.000000	66666.000000	26.800000	50.012000	33.910000	41.780000	26.620000	66666.000000	66666.000000
2021.12.15 00:00:42	0	0	NaN	NaN	1026.150000	1006.550000	1.000000	0.000000	22204.000000	15098.000000	47.000000	-80.363000	3.000000	66666.000000	26.630000	50.012000	33.919000	41.781000	26.450000	66666.000000	66666.000000
2021.12.15 00:00:43	0	0	NaN	NaN	1026.150000	1006.530000	1.000000	0.000000	22202.000000	15098.000000	47.000000	-79.802000	3.000000	66666.000000	26.860000	49.988000	33.919000	41.814000	26.680000	66666.000000	66666.000000
2021.12.15 00:00:44	0	0	NaN	NaN	1026.150000	1006.550000	1.000000	0.000000	22202.000000	15098.000000	47.000000	-79.802000	3.000000	66666.000000	26.860000	50.003000	33.919000	41.814000	26.680000	66666.000000	66666.000000
2021.12.15 00:00:45	0	0	NaN	NaN	1026.140000	1006.550000	1.000000	0.000000	22204.000000	15099.000000	47.000000	-79.950000	3.000000	66666.000000	26.800000	49.990000	33.919000	41.848000	26.620000	66666.000000	66666.000000
2021.12.15 00:00:46	0	0	NaN	NaN	1026.150000	1006.570000	1.000000	0.000000	22205.000000	15099.000000	47.000000	-80.231000	3.000000	66666.000000	26.680000	50.006000	33.919000	41.848000	26.510000	66666.000000	66666.000000
2021.12.15 00:00:47	0	0	NaN	NaN	1026.130000	1006.580000	1.000000	0.000000	22203.000000	15098.000000	47.000000	-80.083000	3.000000	66666.000000	26.750000	50.002000	33.919000	41.848000	26.570000	66666.000000	66666.000000
2021.12.15 00:00:48	0	0	NaN	NaN	1026.170000	1006.610000	1.000000	0.000000	22203.000000	15098.000000	47.000000	-80.083000	3.000000	66666.000000	26.750000	49.987000	33.919000	41.848000	26.570000	66666.000000	66666.000000
