$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.14 00:00:03
$Filename; CO2FT_A_PCO2_Corr_20211214.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; PCO2_Corr, µatm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, µatm; Float
$8; Maximum; µatm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	PCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	µatm	Flags	Cnt	Sec	MR	µatm	µatm	Units	Deg	Deg	Units	Flags
2021.12.14 00:00:00	485.634000	0	60	60	1	484.380000	486.780000	0.478438	NaN	NaN	48563.400000	9
2021.12.14 00:01:00	484.347273	0	11	11	1	483.990000	484.880000	0.116182	NaN	NaN	48434.727273	9
2021.12.14 00:02:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:03:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:04:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:05:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:06:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:07:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:08:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:09:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:10:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:11:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:12:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:13:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:14:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:15:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:16:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.14 00:17:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.14 00:18:00	454.705208	0	48	48	1	453.560000	455.810000	0.385081	NaN	NaN	45470.520833	9
2021.12.14 00:19:00	456.846833	0	60	60	1	455.620000	457.920000	0.295388	NaN	NaN	45684.683333	0
2021.12.14 00:20:00	458.741500	0	60	60	1	457.360000	459.730000	0.351515	NaN	NaN	45874.150000	0
2021.12.14 00:21:00	460.602000	0	60	60	1	459.510000	461.560000	0.278389	NaN	NaN	46060.200000	0
2021.12.14 00:22:00	462.007833	0	60	60	1	460.930000	463.320000	0.503143	NaN	NaN	46200.783333	0
2021.12.14 00:23:00	463.838833	0	60	60	1	462.740000	465.260000	0.310749	NaN	NaN	46383.883333	9
2021.12.14 00:24:00	466.592667	0	60	60	1	465.160000	468.010000	0.599705	NaN	NaN	46659.266667	9
2021.12.14 00:25:00	469.440833	0	60	60	1	467.640000	470.880000	1.011879	NaN	NaN	46944.083333	0
2021.12.14 00:26:00	472.084833	0	60	60	1	470.620000	473.220000	0.579561	NaN	NaN	47208.483333	0
2021.12.14 00:27:00	474.022333	0	60	60	1	472.790000	475.020000	0.380398	NaN	NaN	47402.233333	9
2021.12.14 00:28:00	475.294667	0	60	60	1	474.500000	475.700000	0.087073	NaN	NaN	47529.466667	9
2021.12.14 00:29:00	475.996333	0	60	60	1	475.080000	476.800000	0.124949	NaN	NaN	47599.633333	0
2021.12.14 00:30:00	476.165167	0	60	60	1	475.740000	476.860000	0.057697	NaN	NaN	47616.516667	0
2021.12.14 00:31:00	476.333667	0	60	60	1	475.770000	477.080000	0.055783	NaN	NaN	47633.366667	0
2021.12.14 00:32:00	476.498500	0	60	60	1	475.990000	477.200000	0.102715	NaN	NaN	47649.850000	0
2021.12.14 00:33:00	476.600167	0	60	60	1	476.090000	477.460000	0.105405	NaN	NaN	47660.016667	9
2021.12.14 00:34:00	476.788333	0	60	60	1	476.080000	477.480000	0.119919	NaN	NaN	47678.833333	9
2021.12.14 00:35:00	477.223167	0	60	60	1	476.070000	477.820000	0.139602	NaN	NaN	47722.316667	9
2021.12.14 00:36:00	477.571167	0	60	60	1	477.090000	478.060000	0.040007	NaN	NaN	47757.116667	9
2021.12.14 00:37:00	477.280500	0	60	60	1	476.740000	477.700000	0.079798	NaN	NaN	47728.050000	9
2021.12.14 00:38:00	476.696333	0	60	60	1	475.730000	477.480000	0.148237	NaN	NaN	47669.633333	0
2021.12.14 00:39:00	475.545833	0	60	60	1	475.080000	476.260000	0.091770	NaN	NaN	47554.583333	0
2021.12.14 00:40:00	474.478500	0	60	59	1	473.630000	475.380000	0.195389	NaN	NaN	47447.850000	9
2021.12.14 00:41:00	473.509833	0	60	60	1	472.690000	474.370000	0.148846	NaN	NaN	47350.983333	0
2021.12.14 00:42:00	472.223667	0	60	60	1	470.940000	473.370000	0.441539	NaN	NaN	47222.366667	9
2021.12.14 00:43:00	471.286500	0	60	60	1	470.740000	472.180000	0.098254	NaN	NaN	47128.650000	9
2021.12.14 00:44:00	470.442833	0	60	60	1	469.850000	471.340000	0.137651	NaN	NaN	47044.283333	0
2021.12.14 00:45:00	469.648000	0	60	60	1	468.930000	471.050000	0.308267	NaN	NaN	46964.800000	0
2021.12.14 00:46:00	469.254500	0	60	60	1	468.830000	469.960000	0.100669	NaN	NaN	46925.450000	0
2021.12.14 00:47:00	469.939833	0	60	60	1	469.330000	470.370000	0.062781	NaN	NaN	46993.983333	9
2021.12.14 00:48:00	469.946000	0	60	60	1	469.620000	470.660000	0.050892	NaN	NaN	46994.600000	0
2021.12.14 00:49:00	470.219833	0	60	60	1	469.550000	471.010000	0.088815	NaN	NaN	47021.983333	9
2021.12.14 00:50:00	470.686667	0	60	60	1	469.980000	471.370000	0.121294	NaN	NaN	47068.666667	9
2021.12.14 00:51:00	470.953500	0	60	60	1	470.100000	471.600000	0.196010	NaN	NaN	47095.350000	0
2021.12.14 00:52:00	471.713833	0	60	61	1	471.120000	472.050000	0.049471	NaN	NaN	47171.383333	9
2021.12.14 00:53:00	472.066833	0	60	60	1	471.460000	472.690000	0.064988	NaN	NaN	47206.683333	9
2021.12.14 00:54:00	472.706500	0	60	60	1	472.100000	473.180000	0.074799	NaN	NaN	47270.650000	0
2021.12.14 00:55:00	473.422500	0	60	60	1	472.340000	474.200000	0.250568	NaN	NaN	47342.250000	9
2021.12.14 00:56:00	473.824500	0	60	60	1	473.220000	474.620000	0.180168	NaN	NaN	47382.450000	9
2021.12.14 00:57:00	474.739833	0	60	60	1	474.100000	475.500000	0.119656	NaN	NaN	47473.983333	0
2021.12.14 00:58:00	475.410167	0	60	60	1	474.190000	476.480000	0.329280	NaN	NaN	47541.016667	9
2021.12.14 00:59:00	476.250833	0	60	60	1	475.820000	476.860000	0.071570	NaN	NaN	47625.083333	9
2021.12.14 01:00:00	477.168333	0	60	60	1	476.350000	477.980000	0.109679	NaN	NaN	47716.833333	9
2021.12.14 01:01:00	477.966667	0	60	60	1	477.030000	478.800000	0.323660	NaN	NaN	47796.666667	9
2021.12.14 01:02:00	479.055333	0	60	60	1	478.590000	479.930000	0.062846	NaN	NaN	47905.533333	0
2021.12.14 01:03:00	479.374000	0	60	60	1	478.660000	480.440000	0.194126	NaN	NaN	47937.400000	0
2021.12.14 01:04:00	479.867000	0	60	60	1	479.090000	480.490000	0.124794	NaN	NaN	47986.700000	9
2021.12.14 01:05:00	480.209667	0	60	60	1	479.580000	480.970000	0.079905	NaN	NaN	48020.966667	0
2021.12.14 01:06:00	479.848500	0	60	60	1	479.160000	480.490000	0.082515	NaN	NaN	47984.850000	0
2021.12.14 01:07:00	479.998500	0	60	60	1	479.250000	480.800000	0.094267	NaN	NaN	47999.850000	0
2021.12.14 01:08:00	480.173333	0	60	60	1	479.510000	480.750000	0.078856	NaN	NaN	48017.333333	0
2021.12.14 01:09:00	479.920167	0	60	60	1	479.020000	480.800000	0.146303	NaN	NaN	47992.016667	0
2021.12.14 01:10:00	479.633833	0	60	60	1	479.030000	480.060000	0.050471	NaN	NaN	47963.383333	9
2021.12.14 01:11:00	479.424500	0	60	60	1	478.930000	480.050000	0.061632	NaN	NaN	47942.450000	9
2021.12.14 01:12:00	479.146500	0	60	60	1	478.530000	479.840000	0.092823	NaN	NaN	47914.650000	0
2021.12.14 01:13:00	478.874500	0	60	60	1	478.220000	479.490000	0.064246	NaN	NaN	47887.450000	0
2021.12.14 01:14:00	478.233833	0	60	60	1	477.660000	478.690000	0.097431	NaN	NaN	47823.383333	0
2021.12.14 01:15:00	477.983667	0	60	60	1	477.450000	478.500000	0.071091	NaN	NaN	47798.366667	9
2021.12.14 01:16:00	477.822500	0	60	60	1	477.290000	478.210000	0.052690	NaN	NaN	47782.250000	9
2021.12.14 01:17:00	477.526833	0	60	60	1	477.100000	478.030000	0.040320	NaN	NaN	47752.683333	0
2021.12.14 01:18:00	477.610833	0	60	60	1	477.020000	478.230000	0.056913	NaN	NaN	47761.083333	9
2021.12.14 01:19:00	477.322333	0	60	60	1	476.400000	477.910000	0.126113	NaN	NaN	47732.233333	0
2021.12.14 01:20:00	477.359667	0	60	60	1	476.870000	477.840000	0.084474	NaN	NaN	47735.966667	0
2021.12.14 01:21:00	477.274833	0	60	60	1	476.550000	477.810000	0.113208	NaN	NaN	47727.483333	9
2021.12.14 01:22:00	477.370667	0	60	60	1	476.490000	478.300000	0.244586	NaN	NaN	47737.066667	0
2021.12.14 01:23:00	477.426667	0	60	60	1	476.900000	477.900000	0.044212	NaN	NaN	47742.666667	0
2021.12.14 01:24:00	477.486333	0	60	60	1	476.950000	477.840000	0.055617	NaN	NaN	47748.633333	0
2021.12.14 01:25:00	477.663500	0	60	60	1	477.230000	478.130000	0.047898	NaN	NaN	47766.350000	9
2021.12.14 01:26:00	477.908667	0	60	60	1	477.390000	478.590000	0.087866	NaN	NaN	47790.866667	9
2021.12.14 01:27:00	478.385167	0	60	60	1	478.020000	479.020000	0.065727	NaN	NaN	47838.516667	9
2021.12.14 01:28:00	478.006000	0	60	60	1	477.330000	478.640000	0.083997	NaN	NaN	47800.600000	9
2021.12.14 01:29:00	477.947500	0	60	60	1	477.360000	478.440000	0.059995	NaN	NaN	47794.750000	9
2021.12.14 01:30:00	478.123333	0	60	60	1	477.450000	478.800000	0.098290	NaN	NaN	47812.333333	9
2021.12.14 01:31:00	477.845833	0	60	60	1	477.230000	478.230000	0.053174	NaN	NaN	47784.583333	0
2021.12.14 01:32:00	477.685167	0	60	60	1	476.850000	478.230000	0.155619	NaN	NaN	47768.516667	0
2021.12.14 01:33:00	477.448333	0	60	60	1	476.820000	478.010000	0.096333	NaN	NaN	47744.833333	0
2021.12.14 01:34:00	477.071167	0	60	60	1	476.600000	478.010000	0.131346	NaN	NaN	47707.116667	0
2021.12.14 01:35:00	476.722667	0	60	60	1	475.970000	477.680000	0.159779	NaN	NaN	47672.266667	9
2021.12.14 01:36:00	476.107667	0	60	60	1	475.490000	476.820000	0.153174	NaN	NaN	47610.766667	0
2021.12.14 01:37:00	475.584833	0	60	60	1	475.000000	476.160000	0.062649	NaN	NaN	47558.483333	9
2021.12.14 01:38:00	475.302667	0	60	60	1	474.270000	476.480000	0.248783	NaN	NaN	47530.266667	9
2021.12.14 01:39:00	474.581333	0	60	60	1	473.810000	475.480000	0.141117	NaN	NaN	47458.133333	0
2021.12.14 01:40:00	473.821833	0	60	60	1	472.940000	474.450000	0.123825	NaN	NaN	47382.183333	9
2021.12.14 01:41:00	473.025500	0	60	60	1	472.260000	473.810000	0.151418	NaN	NaN	47302.550000	0
2021.12.14 01:42:00	472.315167	0	60	60	1	471.670000	473.490000	0.169330	NaN	NaN	47231.516667	9
2021.12.14 01:43:00	471.704833	0	60	60	1	471.120000	472.390000	0.118527	NaN	NaN	47170.483333	9
2021.12.14 01:44:00	471.044333	0	60	60	1	470.470000	471.760000	0.110896	NaN	NaN	47104.433333	0
2021.12.14 01:45:00	470.589000	0	60	60	1	470.070000	471.030000	0.119131	NaN	NaN	47058.900000	0
2021.12.14 01:46:00	470.337000	0	60	59	1	469.730000	470.720000	0.051601	NaN	NaN	47033.700000	9
2021.12.14 01:47:00	470.667000	0	60	60	1	470.090000	471.220000	0.067055	NaN	NaN	47066.700000	0
2021.12.14 01:48:00	471.122167	0	60	60	1	470.530000	471.880000	0.090285	NaN	NaN	47112.216667	9
2021.12.14 01:49:00	472.379167	0	60	60	1	471.660000	473.010000	0.132418	NaN	NaN	47237.916667	9
2021.12.14 01:50:00	473.242167	0	60	60	1	472.120000	474.460000	0.311027	NaN	NaN	47324.216667	0
2021.12.14 01:51:00	474.862500	0	60	60	1	474.330000	475.740000	0.096677	NaN	NaN	47486.250000	0
2021.12.14 01:52:00	476.164167	0	60	60	1	475.510000	476.860000	0.096238	NaN	NaN	47616.416667	0
2021.12.14 01:53:00	477.296667	0	60	60	1	476.230000	478.190000	0.293697	NaN	NaN	47729.666667	0
2021.12.14 01:54:00	477.883500	0	60	60	1	477.310000	478.580000	0.067471	NaN	NaN	47788.350000	0
2021.12.14 01:55:00	478.569333	0	60	60	1	478.010000	479.270000	0.081816	NaN	NaN	47856.933333	0
2021.12.14 01:56:00	478.455500	0	60	60	1	477.900000	479.060000	0.087829	NaN	NaN	47845.550000	0
2021.12.14 01:57:00	478.582333	0	60	60	1	477.950000	479.300000	0.150398	NaN	NaN	47858.233333	9
2021.12.14 01:58:00	478.952167	0	60	60	1	478.360000	479.360000	0.057421	NaN	NaN	47895.216667	0
2021.12.14 01:59:00	479.122667	0	60	60	1	478.630000	479.710000	0.081589	NaN	NaN	47912.266667	9
2021.12.14 02:00:00	479.203167	0	60	60	1	478.340000	479.930000	0.147069	NaN	NaN	47920.316667	9
2021.12.14 02:01:00	479.356000	0	60	60	1	478.470000	479.910000	0.081133	NaN	NaN	47935.600000	0
2021.12.14 02:02:00	479.632333	0	60	60	1	478.370000	480.380000	0.269723	NaN	NaN	47963.233333	0
2021.12.14 02:03:00	479.865833	0	60	60	1	479.280000	480.570000	0.080960	NaN	NaN	47986.583333	9
2021.12.14 02:04:00	480.191167	0	60	60	1	479.580000	480.700000	0.068933	NaN	NaN	48019.116667	9
2021.12.14 02:05:00	480.191333	0	60	60	1	479.590000	480.830000	0.090571	NaN	NaN	48019.133333	9
2021.12.14 02:06:00	480.604333	0	60	60	1	480.100000	481.110000	0.072140	NaN	NaN	48060.433333	9
2021.12.14 02:07:00	480.478667	0	60	60	1	479.980000	480.940000	0.070591	NaN	NaN	48047.866667	0
2021.12.14 02:08:00	480.668000	0	60	60	1	480.010000	481.420000	0.093986	NaN	NaN	48066.800000	9
2021.12.14 02:09:00	480.713000	0	60	60	1	480.030000	481.490000	0.113933	NaN	NaN	48071.300000	9
2021.12.14 02:10:00	480.192833	0	60	60	1	479.450000	480.820000	0.138048	NaN	NaN	48019.283333	0
2021.12.14 02:11:00	480.131833	0	60	60	1	479.580000	480.740000	0.092693	NaN	NaN	48013.183333	9
2021.12.14 02:12:00	480.352500	0	60	60	1	479.660000	481.070000	0.092870	NaN	NaN	48035.250000	0
2021.12.14 02:13:00	479.913667	0	60	60	1	479.110000	480.640000	0.157471	NaN	NaN	47991.366667	0
2021.12.14 02:14:00	480.367833	0	60	60	1	479.860000	480.730000	0.054404	NaN	NaN	48036.783333	0
2021.12.14 02:15:00	480.196000	0	60	60	1	479.270000	481.070000	0.140157	NaN	NaN	48019.600000	0
2021.12.14 02:16:00	480.476167	0	60	60	1	479.850000	481.170000	0.124827	NaN	NaN	48047.616667	0
2021.12.14 02:17:00	480.065167	0	60	60	1	479.560000	480.610000	0.090842	NaN	NaN	48006.516667	0
2021.12.14 02:18:00	480.379333	0	60	60	1	479.990000	481.010000	0.078098	NaN	NaN	48037.933333	0
2021.12.14 02:19:00	480.499333	0	60	60	1	479.980000	481.080000	0.068891	NaN	NaN	48049.933333	0
2021.12.14 02:20:00	481.474000	0	60	60	1	480.760000	482.380000	0.243411	NaN	NaN	48147.400000	0
2021.12.14 02:21:00	483.925500	0	60	60	1	482.050000	486.570000	1.854666	NaN	NaN	48392.550000	0
2021.12.14 02:22:00	490.279500	0	60	60	1	486.560000	493.810000	4.817615	NaN	NaN	49027.950000	0
2021.12.14 02:23:00	497.280333	0	60	60	1	493.700000	500.370000	3.669424	NaN	NaN	49728.033333	9
2021.12.14 02:24:00	503.267833	0	60	60	1	499.930000	506.250000	2.991190	NaN	NaN	50326.783333	0
2021.12.14 02:25:00	507.854000	0	60	60	1	506.000000	509.810000	1.380472	NaN	NaN	50785.400000	9
2021.12.14 02:26:00	512.035333	0	60	60	1	509.750000	514.110000	1.590622	NaN	NaN	51203.533333	0
2021.12.14 02:27:00	515.654833	0	60	60	1	513.470000	517.690000	1.261961	NaN	NaN	51565.483333	0
2021.12.14 02:28:00	518.557667	0	60	60	1	517.200000	520.290000	0.637801	NaN	NaN	51855.766667	9
2021.12.14 02:29:00	520.781333	0	60	60	1	519.660000	521.920000	0.342459	NaN	NaN	52078.133333	9
2021.12.14 02:30:00	521.971833	0	60	60	1	521.340000	522.740000	0.129856	NaN	NaN	52197.183333	9
2021.12.14 02:31:00	523.366167	0	60	60	1	522.300000	524.300000	0.266678	NaN	NaN	52336.616667	0
2021.12.14 02:32:00	525.708333	0	60	60	1	524.160000	527.190000	0.549953	NaN	NaN	52570.833333	0
2021.12.14 02:33:00	529.184333	0	60	60	1	527.140000	530.560000	1.059967	NaN	NaN	52918.433333	0
2021.12.14 02:34:00	530.647833	0	60	60	1	530.080000	531.400000	0.111366	NaN	NaN	53064.783333	9
2021.12.14 02:35:00	530.362333	0	60	60	1	528.950000	531.330000	0.272662	NaN	NaN	53036.233333	0
2021.12.14 02:36:00	527.973000	0	60	60	1	526.080000	529.700000	0.910157	NaN	NaN	52797.300000	0
2021.12.14 02:37:00	523.725167	0	60	60	1	521.500000	525.830000	1.435917	NaN	NaN	52372.516667	0
2021.12.14 02:38:00	519.513667	0	60	60	1	516.860000	521.690000	1.964393	NaN	NaN	51951.366667	9
2021.12.14 02:39:00	515.914167	0	60	60	1	514.820000	517.120000	0.443998	NaN	NaN	51591.416667	9
2021.12.14 02:40:00	514.513833	0	60	60	1	512.760000	515.350000	0.384512	NaN	NaN	51451.383333	0
2021.12.14 02:41:00	515.185500	0	60	60	1	514.580000	516.450000	0.170408	NaN	NaN	51518.550000	9
2021.12.14 02:42:00	517.892667	0	60	60	1	515.890000	520.120000	1.561061	NaN	NaN	51789.266667	9
2021.12.14 02:43:00	521.977667	0	60	60	1	520.400000	523.770000	0.971500	NaN	NaN	52197.766667	9
2021.12.14 02:44:00	523.709000	0	60	60	1	522.270000	524.610000	0.160355	NaN	NaN	52370.900000	9
2021.12.14 02:45:00	524.103833	0	60	60	1	523.160000	525.090000	0.150000	NaN	NaN	52410.383333	0
2021.12.14 02:46:00	524.634500	0	60	60	1	524.070000	525.400000	0.104323	NaN	NaN	52463.450000	0
2021.12.14 02:47:00	524.823000	0	60	60	1	524.030000	525.420000	0.089638	NaN	NaN	52482.300000	0
2021.12.14 02:48:00	524.596000	0	60	60	1	523.720000	525.090000	0.140801	NaN	NaN	52459.600000	0
2021.12.14 02:49:00	523.926333	0	60	60	1	523.230000	524.690000	0.125088	NaN	NaN	52392.633333	0
2021.12.14 02:50:00	523.623333	0	60	60	1	522.810000	524.430000	0.152646	NaN	NaN	52362.333333	0
2021.12.14 02:51:00	522.235667	0	60	60	1	521.180000	523.660000	0.311252	NaN	NaN	52223.566667	0
2021.12.14 02:52:00	520.393667	0	60	60	1	519.000000	522.560000	0.734186	NaN	NaN	52039.366667	9
2021.12.14 02:53:00	518.680333	0	60	60	1	517.600000	519.660000	0.221705	NaN	NaN	51868.033333	0
2021.12.14 02:54:00	517.178000	0	60	60	1	515.530000	518.230000	0.359115	NaN	NaN	51717.800000	0
2021.12.14 02:55:00	515.830333	0	60	60	1	514.490000	516.880000	0.230539	NaN	NaN	51583.033333	0
2021.12.14 02:56:00	513.948667	0	60	60	1	512.650000	514.930000	0.260191	NaN	NaN	51394.866667	9
2021.12.14 02:57:00	512.687333	0	60	60	1	511.690000	513.850000	0.250528	NaN	NaN	51268.733333	0
2021.12.14 02:58:00	511.923833	0	60	60	1	511.200000	512.650000	0.079926	NaN	NaN	51192.383333	0
2021.12.14 02:59:00	511.115833	0	60	60	1	510.140000	511.780000	0.103391	NaN	NaN	51111.583333	9
2021.12.14 03:00:00	510.444833	0	60	60	1	508.940000	511.360000	0.227669	NaN	NaN	51044.483333	0
2021.12.14 03:01:00	510.725167	0	60	60	1	509.810000	511.620000	0.224808	NaN	NaN	51072.516667	0
2021.12.14 03:02:00	511.108500	0	60	60	1	510.360000	512.470000	0.216959	NaN	NaN	51110.850000	0
2021.12.14 03:03:00	511.078667	0	60	60	1	510.330000	511.840000	0.167544	NaN	NaN	51107.866667	9
2021.12.14 03:04:00	510.372833	0	60	60	1	509.500000	511.390000	0.159004	NaN	NaN	51037.283333	0
2021.12.14 03:05:00	509.642167	0	60	60	1	508.370000	510.410000	0.123326	NaN	NaN	50964.216667	9
2021.12.14 03:06:00	508.908000	0	60	60	1	508.110000	509.900000	0.183074	NaN	NaN	50890.800000	0
2021.12.14 03:07:00	508.158333	0	60	60	1	507.130000	508.950000	0.143716	NaN	NaN	50815.833333	0
2021.12.14 03:08:00	507.685500	0	60	60	1	506.630000	509.070000	0.191517	NaN	NaN	50768.550000	9
2021.12.14 03:09:00	507.471167	0	60	60	1	506.340000	508.130000	0.158465	NaN	NaN	50747.116667	9
2021.12.14 03:10:00	507.108667	0	60	60	1	506.420000	507.790000	0.108263	NaN	NaN	50710.866667	0
2021.12.14 03:11:00	506.512500	0	60	60	1	505.590000	507.340000	0.136931	NaN	NaN	50651.250000	9
2021.12.14 03:12:00	506.263667	0	60	60	1	505.340000	507.080000	0.252312	NaN	NaN	50626.366667	0
2021.12.14 03:13:00	506.614000	0	60	60	1	505.650000	507.420000	0.174868	NaN	NaN	50661.400000	0
2021.12.14 03:14:00	506.573000	0	60	60	1	505.790000	507.690000	0.158872	NaN	NaN	50657.300000	0
2021.12.14 03:15:00	506.319167	0	60	60	1	505.090000	507.730000	0.311740	NaN	NaN	50631.916667	0
2021.12.14 03:16:00	506.100833	0	60	60	1	505.100000	507.190000	0.170313	NaN	NaN	50610.083333	0
2021.12.14 03:17:00	505.358667	0	60	60	1	504.680000	506.340000	0.153310	NaN	NaN	50535.866667	9
2021.12.14 03:18:00	504.639667	0	60	60	1	503.820000	505.420000	0.148041	NaN	NaN	50463.966667	9
2021.12.14 03:19:00	504.123333	0	60	60	1	502.580000	504.740000	0.148802	NaN	NaN	50412.333333	9
2021.12.14 03:20:00	503.414000	0	60	60	1	502.240000	504.280000	0.176994	NaN	NaN	50341.400000	0
