$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_PCO2_Corr_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; PCO2_Corr, µatm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, µatm; Float
$8; Maximum; µatm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	PCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	µatm	Flags	Cnt	Sec	MR	µatm	µatm	Units	Deg	Deg	Units	Flags
2021.12.18 00:00:00	376.851333	0	60	60	1	376.530000	377.350000	0.052096	NaN	NaN	37685.133333	0
2021.12.18 00:01:00	376.700909	0	11	11	1	376.240000	377.050000	0.094489	NaN	NaN	37670.090909	9
2021.12.18 00:02:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.18 00:03:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:04:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:05:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:06:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:07:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:08:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.18 00:09:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.18 00:10:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:11:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:12:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.18 00:13:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:14:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:15:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:16:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:17:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.18 00:18:00	360.126809	0	47	47	1	359.280000	360.770000	0.173679	NaN	NaN	36012.680851	9
2021.12.18 00:19:00	362.126167	0	60	60	1	360.770000	363.830000	0.905326	NaN	NaN	36212.616667	0
2021.12.18 00:20:00	364.373000	0	60	60	1	363.150000	365.870000	0.542611	NaN	NaN	36437.300000	9
2021.12.18 00:21:00	366.002333	0	60	60	1	365.140000	367.100000	0.210123	NaN	NaN	36600.233333	9
2021.12.18 00:22:00	367.351667	0	60	60	1	366.320000	368.360000	0.248679	NaN	NaN	36735.166667	9
2021.12.18 00:23:00	368.864167	0	60	60	1	367.930000	369.740000	0.299760	NaN	NaN	36886.416667	0
2021.12.18 00:24:00	369.806167	0	60	60	1	369.250000	370.490000	0.091322	NaN	NaN	36980.616667	0
2021.12.18 00:25:00	370.668833	0	60	60	1	369.990000	371.080000	0.062170	NaN	NaN	37066.883333	0
2021.12.18 00:26:00	371.246167	0	60	60	1	370.620000	371.690000	0.104495	NaN	NaN	37124.616667	9
2021.12.18 00:27:00	371.567500	0	60	60	1	370.880000	372.020000	0.125382	NaN	NaN	37156.750000	0
2021.12.18 00:28:00	372.505167	0	60	60	1	371.900000	372.940000	0.054459	NaN	NaN	37250.516667	9
2021.12.18 00:29:00	373.002000	0	60	60	1	372.360000	373.570000	0.071321	NaN	NaN	37300.200000	0
2021.12.18 00:30:00	373.389833	0	60	60	1	372.520000	373.990000	0.096653	NaN	NaN	37338.983333	9
2021.12.18 00:31:00	373.589333	0	60	60	1	373.290000	374.190000	0.055844	NaN	NaN	37358.933333	9
2021.12.18 00:32:00	373.553167	0	60	60	1	373.040000	374.130000	0.075520	NaN	NaN	37355.316667	0
2021.12.18 00:33:00	373.591667	0	60	59	1	373.210000	374.180000	0.069831	NaN	NaN	37359.166667	0
2021.12.18 00:34:00	373.666833	0	60	60	1	373.210000	374.120000	0.066788	NaN	NaN	37366.683333	0
2021.12.18 00:35:00	374.108000	0	60	60	1	373.570000	374.630000	0.070613	NaN	NaN	37410.800000	0
2021.12.18 00:36:00	374.095000	0	60	60	1	373.590000	374.830000	0.085256	NaN	NaN	37409.500000	9
2021.12.18 00:37:00	374.454667	0	60	60	1	374.190000	375.010000	0.057920	NaN	NaN	37445.466667	0
2021.12.18 00:38:00	374.523000	0	60	60	1	374.090000	375.030000	0.052048	NaN	NaN	37452.300000	9
2021.12.18 00:39:00	374.776667	0	60	60	1	374.200000	375.330000	0.056067	NaN	NaN	37477.666667	9
2021.12.18 00:40:00	374.860167	0	60	60	1	374.460000	375.010000	0.026005	NaN	NaN	37486.016667	0
2021.12.18 00:41:00	374.975167	0	60	60	1	374.470000	375.320000	0.028788	NaN	NaN	37497.516667	0
2021.12.18 00:42:00	374.970833	0	60	60	1	374.440000	375.540000	0.078208	NaN	NaN	37497.083333	0
2021.12.18 00:43:00	375.125167	0	60	60	1	374.830000	375.650000	0.051927	NaN	NaN	37512.516667	0
2021.12.18 00:44:00	375.022000	0	60	60	1	374.730000	375.660000	0.055901	NaN	NaN	37502.200000	0
2021.12.18 00:45:00	374.980833	0	60	60	1	374.450000	375.290000	0.059265	NaN	NaN	37498.083333	0
2021.12.18 00:46:00	375.296667	0	60	60	1	374.750000	375.760000	0.065565	NaN	NaN	37529.666667	9
2021.12.18 00:47:00	375.421000	0	60	60	1	374.880000	375.700000	0.038331	NaN	NaN	37542.100000	9
2021.12.18 00:48:00	375.156167	0	60	60	1	374.760000	375.540000	0.022987	NaN	NaN	37515.616667	9
2021.12.18 00:49:00	375.462000	0	60	60	1	375.140000	376.000000	0.073209	NaN	NaN	37546.200000	9
2021.12.18 00:50:00	375.543833	0	60	60	1	375.110000	375.960000	0.030088	NaN	NaN	37554.383333	9
2021.12.18 00:51:00	375.460833	0	60	60	1	375.100000	375.970000	0.034309	NaN	NaN	37546.083333	9
2021.12.18 00:52:00	375.464500	0	60	60	1	374.910000	375.700000	0.032310	NaN	NaN	37546.450000	9
2021.12.18 00:53:00	375.649000	0	60	60	1	375.150000	375.970000	0.055263	NaN	NaN	37564.900000	0
2021.12.18 00:54:00	375.462667	0	60	60	1	375.040000	375.960000	0.056789	NaN	NaN	37546.266667	0
2021.12.18 00:55:00	375.469167	0	60	60	1	375.010000	376.060000	0.064547	NaN	NaN	37546.916667	9
2021.12.18 00:56:00	375.705500	0	60	60	1	375.170000	376.160000	0.075252	NaN	NaN	37570.550000	9
2021.12.18 00:57:00	375.630833	0	60	60	1	375.510000	375.990000	0.017157	NaN	NaN	37563.083333	9
2021.12.18 00:58:00	375.603833	0	60	60	1	375.380000	376.210000	0.052790	NaN	NaN	37560.383333	9
2021.12.18 00:59:00	375.878333	0	60	60	1	375.200000	376.520000	0.127082	NaN	NaN	37587.833333	9
2021.12.18 01:00:00	375.879000	0	60	60	1	375.610000	376.230000	0.038887	NaN	NaN	37587.900000	9
2021.12.18 01:01:00	375.827833	0	60	60	1	375.310000	376.230000	0.039210	NaN	NaN	37582.783333	9
2021.12.18 01:02:00	375.833000	0	60	60	1	375.400000	376.710000	0.108815	NaN	NaN	37583.300000	9
2021.12.18 01:03:00	375.667667	0	60	60	1	375.000000	376.220000	0.051154	NaN	NaN	37566.766667	0
2021.12.18 01:04:00	375.848167	0	60	60	1	375.450000	376.360000	0.028120	NaN	NaN	37584.816667	0
2021.12.18 01:05:00	375.586500	0	60	60	1	375.010000	376.220000	0.077308	NaN	NaN	37558.650000	0
2021.12.18 01:06:00	375.541500	0	60	60	1	374.990000	376.140000	0.088660	NaN	NaN	37554.150000	0
2021.12.18 01:07:00	375.621500	0	60	60	1	375.360000	376.320000	0.074698	NaN	NaN	37562.150000	0
2021.12.18 01:08:00	375.322500	0	60	60	1	374.770000	375.850000	0.080968	NaN	NaN	37532.250000	9
2021.12.18 01:09:00	375.228333	0	60	60	1	374.680000	375.890000	0.070407	NaN	NaN	37522.833333	0
2021.12.18 01:10:00	375.346000	0	60	60	1	375.080000	375.680000	0.038997	NaN	NaN	37534.600000	0
2021.12.18 01:11:00	375.315833	0	60	60	1	374.470000	375.880000	0.117821	NaN	NaN	37531.583333	9
2021.12.18 01:12:00	375.532000	0	60	60	1	375.340000	375.910000	0.028318	NaN	NaN	37553.200000	9
2021.12.18 01:13:00	375.687000	0	60	60	1	375.360000	376.250000	0.044333	NaN	NaN	37568.700000	9
2021.12.18 01:14:00	375.486000	0	60	60	1	375.080000	375.890000	0.071238	NaN	NaN	37548.600000	0
2021.12.18 01:15:00	375.577833	0	60	60	1	375.080000	375.980000	0.024217	NaN	NaN	37557.783333	9
2021.12.18 01:16:00	375.823167	0	60	60	1	375.370000	376.270000	0.078720	NaN	NaN	37582.316667	0
2021.12.18 01:17:00	375.581000	0	60	60	1	374.960000	376.280000	0.107535	NaN	NaN	37558.100000	9
2021.12.18 01:18:00	375.737500	0	60	60	1	375.360000	376.290000	0.047063	NaN	NaN	37573.750000	0
2021.12.18 01:19:00	375.807333	0	60	60	1	375.400000	376.340000	0.041569	NaN	NaN	37580.733333	9
2021.12.18 01:20:00	375.787000	0	60	60	1	375.370000	376.330000	0.048364	NaN	NaN	37578.700000	0
2021.12.18 01:21:00	375.621667	0	60	60	1	375.320000	375.980000	0.038556	NaN	NaN	37562.166667	0
2021.12.18 01:22:00	375.581500	0	60	60	1	375.090000	376.080000	0.053938	NaN	NaN	37558.150000	9
2021.12.18 01:23:00	375.613500	0	60	60	1	374.930000	376.160000	0.039511	NaN	NaN	37561.350000	9
