$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.11 00:00:07
$Filename; CO2FT_A_PCO2_Corr_20211211.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; PCO2_Corr, µatm; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, µatm; Float
$8; Maximum; µatm; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	PCO2_Corr	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	µatm	Flags	Cnt	Sec	MR	µatm	µatm	Units	Deg	Deg	Units	Flags
2021.12.11 00:00:00	450.583667	0	60	60	1	449.880000	451.110000	0.122888	NaN	NaN	45058.366667	9
2021.12.11 00:01:00	450.085455	0	11	11	1	449.820000	450.600000	0.051627	NaN	NaN	45008.545455	9
2021.12.11 00:02:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:03:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:04:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:05:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:06:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:07:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:08:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:09:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:10:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:11:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:12:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:13:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:14:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:15:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:16:00	99999.000000	1	0	0	1	99999.000000	99999.000000	99999.000000	NaN	NaN	99999.000000	9
2021.12.11 00:17:00	66666.000000	1	0	0	1	66666.000000	66666.000000	66666.000000	NaN	NaN	66666.000000	1
2021.12.11 00:18:00	442.773617	0	47	47	1	441.890000	444.250000	0.449293	NaN	NaN	44277.361702	1
2021.12.11 00:19:00	444.940984	0	61	61	1	443.380000	446.540000	0.780092	NaN	NaN	44494.098361	0
2021.12.11 00:20:00	447.592373	0	59	60	1	446.330000	448.530000	0.474980	NaN	NaN	44759.237288	9
2021.12.11 00:21:00	449.185333	0	60	60	1	448.330000	450.350000	0.271968	NaN	NaN	44918.533333	9
2021.12.11 00:22:00	450.651167	0	60	60	1	449.920000	451.550000	0.226088	NaN	NaN	45065.116667	0
2021.12.11 00:23:00	451.487869	0	61	61	1	450.930000	452.170000	0.106357	NaN	NaN	45148.786885	0
2021.12.11 00:24:00	451.772373	0	59	59	1	451.250000	452.240000	0.058349	NaN	NaN	45177.237288	0
2021.12.11 00:25:00	452.343500	0	60	60	1	451.720000	452.630000	0.060894	NaN	NaN	45234.350000	9
2021.12.11 00:26:00	451.772833	0	60	60	1	450.810000	452.620000	0.150173	NaN	NaN	45177.283333	9
2021.12.11 00:27:00	451.404262	0	61	61	1	450.990000	451.850000	0.042828	NaN	NaN	45140.426230	9
2021.12.11 00:28:00	451.118000	0	60	60	1	450.640000	451.570000	0.043745	NaN	NaN	45111.800000	0
2021.12.11 00:29:00	450.453729	0	59	59	1	449.670000	450.890000	0.072376	NaN	NaN	45045.372881	0
2021.12.11 00:30:00	449.899500	0	60	60	1	449.350000	450.640000	0.100239	NaN	NaN	44989.950000	0
2021.12.11 00:31:00	449.152623	0	61	61	1	448.710000	449.550000	0.049166	NaN	NaN	44915.262295	9
2021.12.11 00:32:00	448.865763	0	59	59	1	448.300000	449.660000	0.104908	NaN	NaN	44886.576271	9
2021.12.11 00:33:00	448.509180	0	61	61	1	448.050000	448.970000	0.041534	NaN	NaN	44850.918033	9
2021.12.11 00:34:00	448.364407	0	59	59	1	447.550000	448.980000	0.126015	NaN	NaN	44836.440678	9
