$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.13 00:00:01
$Filename; CO2FT_A_T_Gas_20211213.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; T_Gas, °C; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, °C; Float
$8; Maximum; °C; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	T_Gas	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	°C	Flags	Cnt	Sec	MR	°C	°C	Units	Deg	Deg	Units	Flags
2021.12.13 00:00:00	31.896133	0	60	60	1	31.869000	31.919000	0.000125	NaN	NaN	31896.133333	9
2021.12.13 00:01:00	31.937811	0	37	60	1	31.869000	31.969000	0.001073	NaN	NaN	31937.810811	9
2021.12.13 00:02:00	31.969233	0	60	60	1	31.929000	31.989000	0.000167	NaN	NaN	31969.233333	0
2021.12.13 00:03:00	31.921377	16384	53	61	1	31.889000	31.989000	0.000645	NaN	NaN	31921.377358	9
2021.12.13 00:04:00	31.932254	16384	59	59	1	31.899000	31.959000	0.000268	NaN	NaN	31932.254237	1
2021.12.13 00:05:00	31.970459	16384	61	61	1	31.939000	31.999000	0.000262	NaN	NaN	31970.459016	1
2021.12.13 00:06:00	32.010847	16384	59	59	1	31.989000	32.039000	0.000189	NaN	NaN	32010.847458	9
2021.12.13 00:07:00	32.036383	16384	60	60	1	32.009000	32.060000	0.000173	NaN	NaN	32036.383333	1
2021.12.13 00:08:00	32.062230	16384	61	61	1	32.039000	32.079000	0.000105	NaN	NaN	32062.229508	9
2021.12.13 00:09:00	32.080525	16384	59	59	1	32.050000	32.109000	0.000153	NaN	NaN	32080.525424	9
2021.12.13 00:10:00	32.088131	16384	61	61	1	32.060000	32.109000	0.000107	NaN	NaN	32088.131148	9
2021.12.13 00:11:00	32.097407	16384	59	59	1	32.079000	32.119000	0.000104	NaN	NaN	32097.406780	1
2021.12.13 00:12:00	32.100850	16384	60	60	1	32.079000	32.119000	0.000095	NaN	NaN	32100.850000	9
2021.12.13 00:13:00	32.103117	16384	60	60	1	32.079000	32.130000	0.000121	NaN	NaN	32103.116667	1
2021.12.13 00:14:00	32.102508	16384	61	61	1	32.079000	32.119000	0.000055	NaN	NaN	32102.508197	9
2021.12.13 00:15:00	32.101746	16384	59	59	1	32.079000	32.119000	0.000100	NaN	NaN	32101.745763	1
2021.12.13 00:16:00	32.095550	16384	60	60	1	32.069000	32.119000	0.000096	NaN	NaN	32095.550000	1
2021.12.13 00:17:00	32.087383	16384	60	60	1	32.060000	32.099000	0.000085	NaN	NaN	32087.383333	9
2021.12.13 00:18:00	32.081164	16384	61	61	1	32.060000	32.099000	0.000104	NaN	NaN	32081.163934	9
2021.12.13 00:19:00	32.070729	0	59	59	1	32.039000	32.090000	0.000114	NaN	NaN	32070.728814	9
2021.12.13 00:20:00	32.066167	0	60	60	1	32.050000	32.090000	0.000098	NaN	NaN	32066.166667	0
2021.12.13 00:21:00	32.056117	0	60	60	1	32.020000	32.079000	0.000160	NaN	NaN	32056.116667	0
2021.12.13 00:22:00	32.046433	0	60	60	1	32.020000	32.069000	0.000136	NaN	NaN	32046.433333	0
2021.12.13 00:23:00	32.037541	0	61	61	1	32.020000	32.060000	0.000115	NaN	NaN	32037.540984	9
2021.12.13 00:24:00	32.030864	0	59	59	1	32.009000	32.050000	0.000113	NaN	NaN	32030.864407	9
2021.12.13 00:25:00	32.025667	0	60	60	1	31.999000	32.050000	0.000115	NaN	NaN	32025.666667	0
2021.12.13 00:26:00	32.021567	0	60	60	1	32.009000	32.039000	0.000090	NaN	NaN	32021.566667	9
2021.12.13 00:27:00	32.006883	0	60	60	1	31.989000	32.039000	0.000105	NaN	NaN	32006.883333	9
2021.12.13 00:28:00	32.004633	0	60	60	1	31.989000	32.029000	0.000100	NaN	NaN	32004.633333	0
2021.12.13 00:29:00	31.992852	0	61	61	1	31.980000	32.020000	0.000105	NaN	NaN	31992.852459	9
2021.12.13 00:30:00	31.988424	0	59	59	1	31.969000	31.999000	0.000062	NaN	NaN	31988.423729	9
2021.12.13 00:31:00	31.980183	0	60	60	1	31.959000	31.999000	0.000126	NaN	NaN	31980.183333	9
2021.12.13 00:32:00	31.979717	0	60	60	1	31.959000	31.999000	0.000076	NaN	NaN	31979.716667	0
2021.12.13 00:33:00	31.964683	0	60	60	1	31.950000	31.989000	0.000107	NaN	NaN	31964.683333	0
2021.12.13 00:34:00	31.959500	0	60	60	1	31.929000	31.980000	0.000130	NaN	NaN	31959.500000	9
2021.12.13 00:35:00	31.960717	0	60	60	1	31.939000	31.989000	0.000127	NaN	NaN	31960.716667	0
2021.12.13 00:36:00	31.951117	0	60	60	1	31.929000	31.980000	0.000109	NaN	NaN	31951.116667	9
2021.12.13 00:37:00	31.952633	0	60	60	1	31.929000	31.980000	0.000131	NaN	NaN	31952.633333	0
2021.12.13 00:38:00	31.951317	0	60	60	1	31.929000	31.969000	0.000110	NaN	NaN	31951.316667	9
2021.12.13 00:39:00	31.948267	0	60	60	1	31.919000	31.969000	0.000086	NaN	NaN	31948.266667	9
2021.12.13 00:40:00	31.940283	0	60	60	1	31.929000	31.959000	0.000082	NaN	NaN	31940.283333	0
2021.12.13 00:41:00	31.939717	0	60	60	1	31.919000	31.959000	0.000124	NaN	NaN	31939.716667	9
2021.12.13 00:42:00	31.934250	0	60	60	1	31.910000	31.959000	0.000088	NaN	NaN	31934.250000	0
2021.12.13 00:43:00	31.938017	0	60	60	1	31.919000	31.959000	0.000083	NaN	NaN	31938.016667	0
2021.12.13 00:44:00	31.935233	0	60	60	1	31.919000	31.959000	0.000141	NaN	NaN	31935.233333	9
2021.12.13 00:45:00	31.934983	0	60	60	1	31.910000	31.950000	0.000089	NaN	NaN	31934.983333	0
2021.12.13 00:46:00	31.928016	0	61	61	1	31.899000	31.959000	0.000135	NaN	NaN	31928.016393	9
2021.12.13 00:47:00	31.925881	0	59	59	1	31.899000	31.939000	0.000095	NaN	NaN	31925.881356	9
2021.12.13 00:48:00	31.921883	0	60	60	1	31.899000	31.950000	0.000138	NaN	NaN	31921.883333	0
2021.12.13 00:49:00	31.924017	0	60	60	1	31.899000	31.959000	0.000123	NaN	NaN	31924.016667	9
2021.12.13 00:50:00	31.924950	0	60	60	1	31.899000	31.939000	0.000085	NaN	NaN	31924.950000	0
2021.12.13 00:51:00	31.924900	0	60	60	1	31.910000	31.950000	0.000112	NaN	NaN	31924.900000	0
2021.12.13 00:52:00	31.923000	0	60	60	1	31.910000	31.939000	0.000077	NaN	NaN	31923.000000	9
2021.12.13 00:53:00	31.918350	0	60	60	1	31.899000	31.939000	0.000140	NaN	NaN	31918.350000	0
2021.12.13 00:54:00	31.916867	0	60	60	1	31.899000	31.939000	0.000168	NaN	NaN	31916.866667	0
2021.12.13 00:55:00	31.916667	0	60	60	1	31.889000	31.939000	0.000122	NaN	NaN	31916.666667	0
2021.12.13 00:56:00	31.914016	0	61	61	1	31.880000	31.939000	0.000135	NaN	NaN	31914.016393	0
2021.12.13 00:57:00	31.912050	0	60	60	1	31.880000	31.939000	0.000112	NaN	NaN	31912.050000	9
2021.12.13 00:58:00	31.911203	0	59	59	1	31.889000	31.939000	0.000121	NaN	NaN	31911.203390	0
2021.12.13 00:59:00	31.906617	0	60	60	1	31.880000	31.929000	0.000092	NaN	NaN	31906.616667	9
2021.12.13 01:00:00	31.910233	0	60	60	1	31.889000	31.929000	0.000095	NaN	NaN	31910.233333	0
2021.12.13 01:01:00	31.905033	0	61	61	1	31.889000	31.929000	0.000101	NaN	NaN	31905.032787	0
2021.12.13 01:02:00	31.905458	0	59	59	1	31.889000	31.919000	0.000089	NaN	NaN	31905.457627	0
2021.12.13 01:03:00	31.897852	0	61	61	1	31.880000	31.919000	0.000149	NaN	NaN	31897.852459	0
2021.12.13 01:04:00	31.901119	0	59	59	1	31.869000	31.919000	0.000115	NaN	NaN	31901.118644	9
2021.12.13 01:05:00	31.903317	0	60	60	1	31.880000	31.929000	0.000121	NaN	NaN	31903.316667	0
2021.12.13 01:06:00	31.902617	0	60	60	1	31.880000	31.929000	0.000116	NaN	NaN	31902.616667	9
2021.12.13 01:07:00	31.905000	0	60	60	1	31.880000	31.929000	0.000130	NaN	NaN	31905.000000	9
2021.12.13 01:08:00	31.899262	0	61	61	1	31.869000	31.919000	0.000106	NaN	NaN	31899.262295	0
2021.12.13 01:09:00	31.905254	0	59	59	1	31.880000	31.929000	0.000175	NaN	NaN	31905.254237	9
2021.12.13 01:10:00	31.903426	0	61	61	1	31.880000	31.929000	0.000177	NaN	NaN	31903.426230	0
2021.12.13 01:11:00	31.905814	0	59	59	1	31.880000	31.919000	0.000114	NaN	NaN	31905.813559	0
2021.12.13 01:12:00	31.900820	0	61	61	1	31.880000	31.919000	0.000077	NaN	NaN	31900.819672	0
2021.12.13 01:13:00	31.904356	0	59	59	1	31.889000	31.929000	0.000084	NaN	NaN	31904.355932	9
2021.12.13 01:14:00	31.906433	0	60	60	1	31.889000	31.929000	0.000114	NaN	NaN	31906.433333	0
2021.12.13 01:15:00	31.911983	0	60	60	1	31.899000	31.929000	0.000076	NaN	NaN	31911.983333	9
2021.12.13 01:16:00	31.907300	0	60	60	1	31.880000	31.929000	0.000096	NaN	NaN	31907.300000	0
2021.12.13 01:17:00	31.907383	0	60	60	1	31.880000	31.929000	0.000144	NaN	NaN	31907.383333	9
2021.12.13 01:18:00	31.904600	0	60	60	1	31.880000	31.919000	0.000072	NaN	NaN	31904.600000	9
2021.12.13 01:19:00	31.904867	0	60	60	1	31.880000	31.919000	0.000101	NaN	NaN	31904.866667	0
2021.12.13 01:20:00	31.910333	0	60	60	1	31.889000	31.929000	0.000087	NaN	NaN	31910.333333	9
2021.12.13 01:21:00	31.905754	0	61	61	1	31.880000	31.929000	0.000099	NaN	NaN	31905.754098	0
2021.12.13 01:22:00	31.902949	0	59	59	1	31.880000	31.919000	0.000096	NaN	NaN	31902.949153	0
2021.12.13 01:23:00	31.902317	0	60	60	1	31.880000	31.919000	0.000099	NaN	NaN	31902.316667	0
2021.12.13 01:24:00	31.904733	0	60	60	1	31.889000	31.919000	0.000095	NaN	NaN	31904.733333	0
2021.12.13 01:25:00	31.911717	0	60	60	1	31.889000	31.939000	0.000137	NaN	NaN	31911.716667	0
2021.12.13 01:26:00	31.903583	0	60	60	1	31.889000	31.929000	0.000113	NaN	NaN	31903.583333	0
2021.12.13 01:27:00	31.909400	0	60	60	1	31.889000	31.929000	0.000082	NaN	NaN	31909.400000	0
2021.12.13 01:28:00	31.907279	0	61	61	1	31.880000	31.929000	0.000133	NaN	NaN	31907.278689	0
2021.12.13 01:29:00	31.909356	0	59	59	1	31.889000	31.929000	0.000097	NaN	NaN	31909.355932	9
2021.12.13 01:30:00	31.907377	0	61	61	1	31.880000	31.939000	0.000095	NaN	NaN	31907.377049	0
2021.12.13 01:31:00	31.905949	0	59	59	1	31.880000	31.919000	0.000093	NaN	NaN	31905.949153	9
2021.12.13 01:32:00	31.908400	0	60	60	1	31.880000	31.929000	0.000111	NaN	NaN	31908.400000	0
2021.12.13 01:33:00	31.903900	0	60	60	1	31.880000	31.919000	0.000091	NaN	NaN	31903.900000	0
2021.12.13 01:34:00	31.907533	0	60	60	1	31.889000	31.929000	0.000119	NaN	NaN	31907.533333	0
2021.12.13 01:35:00	31.904066	0	61	61	1	31.880000	31.929000	0.000114	NaN	NaN	31904.065574	0
2021.12.13 01:36:00	31.905153	0	59	59	1	31.880000	31.929000	0.000092	NaN	NaN	31905.152542	0
2021.12.13 01:37:00	31.911984	0	61	61	1	31.889000	31.939000	0.000149	NaN	NaN	31911.983607	0
2021.12.13 01:38:00	31.907627	0	59	59	1	31.889000	31.939000	0.000090	NaN	NaN	31907.627119	0
2021.12.13 01:39:00	31.904450	0	60	60	1	31.889000	31.929000	0.000123	NaN	NaN	31904.450000	9
2021.12.13 01:40:00	31.911883	0	60	60	1	31.899000	31.939000	0.000099	NaN	NaN	31911.883333	0
2021.12.13 01:41:00	31.910787	0	61	61	1	31.889000	31.939000	0.000129	NaN	NaN	31910.786885	9
2021.12.13 01:42:00	31.906305	0	59	59	1	31.880000	31.929000	0.000130	NaN	NaN	31906.305085	0
2021.12.13 01:43:00	31.905574	0	61	61	1	31.880000	31.919000	0.000108	NaN	NaN	31905.573770	0
2021.12.13 01:44:00	31.906966	0	59	59	1	31.880000	31.929000	0.000128	NaN	NaN	31906.966102	0
2021.12.13 01:45:00	31.906623	0	61	61	1	31.889000	31.929000	0.000121	NaN	NaN	31906.622951	9
2021.12.13 01:46:00	31.898949	0	59	59	1	31.880000	31.939000	0.000116	NaN	NaN	31898.949153	0
2021.12.13 01:47:00	31.902350	0	60	60	1	31.880000	31.929000	0.000128	NaN	NaN	31902.350000	0
2021.12.13 01:48:00	31.902967	0	60	60	1	31.880000	31.929000	0.000114	NaN	NaN	31902.966667	0
2021.12.13 01:49:00	31.902117	0	60	60	1	31.880000	31.929000	0.000113	NaN	NaN	31902.116667	0
2021.12.13 01:50:00	31.902700	0	60	60	1	31.880000	31.929000	0.000162	NaN	NaN	31902.700000	9
2021.12.13 01:51:00	31.902250	0	60	60	1	31.880000	31.929000	0.000135	NaN	NaN	31902.250000	0
2021.12.13 01:52:00	31.902183	0	60	60	1	31.880000	31.929000	0.000126	NaN	NaN	31902.183333	9
2021.12.13 01:53:00	31.901217	0	60	60	1	31.889000	31.919000	0.000074	NaN	NaN	31901.216667	0
2021.12.13 01:54:00	31.903817	0	60	60	1	31.880000	31.929000	0.000113	NaN	NaN	31903.816667	0
2021.12.13 01:55:00	31.902300	0	60	60	1	31.880000	31.919000	0.000133	NaN	NaN	31902.300000	9
2021.12.13 01:56:00	31.904250	0	60	59	1	31.880000	31.919000	0.000097	NaN	NaN	31904.250000	9
2021.12.13 01:57:00	31.902492	0	61	61	1	31.880000	31.929000	0.000138	NaN	NaN	31902.491803	9
2021.12.13 01:58:00	31.899203	0	59	59	1	31.880000	31.919000	0.000095	NaN	NaN	31899.203390	9
2021.12.13 01:59:00	31.896233	0	60	60	1	31.869000	31.919000	0.000128	NaN	NaN	31896.233333	0
2021.12.13 02:00:00	31.898180	0	61	61	1	31.880000	31.919000	0.000127	NaN	NaN	31898.180328	0
2021.12.13 02:01:00	31.900417	0	60	60	1	31.869000	31.919000	0.000157	NaN	NaN	31900.416667	0
2021.12.13 02:02:00	31.903068	0	59	59	1	31.880000	31.919000	0.000093	NaN	NaN	31903.067797	9
2021.12.13 02:03:00	31.900867	0	60	60	1	31.880000	31.929000	0.000147	NaN	NaN	31900.866667	9
2021.12.13 02:04:00	31.898583	0	60	60	1	31.880000	31.919000	0.000070	NaN	NaN	31898.583333	0
2021.12.13 02:05:00	31.897333	0	60	60	1	31.869000	31.929000	0.000154	NaN	NaN	31897.333333	0
2021.12.13 02:06:00	31.899417	0	60	60	1	31.880000	31.919000	0.000093	NaN	NaN	31899.416667	0
2021.12.13 02:07:00	31.899117	0	60	60	1	31.880000	31.929000	0.000120	NaN	NaN	31899.116667	9
2021.12.13 02:08:00	31.899150	0	60	60	1	31.880000	31.919000	0.000119	NaN	NaN	31899.150000	0
2021.12.13 02:09:00	31.892517	0	60	60	1	31.869000	31.910000	0.000102	NaN	NaN	31892.516667	9
2021.12.13 02:10:00	31.891383	0	60	60	1	31.880000	31.910000	0.000090	NaN	NaN	31891.383333	9
2021.12.13 02:11:00	31.893213	0	61	61	1	31.869000	31.919000	0.000099	NaN	NaN	31893.213115	0
2021.12.13 02:12:00	31.895483	0	60	60	1	31.869000	31.929000	0.000120	NaN	NaN	31895.483333	9
2021.12.13 02:13:00	31.892864	0	59	59	1	31.869000	31.919000	0.000116	NaN	NaN	31892.864407	9
2021.12.13 02:14:00	31.899000	0	60	60	1	31.880000	31.919000	0.000123	NaN	NaN	31899.000000	9
2021.12.13 02:15:00	31.896417	0	60	60	1	31.869000	31.919000	0.000133	NaN	NaN	31896.416667	9
2021.12.13 02:16:00	31.898917	0	60	60	1	31.859000	31.939000	0.000192	NaN	NaN	31898.916667	9
2021.12.13 02:17:00	31.898233	0	60	60	1	31.869000	31.919000	0.000117	NaN	NaN	31898.233333	9
2021.12.13 02:18:00	31.892767	0	60	60	1	31.869000	31.910000	0.000084	NaN	NaN	31892.766667	9
2021.12.13 02:19:00	31.897900	0	60	60	1	31.880000	31.919000	0.000100	NaN	NaN	31897.900000	9
2021.12.13 02:20:00	31.891733	0	60	60	1	31.869000	31.919000	0.000095	NaN	NaN	31891.733333	0
2021.12.13 02:21:00	31.888400	0	60	60	1	31.869000	31.929000	0.000146	NaN	NaN	31888.400000	0
2021.12.13 02:22:00	31.894667	0	60	60	1	31.859000	31.919000	0.000125	NaN	NaN	31894.666667	9
2021.12.13 02:23:00	31.895574	0	61	61	1	31.859000	31.919000	0.000130	NaN	NaN	31895.573770	0
2021.12.13 02:24:00	31.886542	0	59	59	1	31.869000	31.910000	0.000085	NaN	NaN	31886.542373	0
2021.12.13 02:25:00	31.887467	0	60	60	1	31.869000	31.910000	0.000097	NaN	NaN	31887.466667	0
2021.12.13 02:26:00	31.888900	0	60	60	1	31.869000	31.910000	0.000115	NaN	NaN	31888.900000	0
