$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.18 00:00:03
$Filename; CO2FT_A_P_In_20211218.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_In, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_In	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.18 00:00:00	1024.372333	0	60	60	1	1024.190000	1024.570000	0.008811	NaN	NaN	102437.233333	0
2021.12.18 00:01:00	1025.812432	0	37	60	1	1024.160000	1026.530000	1.052663	NaN	NaN	102581.243243	9
2021.12.18 00:02:00	1026.616167	0	60	60	1	1026.480000	1026.780000	0.006916	NaN	NaN	102661.616667	9
2021.12.18 00:03:00	1024.457255	16384	51	60	1	1023.950000	1028.720000	0.927784	NaN	NaN	102445.725490	1
2021.12.18 00:04:00	1023.899500	16384	60	60	1	1023.690000	1024.100000	0.011422	NaN	NaN	102389.950000	1
2021.12.18 00:05:00	1023.717333	16384	60	60	1	1023.580000	1023.870000	0.006169	NaN	NaN	102371.733333	1
2021.12.18 00:06:00	1023.694833	16384	60	60	1	1023.550000	1023.820000	0.005676	NaN	NaN	102369.483333	1
2021.12.18 00:07:00	1023.609167	16384	60	60	1	1023.440000	1023.770000	0.004726	NaN	NaN	102360.916667	1
2021.12.18 00:08:00	1023.520500	16384	60	60	1	1023.380000	1023.690000	0.006076	NaN	NaN	102352.050000	9
2021.12.18 00:09:00	1023.316167	16384	60	60	1	1023.140000	1023.510000	0.008299	NaN	NaN	102331.616667	9
2021.12.18 00:10:00	1023.152667	16384	60	60	1	1022.940000	1023.350000	0.009800	NaN	NaN	102315.266667	1
2021.12.18 00:11:00	1023.081833	16384	60	60	1	1022.960000	1023.210000	0.005032	NaN	NaN	102308.183333	1
2021.12.18 00:12:00	1023.079000	16384	60	60	1	1022.940000	1023.240000	0.005243	NaN	NaN	102307.900000	9
2021.12.18 00:13:00	1023.125000	16384	60	60	1	1023.020000	1023.280000	0.004703	NaN	NaN	102312.500000	1
