$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.06 00:00:02
$Filename; CO2FT_A_P_In_20211206.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_In, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_In	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.06 00:00:00	1010.266333	128	60	60	1	1010.150000	1010.370000	0.004708	NaN	NaN	101026.633333	8388617
2021.12.06 00:01:00	1008.204054	128	37	60	1	1007.400000	1010.340000	1.579364	NaN	NaN	100820.405405	8388617
2021.12.06 00:02:00	1007.550667	128	60	60	1	1007.470000	1007.640000	0.001884	NaN	NaN	100755.066667	8388608
2021.12.06 00:03:00	1009.229216	128	51	59	1	1007.580000	1009.920000	0.234955	NaN	NaN	100922.921569	8388609
2021.12.06 00:04:00	1009.350820	16512	61	60	1	1009.230000	1009.480000	0.004731	NaN	NaN	100935.081967	8388609
2021.12.06 00:05:00	1009.386000	16512	60	59	1	1009.270000	1009.510000	0.004750	NaN	NaN	100938.600000	8388609
2021.12.06 00:06:00	1009.409667	16512	60	60	1	1009.290000	1009.530000	0.005366	NaN	NaN	100940.966667	8388609
2021.12.06 00:07:00	1009.438644	16512	59	59	1	1009.310000	1009.550000	0.004726	NaN	NaN	100943.864407	8388617
2021.12.06 00:08:00	1009.457333	16512	60	60	1	1009.350000	1009.590000	0.005261	NaN	NaN	100945.733333	8388617
2021.12.06 00:09:00	1009.475574	16512	61	61	1	1009.350000	1009.590000	0.004482	NaN	NaN	100947.557377	8388609
2021.12.06 00:10:00	1009.509492	16512	59	59	1	1009.380000	1009.630000	0.004239	NaN	NaN	100950.949153	8388609
2021.12.06 00:11:00	1009.515500	16512	60	60	1	1009.380000	1009.660000	0.004615	NaN	NaN	100951.550000	8388609
2021.12.06 00:12:00	1009.546721	16512	61	61	1	1009.410000	1009.660000	0.005342	NaN	NaN	100954.672131	8388609
2021.12.06 00:13:00	1009.544068	16512	59	59	1	1009.440000	1009.670000	0.004804	NaN	NaN	100954.406780	8388609
2021.12.06 00:14:00	1009.528033	16512	61	60	1	1009.400000	1009.670000	0.005246	NaN	NaN	100952.803279	8388609
2021.12.06 00:15:00	1009.535667	16512	60	59	1	1009.410000	1009.640000	0.005110	NaN	NaN	100953.566667	8388617
2021.12.06 00:16:00	1009.541667	16512	60	59	1	1009.410000	1009.660000	0.004523	NaN	NaN	100954.166667	8388609
2021.12.06 00:17:00	1009.570000	16512	59	59	1	1009.440000	1009.700000	0.004510	NaN	NaN	100957.000000	8388609
2021.12.06 00:18:00	1009.583167	16512	60	60	1	1009.450000	1009.700000	0.004378	NaN	NaN	100958.316667	8388617
2021.12.06 00:19:00	1009.593279	128	61	61	1	1009.450000	1009.710000	0.004812	NaN	NaN	100959.327869	8388608
2021.12.06 00:20:00	1009.594500	128	60	60	1	1009.460000	1009.710000	0.004713	NaN	NaN	100959.450000	8388608
2021.12.06 00:21:00	1009.608000	128	60	60	1	1009.490000	1009.740000	0.005176	NaN	NaN	100960.800000	8388617
2021.12.06 00:22:00	1009.670678	128	59	59	1	1009.510000	1009.820000	0.005589	NaN	NaN	100967.067797	8388608
2021.12.06 00:23:00	1009.732500	128	60	60	1	1009.600000	1009.850000	0.005622	NaN	NaN	100973.250000	8388617
2021.12.06 00:24:00	1009.757377	128	61	61	1	1009.640000	1009.890000	0.004626	NaN	NaN	100975.737705	8388608
2021.12.06 00:25:00	1009.757627	128	59	59	1	1009.640000	1009.880000	0.004970	NaN	NaN	100975.762712	8388608
2021.12.06 00:26:00	1009.764167	128	60	60	1	1009.630000	1009.880000	0.004940	NaN	NaN	100976.416667	8388617
2021.12.06 00:27:00	1009.757049	128	61	61	1	1009.640000	1009.880000	0.004784	NaN	NaN	100975.704918	8388608
2021.12.06 00:28:00	1009.760678	128	59	59	1	1009.620000	1009.880000	0.004617	NaN	NaN	100976.067797	8388608
2021.12.06 00:29:00	1009.771639	128	61	61	1	1009.640000	1009.880000	0.004774	NaN	NaN	100977.163934	8388617
2021.12.06 00:30:00	1009.786102	128	59	59	1	1009.670000	1009.890000	0.004293	NaN	NaN	100978.610169	8388617
2021.12.06 00:31:00	1009.788000	128	60	61	1	1009.670000	1009.920000	0.004938	NaN	NaN	100978.800000	8388617
2021.12.06 00:32:00	1009.798000	128	60	60	1	1009.670000	1009.930000	0.005050	NaN	NaN	100979.800000	8388608
2021.12.06 00:33:00	1009.801967	128	61	60	1	1009.660000	1009.920000	0.005493	NaN	NaN	100980.196721	8388617
2021.12.06 00:34:00	1009.818475	128	59	59	1	1009.710000	1009.930000	0.004217	NaN	NaN	100981.847458	8388608
2021.12.06 00:35:00	1009.850984	128	61	61	1	1009.730000	1009.960000	0.004279	NaN	NaN	100985.098361	8388608
2021.12.06 00:36:00	1009.846333	128	60	60	1	1009.730000	1009.960000	0.004383	NaN	NaN	100984.633333	8388608
2021.12.06 00:37:00	1009.850333	128	60	60	1	1009.730000	1009.960000	0.004251	NaN	NaN	100985.033333	8388608
2021.12.06 00:38:00	1009.871000	128	60	60	1	1009.750000	1009.970000	0.004497	NaN	NaN	100987.100000	8388608
2021.12.06 00:39:00	1009.866500	128	60	60	1	1009.740000	1009.970000	0.004704	NaN	NaN	100986.650000	8388608
2021.12.06 00:40:00	1009.875167	128	60	60	1	1009.770000	1009.970000	0.004459	NaN	NaN	100987.516667	8388608
2021.12.06 00:41:00	1009.883833	128	60	60	1	1009.770000	1010.000000	0.003749	NaN	NaN	100988.383333	8388608
2021.12.06 00:42:00	1009.880667	128	60	60	1	1009.750000	1009.970000	0.004200	NaN	NaN	100988.066667	8388608
2021.12.06 00:43:00	1009.887667	128	60	60	1	1009.770000	1010.000000	0.004303	NaN	NaN	100988.766667	8388608
2021.12.06 00:44:00	1009.912881	128	59	59	1	1009.790000	1010.040000	0.004897	NaN	NaN	100991.288136	8388617
2021.12.06 00:45:00	1009.926500	128	60	61	1	1009.810000	1010.010000	0.004921	NaN	NaN	100992.650000	8388608
2021.12.06 00:46:00	1009.930833	128	60	60	1	1009.810000	1010.060000	0.004831	NaN	NaN	100993.083333	8388608
2021.12.06 00:47:00	1009.949344	128	61	61	1	1009.820000	1010.070000	0.005380	NaN	NaN	100994.934426	8388617
2021.12.06 00:48:00	1009.963051	128	59	58	1	1009.860000	1010.070000	0.003425	NaN	NaN	100996.305085	8388617
2021.12.06 00:49:00	1009.978833	128	60	60	1	1009.850000	1010.080000	0.005210	NaN	NaN	100997.883333	8388608
2021.12.06 00:50:00	1009.979508	128	61	61	1	1009.860000	1010.080000	0.004858	NaN	NaN	100997.950820	8388608
2021.12.06 00:51:00	1009.991356	128	59	59	1	1009.890000	1010.100000	0.004322	NaN	NaN	100999.135593	8388608
2021.12.06 00:52:00	1009.992459	128	61	60	1	1009.840000	1010.100000	0.004426	NaN	NaN	100999.245902	8388608
2021.12.06 00:53:00	1010.013167	128	60	60	1	1009.880000	1010.140000	0.004673	NaN	NaN	101001.316667	8388617
2021.12.06 00:54:00	1010.026667	128	60	59	1	1009.900000	1010.150000	0.004460	NaN	NaN	101002.666667	8388617
2021.12.06 00:55:00	1010.028000	128	60	60	1	1009.890000	1010.150000	0.004826	NaN	NaN	101002.800000	8388617
2021.12.06 00:56:00	1010.029000	128	60	60	1	1009.890000	1010.140000	0.004480	NaN	NaN	101002.900000	8388617
2021.12.06 00:57:00	1010.046333	128	60	60	1	1009.930000	1010.180000	0.004729	NaN	NaN	101004.633333	8388617
2021.12.06 00:58:00	1010.057458	128	59	60	1	1009.930000	1010.150000	0.004409	NaN	NaN	101005.745763	8388608
2021.12.06 00:59:00	1010.081803	128	61	61	1	1009.970000	1010.210000	0.004455	NaN	NaN	101008.180328	8388608
2021.12.06 01:00:00	1010.101356	128	59	59	1	1009.970000	1010.190000	0.004312	NaN	NaN	101010.135593	8388608
2021.12.06 01:01:00	1010.121475	128	61	61	1	1010.000000	1010.250000	0.004366	NaN	NaN	101012.147541	8388608
2021.12.06 01:02:00	1010.148833	128	60	60	1	1010.040000	1010.260000	0.003983	NaN	NaN	101014.883333	8388608
2021.12.06 01:03:00	1010.171667	128	60	60	1	1010.040000	1010.300000	0.005302	NaN	NaN	101017.166667	8388608
2021.12.06 01:04:00	1010.190500	128	60	60	1	1010.070000	1010.300000	0.004496	NaN	NaN	101019.050000	8388608
2021.12.06 01:05:00	1010.202203	128	59	59	1	1010.070000	1010.320000	0.005117	NaN	NaN	101020.220339	8388617
2021.12.06 01:06:00	1010.230492	128	61	61	1	1010.110000	1010.360000	0.003931	NaN	NaN	101023.049180	8388617
2021.12.06 01:07:00	1010.247627	128	59	59	1	1010.120000	1010.370000	0.005170	NaN	NaN	101024.762712	8388608
2021.12.06 01:08:00	1010.260500	128	60	59	1	1010.140000	1010.360000	0.004435	NaN	NaN	101026.050000	8388617
2021.12.06 01:09:00	1010.280000	128	61	60	1	1010.150000	1010.370000	0.004303	NaN	NaN	101028.000000	8388608
2021.12.06 01:10:00	1010.292712	128	59	58	1	1010.180000	1010.410000	0.004651	NaN	NaN	101029.271186	8388608
2021.12.06 01:11:00	1010.297049	128	61	61	1	1010.180000	1010.410000	0.004461	NaN	NaN	101029.704918	8388617
2021.12.06 01:12:00	1010.319322	128	59	59	1	1010.190000	1010.430000	0.004227	NaN	NaN	101031.932203	8388608
2021.12.06 01:13:00	1010.325246	128	61	61	1	1010.190000	1010.440000	0.005165	NaN	NaN	101032.524590	8388608
2021.12.06 01:14:00	1010.323833	128	60	60	1	1010.190000	1010.440000	0.004339	NaN	NaN	101032.383333	8388608
2021.12.06 01:15:00	1010.343333	128	60	60	1	1010.220000	1010.450000	0.004636	NaN	NaN	101034.333333	8388617
2021.12.06 01:16:00	1010.341833	128	60	60	1	1010.230000	1010.450000	0.004917	NaN	NaN	101034.183333	8388617
2021.12.06 01:17:00	1010.360000	128	59	58	1	1010.220000	1010.480000	0.005238	NaN	NaN	101036.000000	8388617
2021.12.06 01:18:00	1010.349344	128	61	61	1	1010.220000	1010.470000	0.005240	NaN	NaN	101034.934426	8388608
2021.12.06 01:19:00	1010.371186	128	59	59	1	1010.260000	1010.490000	0.004962	NaN	NaN	101037.118644	8388617
2021.12.06 01:20:00	1010.371967	128	61	61	1	1010.260000	1010.490000	0.004843	NaN	NaN	101037.196721	8388608
2021.12.06 01:21:00	1010.367458	128	59	60	1	1010.250000	1010.510000	0.004571	NaN	NaN	101036.745763	8388608
2021.12.06 01:22:00	1010.370833	128	60	61	1	1010.250000	1010.470000	0.004631	NaN	NaN	101037.083333	8388617
2021.12.06 01:23:00	1010.382333	128	60	60	1	1010.280000	1010.480000	0.003337	NaN	NaN	101038.233333	8388608
2021.12.06 01:24:00	1010.399344	128	61	60	1	1010.260000	1010.520000	0.004936	NaN	NaN	101039.934426	8388617
2021.12.06 01:25:00	1010.379167	128	60	59	1	1010.260000	1010.510000	0.004401	NaN	NaN	101037.916667	8388617
2021.12.06 01:26:00	1010.393667	128	60	60	1	1010.250000	1010.520000	0.005061	NaN	NaN	101039.366667	8388617
2021.12.06 01:27:00	1010.395333	128	60	60	1	1010.290000	1010.520000	0.004500	NaN	NaN	101039.533333	8388617
2021.12.06 01:28:00	1010.405424	128	59	60	1	1010.290000	1010.520000	0.004446	NaN	NaN	101040.542373	8388608
2021.12.06 01:29:00	1010.411333	128	60	60	1	1010.290000	1010.510000	0.004141	NaN	NaN	101041.133333	8388617
2021.12.06 01:30:00	1010.414500	128	60	59	1	1010.290000	1010.520000	0.004273	NaN	NaN	101041.450000	8388608
2021.12.06 01:31:00	1010.427377	128	61	60	1	1010.320000	1010.520000	0.004240	NaN	NaN	101042.737705	8388608
2021.12.06 01:32:00	1010.450667	128	60	59	1	1010.330000	1010.580000	0.004827	NaN	NaN	101045.066667	8388608
