$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.13 00:00:01
$Filename; CO2FT_A_P_In_20211213.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_In, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_In	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.13 00:00:00	1001.913000	0	60	60	1	1001.800000	1002.020000	0.004167	NaN	NaN	100191.300000	9
2021.12.13 00:01:00	1001.960270	0	37	60	1	1001.800000	1002.100000	0.005253	NaN	NaN	100196.027027	9
2021.12.13 00:02:00	1002.269333	0	60	60	1	1002.090000	1002.450000	0.010386	NaN	NaN	100226.933333	0
2021.12.13 00:03:00	1003.020377	16384	53	61	1	1002.420000	1004.150000	0.065619	NaN	NaN	100302.037736	9
2021.12.13 00:04:00	1002.943729	16384	59	59	1	1002.830000	1003.050000	0.003844	NaN	NaN	100294.372881	1
2021.12.13 00:05:00	1002.922295	16384	61	61	1	1002.820000	1003.020000	0.004078	NaN	NaN	100292.229508	1
2021.12.13 00:06:00	1002.945085	16384	59	59	1	1002.830000	1003.070000	0.004019	NaN	NaN	100294.508475	9
2021.12.13 00:07:00	1002.941167	16384	60	60	1	1002.830000	1003.050000	0.004217	NaN	NaN	100294.116667	1
2021.12.13 00:08:00	1002.933115	16384	61	61	1	1002.830000	1003.050000	0.003988	NaN	NaN	100293.311475	9
2021.12.13 00:09:00	1002.923051	16384	59	59	1	1002.790000	1003.020000	0.004011	NaN	NaN	100292.305085	9
2021.12.13 00:10:00	1002.916066	16384	61	61	1	1002.800000	1003.020000	0.004041	NaN	NaN	100291.606557	9
2021.12.13 00:11:00	1002.925254	16384	59	59	1	1002.800000	1003.040000	0.003805	NaN	NaN	100292.525424	1
2021.12.13 00:12:00	1002.915667	16384	60	60	1	1002.820000	1003.010000	0.003828	NaN	NaN	100291.566667	9
2021.12.13 00:13:00	1002.913667	16384	60	60	1	1002.820000	1003.010000	0.003719	NaN	NaN	100291.366667	1
2021.12.13 00:14:00	1002.913443	16384	61	61	1	1002.790000	1003.040000	0.003856	NaN	NaN	100291.344262	9
2021.12.13 00:15:00	1002.905254	16384	59	59	1	1002.790000	1003.010000	0.003936	NaN	NaN	100290.525424	1
2021.12.13 00:16:00	1002.867833	16384	60	60	1	1002.760000	1003.000000	0.004529	NaN	NaN	100286.783333	1
2021.12.13 00:17:00	1002.851500	16384	60	60	1	1002.740000	1002.940000	0.003433	NaN	NaN	100285.150000	9
2021.12.13 00:18:00	1002.833115	16384	61	61	1	1002.710000	1002.960000	0.004702	NaN	NaN	100283.311475	9
2021.12.13 00:19:00	1002.805254	0	59	59	1	1002.680000	1002.910000	0.004408	NaN	NaN	100280.525424	9
2021.12.13 00:20:00	1002.775833	0	60	60	1	1002.670000	1002.900000	0.003760	NaN	NaN	100277.583333	0
2021.12.13 00:21:00	1002.747000	0	60	60	1	1002.640000	1002.860000	0.004140	NaN	NaN	100274.700000	0
2021.12.13 00:22:00	1002.750500	0	60	60	1	1002.640000	1002.850000	0.003690	NaN	NaN	100275.050000	0
2021.12.13 00:23:00	1002.725410	0	61	61	1	1002.610000	1002.870000	0.004165	NaN	NaN	100272.540984	9
2021.12.13 00:24:00	1002.742712	0	59	59	1	1002.640000	1002.860000	0.003734	NaN	NaN	100274.271186	9
2021.12.13 00:25:00	1002.736500	0	60	60	1	1002.610000	1002.850000	0.004081	NaN	NaN	100273.650000	0
2021.12.13 00:26:00	1002.743667	0	60	60	1	1002.630000	1002.870000	0.004302	NaN	NaN	100274.366667	9
2021.12.13 00:27:00	1002.741167	0	60	60	1	1002.640000	1002.850000	0.003956	NaN	NaN	100274.116667	9
2021.12.13 00:28:00	1002.751833	0	60	60	1	1002.610000	1002.900000	0.004459	NaN	NaN	100275.183333	0
2021.12.13 00:29:00	1002.761967	0	61	61	1	1002.650000	1002.890000	0.004033	NaN	NaN	100276.196721	9
2021.12.13 00:30:00	1002.786949	0	59	59	1	1002.680000	1002.910000	0.004311	NaN	NaN	100278.694915	9
2021.12.13 00:31:00	1002.832833	0	60	60	1	1002.720000	1002.940000	0.003614	NaN	NaN	100283.283333	9
2021.12.13 00:32:00	1002.870667	0	60	60	1	1002.760000	1003.010000	0.004406	NaN	NaN	100287.066667	0
2021.12.13 00:33:00	1002.857000	0	60	60	1	1002.720000	1002.980000	0.004381	NaN	NaN	100285.700000	0
2021.12.13 00:34:00	1002.872167	0	60	60	1	1002.760000	1002.980000	0.003502	NaN	NaN	100287.216667	9
2021.12.13 00:35:00	1002.871167	0	60	60	1	1002.760000	1002.980000	0.003899	NaN	NaN	100287.116667	0
2021.12.13 00:36:00	1002.869500	0	60	60	1	1002.750000	1003.000000	0.003879	NaN	NaN	100286.950000	9
2021.12.13 00:37:00	1002.875000	0	60	60	1	1002.780000	1003.000000	0.004127	NaN	NaN	100287.500000	0
2021.12.13 00:38:00	1002.895333	0	60	60	1	1002.780000	1002.980000	0.003568	NaN	NaN	100289.533333	9
2021.12.13 00:39:00	1002.914833	0	60	60	1	1002.780000	1003.020000	0.003995	NaN	NaN	100291.483333	9
2021.12.13 00:40:00	1002.931833	0	60	60	1	1002.800000	1003.050000	0.004025	NaN	NaN	100293.183333	0
2021.12.13 00:41:00	1002.922000	0	60	60	1	1002.820000	1003.040000	0.003704	NaN	NaN	100292.200000	9
2021.12.13 00:42:00	1002.868167	0	60	60	1	1002.740000	1003.010000	0.004605	NaN	NaN	100286.816667	0
2021.12.13 00:43:00	1002.798667	0	60	60	1	1002.670000	1002.910000	0.004368	NaN	NaN	100279.866667	0
2021.12.13 00:44:00	1002.755667	0	60	60	1	1002.610000	1002.860000	0.004337	NaN	NaN	100275.566667	9
2021.12.13 00:45:00	1002.695333	0	60	60	1	1002.570000	1002.800000	0.004168	NaN	NaN	100269.533333	0
2021.12.13 00:46:00	1002.662951	0	61	61	1	1002.520000	1002.790000	0.004368	NaN	NaN	100266.295082	9
2021.12.13 00:47:00	1002.675085	0	59	59	1	1002.530000	1002.800000	0.004250	NaN	NaN	100267.508475	9
2021.12.13 00:48:00	1002.708833	0	60	60	1	1002.600000	1002.820000	0.004468	NaN	NaN	100270.883333	0
2021.12.13 00:49:00	1002.752500	0	60	60	1	1002.630000	1002.870000	0.004477	NaN	NaN	100275.250000	9
2021.12.13 00:50:00	1002.804833	0	60	60	1	1002.680000	1002.940000	0.004225	NaN	NaN	100280.483333	0
2021.12.13 00:51:00	1002.860500	0	60	60	1	1002.760000	1002.960000	0.003835	NaN	NaN	100286.050000	0
2021.12.13 00:52:00	1002.884500	0	60	60	1	1002.780000	1003.000000	0.004161	NaN	NaN	100288.450000	9
2021.12.13 00:53:00	1002.910500	0	60	60	1	1002.780000	1003.040000	0.004076	NaN	NaN	100291.050000	0
2021.12.13 00:54:00	1002.911000	0	60	60	1	1002.780000	1003.050000	0.004674	NaN	NaN	100291.100000	0
2021.12.13 00:55:00	1002.955167	0	60	60	1	1002.780000	1003.080000	0.004425	NaN	NaN	100295.516667	0
