$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.14 00:00:03
$Filename; CO2FT_A_P_In_20211214.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_In, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_In	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.14 00:00:00	1006.753833	0	60	60	1	1006.650000	1006.870000	0.004295	NaN	NaN	100675.383333	9
2021.12.14 00:01:00	1008.020000	0	38	60	1	1006.650000	1008.640000	0.680292	NaN	NaN	100802.000000	9
2021.12.14 00:02:00	1008.779500	0	60	60	1	1008.630000	1008.970000	0.009062	NaN	NaN	100877.950000	0
2021.12.14 00:03:00	1009.430196	16384	51	60	1	1008.890000	1012.790000	0.290030	NaN	NaN	100943.019608	9
2021.12.14 00:04:00	1009.258833	16384	60	60	1	1009.140000	1009.380000	0.004465	NaN	NaN	100925.883333	1
2021.12.14 00:05:00	1009.220500	16384	60	60	1	1009.090000	1009.330000	0.004700	NaN	NaN	100922.050000	9
2021.12.14 00:06:00	1009.176500	16384	60	60	1	1009.040000	1009.290000	0.004630	NaN	NaN	100917.650000	1
2021.12.14 00:07:00	1009.140333	16384	60	60	1	1009.030000	1009.260000	0.004142	NaN	NaN	100914.033333	9
2021.12.14 00:08:00	1009.116000	16384	60	60	1	1009.000000	1009.250000	0.004333	NaN	NaN	100911.600000	1
2021.12.14 00:09:00	1009.107667	16384	60	60	1	1008.980000	1009.220000	0.003981	NaN	NaN	100910.766667	1
2021.12.14 00:10:00	1009.121333	16384	60	60	1	1009.000000	1009.260000	0.004761	NaN	NaN	100912.133333	1
2021.12.14 00:11:00	1009.102667	16384	60	60	1	1008.980000	1009.220000	0.004810	NaN	NaN	100910.266667	9
2021.12.14 00:12:00	1009.067667	16384	60	60	1	1008.960000	1009.180000	0.003981	NaN	NaN	100906.766667	1
2021.12.14 00:13:00	1009.038500	16384	60	60	1	1008.920000	1009.160000	0.004518	NaN	NaN	100903.850000	9
2021.12.14 00:14:00	1008.986667	16384	60	60	1	1008.860000	1009.110000	0.004840	NaN	NaN	100898.666667	9
2021.12.14 00:15:00	1008.947500	16384	60	60	1	1008.830000	1009.070000	0.003985	NaN	NaN	100894.750000	1
2021.12.14 00:16:00	1008.892167	16384	60	60	1	1008.750000	1009.000000	0.004529	NaN	NaN	100889.216667	1
2021.12.14 00:17:00	1008.847500	16384	60	60	1	1008.740000	1008.980000	0.004683	NaN	NaN	100884.750000	9
2021.12.14 00:18:00	1008.831667	16384	60	60	1	1008.720000	1008.940000	0.004451	NaN	NaN	100883.166667	9
2021.12.14 00:19:00	1008.819833	0	60	60	1	1008.710000	1008.940000	0.004083	NaN	NaN	100881.983333	0
2021.12.14 00:20:00	1008.835333	0	60	60	1	1008.720000	1008.940000	0.004225	NaN	NaN	100883.533333	0
2021.12.14 00:21:00	1008.793667	0	60	60	1	1008.670000	1008.890000	0.004366	NaN	NaN	100879.366667	0
2021.12.14 00:22:00	1008.760833	0	60	60	1	1008.640000	1008.870000	0.003964	NaN	NaN	100876.083333	0
2021.12.14 00:23:00	1008.766000	0	60	60	1	1008.640000	1008.890000	0.004282	NaN	NaN	100876.600000	9
2021.12.14 00:24:00	1008.819500	0	60	60	1	1008.710000	1008.940000	0.003629	NaN	NaN	100881.950000	9
2021.12.14 00:25:00	1008.831333	0	60	60	1	1008.720000	1008.930000	0.004327	NaN	NaN	100883.133333	0
2021.12.14 00:26:00	1008.798833	0	60	60	1	1008.680000	1008.920000	0.004461	NaN	NaN	100879.883333	0
2021.12.14 00:27:00	1008.764333	0	60	60	1	1008.640000	1008.890000	0.004222	NaN	NaN	100876.433333	9
2021.12.14 00:28:00	1008.729167	0	60	60	1	1008.600000	1008.860000	0.004150	NaN	NaN	100872.916667	9
2021.12.14 00:29:00	1008.671667	0	60	60	1	1008.540000	1008.790000	0.004451	NaN	NaN	100867.166667	0
2021.12.14 00:30:00	1008.689333	0	60	60	1	1008.560000	1008.820000	0.004213	NaN	NaN	100868.933333	0
2021.12.14 00:31:00	1008.709333	0	60	60	1	1008.600000	1008.850000	0.004501	NaN	NaN	100870.933333	0
2021.12.14 00:32:00	1008.721667	0	60	60	1	1008.610000	1008.830000	0.004180	NaN	NaN	100872.166667	0
2021.12.14 00:33:00	1008.707000	0	60	60	1	1008.590000	1008.820000	0.004404	NaN	NaN	100870.700000	9
2021.12.14 00:34:00	1008.703500	0	60	60	1	1008.600000	1008.830000	0.004471	NaN	NaN	100870.350000	9
2021.12.14 00:35:00	1008.726167	0	60	60	1	1008.610000	1008.850000	0.004712	NaN	NaN	100872.616667	9
2021.12.14 00:36:00	1008.708000	0	60	60	1	1008.570000	1008.830000	0.004901	NaN	NaN	100870.800000	9
2021.12.14 00:37:00	1008.607000	0	60	60	1	1008.450000	1008.750000	0.005269	NaN	NaN	100860.700000	9
2021.12.14 00:38:00	1008.519667	0	60	60	1	1008.380000	1008.640000	0.004854	NaN	NaN	100851.966667	0
2021.12.14 00:39:00	1008.440333	0	60	60	1	1008.320000	1008.590000	0.004539	NaN	NaN	100844.033333	0
2021.12.14 00:40:00	1008.380500	0	60	59	1	1008.260000	1008.500000	0.004839	NaN	NaN	100838.050000	9
2021.12.14 00:41:00	1008.326667	0	60	60	1	1008.220000	1008.460000	0.004501	NaN	NaN	100832.666667	0
2021.12.14 00:42:00	1008.311667	0	60	60	1	1008.200000	1008.420000	0.004004	NaN	NaN	100831.166667	9
2021.12.14 00:43:00	1008.303500	0	60	60	1	1008.190000	1008.410000	0.004389	NaN	NaN	100830.350000	9
2021.12.14 00:44:00	1008.279500	0	60	60	1	1008.150000	1008.390000	0.004357	NaN	NaN	100827.950000	0
2021.12.14 00:45:00	1008.277333	0	60	60	1	1008.160000	1008.420000	0.004403	NaN	NaN	100827.733333	0
2021.12.14 00:46:00	1008.328500	0	60	60	1	1008.190000	1008.490000	0.005413	NaN	NaN	100832.850000	0
2021.12.14 00:47:00	1008.365667	0	60	60	1	1008.270000	1008.490000	0.003561	NaN	NaN	100836.566667	9
2021.12.14 00:48:00	1008.317333	0	60	60	1	1008.200000	1008.420000	0.004372	NaN	NaN	100831.733333	0
2021.12.14 00:49:00	1008.308167	0	60	60	1	1008.190000	1008.430000	0.004442	NaN	NaN	100830.816667	9
2021.12.14 00:50:00	1008.309500	0	60	60	1	1008.200000	1008.420000	0.004330	NaN	NaN	100830.950000	9
2021.12.14 00:51:00	1008.316333	0	60	60	1	1008.220000	1008.430000	0.003990	NaN	NaN	100831.633333	0
2021.12.14 00:52:00	1008.327000	0	60	61	1	1008.230000	1008.430000	0.003767	NaN	NaN	100832.700000	9
2021.12.14 00:53:00	1008.329000	0	60	60	1	1008.220000	1008.420000	0.004046	NaN	NaN	100832.900000	9
2021.12.14 00:54:00	1008.338000	0	60	60	1	1008.220000	1008.460000	0.004457	NaN	NaN	100833.800000	0
2021.12.14 00:55:00	1008.329000	0	60	60	1	1008.220000	1008.430000	0.003813	NaN	NaN	100832.900000	9
2021.12.14 00:56:00	1008.342167	0	60	60	1	1008.200000	1008.450000	0.004526	NaN	NaN	100834.216667	9
2021.12.14 00:57:00	1008.318000	0	60	60	1	1008.220000	1008.420000	0.003942	NaN	NaN	100831.800000	0
2021.12.14 00:58:00	1008.311833	0	60	60	1	1008.200000	1008.420000	0.003751	NaN	NaN	100831.183333	9
2021.12.14 00:59:00	1008.314167	0	60	60	1	1008.200000	1008.420000	0.004293	NaN	NaN	100831.416667	9
2021.12.14 01:00:00	1008.294833	0	60	60	1	1008.190000	1008.420000	0.004195	NaN	NaN	100829.483333	9
2021.12.14 01:01:00	1008.313333	0	60	60	1	1008.190000	1008.420000	0.004456	NaN	NaN	100831.333333	9
2021.12.14 01:02:00	1008.303000	0	60	60	1	1008.200000	1008.430000	0.004255	NaN	NaN	100830.300000	0
2021.12.14 01:03:00	1008.268167	0	60	60	1	1008.150000	1008.380000	0.004114	NaN	NaN	100826.816667	0
2021.12.14 01:04:00	1008.232167	0	60	60	1	1008.120000	1008.350000	0.003851	NaN	NaN	100823.216667	9
2021.12.14 01:05:00	1008.207167	0	60	60	1	1008.110000	1008.310000	0.003766	NaN	NaN	100820.716667	0
2021.12.14 01:06:00	1008.191000	0	60	60	1	1008.050000	1008.310000	0.004924	NaN	NaN	100819.100000	0
2021.12.14 01:07:00	1008.143500	0	60	60	1	1007.980000	1008.270000	0.005199	NaN	NaN	100814.350000	0
2021.12.14 01:08:00	1008.109833	0	60	60	1	1008.000000	1008.240000	0.004097	NaN	NaN	100810.983333	0
2021.12.14 01:09:00	1008.080667	0	60	60	1	1007.940000	1008.200000	0.004850	NaN	NaN	100808.066667	0
