$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.02 00:00:08
$Filename; CO2FT_A_P_In_20211202.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 10.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; P_In, mbar; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, mbar; Float
$8; Maximum; mbar; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	P_In	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	mbar	Flags	Cnt	Sec	MR	mbar	mbar	Units	Deg	Deg	Units	Flags
2021.12.02 00:00:00	994.784500	128	60	60	1	994.660000	994.920000	0.005086	NaN	NaN	99478.450000	8388617
2021.12.02 00:01:00	995.915676	128	37	59	1	994.660000	996.450000	0.569314	NaN	NaN	99591.567568	8388617
2021.12.02 00:02:00	996.429672	128	61	60	1	996.390000	996.510000	0.000643	NaN	NaN	99642.967213	8388617
2021.12.02 00:03:00	994.427451	128	51	60	1	994.130000	996.490000	0.344443	NaN	NaN	99442.745098	8388609
2021.12.02 00:04:00	994.294167	16512	60	59	1	994.150000	994.410000	0.004686	NaN	NaN	99429.416667	8388617
2021.12.02 00:05:00	994.340339	16512	59	59	1	994.210000	994.450000	0.004662	NaN	NaN	99434.033898	8388617
2021.12.02 00:06:00	994.394590	16512	61	60	1	994.290000	994.520000	0.004342	NaN	NaN	99439.459016	8388617
2021.12.02 00:07:00	994.416167	16512	60	60	1	994.290000	994.580000	0.005227	NaN	NaN	99441.616667	8388609
2021.12.02 00:08:00	994.439661	16512	59	60	1	994.300000	994.580000	0.005459	NaN	NaN	99443.966102	8388617
2021.12.02 00:09:00	994.426557	16512	61	61	1	994.300000	994.550000	0.004303	NaN	NaN	99442.655738	8388609
2021.12.02 00:10:00	994.404500	16512	60	60	1	994.290000	994.540000	0.005408	NaN	NaN	99440.450000	8388609
2021.12.02 00:11:00	994.408167	16512	60	59	1	994.260000	994.540000	0.004829	NaN	NaN	99440.816667	8388609
2021.12.02 00:12:00	994.427833	16512	60	59	1	994.300000	994.550000	0.005329	NaN	NaN	99442.783333	8388609
2021.12.02 00:13:00	994.431833	16512	60	60	1	994.330000	994.550000	0.004422	NaN	NaN	99443.183333	8388609
2021.12.02 00:14:00	994.423667	16512	60	60	1	994.290000	994.520000	0.004569	NaN	NaN	99442.366667	8388617
2021.12.02 00:15:00	994.396000	16512	60	60	1	994.260000	994.510000	0.003974	NaN	NaN	99439.600000	8388617
2021.12.02 00:16:00	994.392833	16512	60	60	1	994.280000	994.520000	0.004482	NaN	NaN	99439.283333	8388617
2021.12.02 00:17:00	994.391186	16512	59	59	1	994.250000	994.540000	0.004973	NaN	NaN	99439.118644	8388609
2021.12.02 00:18:00	994.390167	16512	60	61	1	994.280000	994.510000	0.004578	NaN	NaN	99439.016667	8388617
2021.12.02 00:19:00	994.378689	128	61	61	1	994.260000	994.520000	0.004858	NaN	NaN	99437.868852	8388608
2021.12.02 00:20:00	994.357833	128	60	60	1	994.250000	994.470000	0.003929	NaN	NaN	99435.783333	8388617
2021.12.02 00:21:00	994.348000	128	60	60	1	994.220000	994.480000	0.004484	NaN	NaN	99434.800000	8388617
2021.12.02 00:22:00	994.328167	128	60	59	1	994.220000	994.450000	0.005042	NaN	NaN	99432.816667	8388608
