$METADATA
$Project; FerryBox
$Hostname; FERRYBOX/-4H- FerryBox
$DateTime; 2021.12.07 00:00:04
$Filename; CO2FT_A_Signal_Proc_20211207.txt
$Type; HydroC CO2FT ()
$Formula; Meas=a0+a1*Raw+a2*Raw^2+a3*Raw^3
$Ranges; 1
$Range1.a0; 0.0000000000E+0
$Range1.a1; 1.0000000000E-3
$Range1.a2; 0.0000000000E+0
$Range1.a3; 0.0000000000E+0
$QUALITYBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$5; 32, Processstatus = unknown.
$6; 64, Processstatus 1 = clean.
$7; 128, Processstatus 2 = standby.
$8; 256, Processstatus 3 = empty.
$9; 512, Processstatus 9 = error.
$10; 1024, Processstatus 8 = undefined state.
$11; 2048, Simulated data.
$12; 4096, Measuring delay.
$13; 8192, Value from zero-cycle.
$14; 16384, Value from flush-cycle.
$INFOBITS
$Bit; Value, Meaning
$0; 1, Unknown measuring value.
$1; 2, Data overflow.
$2; 4, Data underflow.
$3; 8, Device timeout.
$4; 16, Channel mismatch.
$5; 32, Receiverwarning (GPS only).
$6; 64, Lower then 2 satellites (GPS only).
$7; 128, No GPS signal (GPS only).
$8; 256, CRC error (GPS only).
$9; 512, Latitude and longitude are 0 (GPS only).
$10; 1024, Formaterror.
$FORMATS
$1; Timestamp, Date Time; YYYY.MM.DD hh:mm:ss
$2; Signal_Proc, digits; Float
$3; Quality, Flags; Int
$4; MeasCount, Cnt; Int
$5; MeanTime, Sec; Int
$6; Range, MR; Int
$7; Minimum, digits; Float
$8; Maximum; digits; Float
$9; Variance, Units; Float
$10; Longitude, Deg: Float
$11; Latitude, Deg; Float
$12; Rawvalue, Units; Float
$13; Info, Flags; Int
$DATASETS
$Timestamp	Signal_Proc	Quality	MeasCount	MeanTime	Range	Minimum	Maximum	Variance	Longitude	Latitude	Rawvalue	Info
$Date Time	digits	Flags	Cnt	Sec	MR	digits	digits	Units	Deg	Deg	Units	Flags
2021.12.07 00:00:00	1097.731311	128	61	61	1	1097.475000	1098.141000	0.023662	NaN	NaN	1097731.311475	8388608
2021.12.07 00:01:00	246.566027	128	37	60	1	-69.481000	1098.141000	275851.305113	NaN	NaN	246566.027027	8388617
2021.12.07 00:02:00	-69.301650	128	60	60	1	-69.892000	-69.069000	0.042528	NaN	NaN	-69301.650000	8388608
2021.12.07 00:03:00	518.287667	128	51	59	1	-69.481000	732.845000	89419.047727	NaN	NaN	518287.666667	8388609
2021.12.07 00:04:00	746.273639	16512	61	61	1	733.683000	756.723000	48.933351	NaN	NaN	746273.639344	8388609
2021.12.07 00:05:00	765.730288	16512	59	59	1	757.282000	773.361000	23.700606	NaN	NaN	765730.288136	8388617
2021.12.07 00:06:00	779.544717	16512	60	61	1	773.361000	785.451000	12.269097	NaN	NaN	779544.716667	8388609
2021.12.07 00:07:00	790.780467	16512	60	60	1	785.731000	795.156000	8.439427	NaN	NaN	790780.466667	8388609
2021.12.07 00:08:00	799.488333	16512	60	59	1	795.083000	803.613000	6.583689	NaN	NaN	799488.333333	8388617
2021.12.07 00:09:00	807.520950	16512	60	60	1	803.613000	811.229000	5.094622	NaN	NaN	807520.950000	8388609
2021.12.07 00:10:00	814.468800	16512	60	60	1	811.435000	817.303000	3.460348	NaN	NaN	814468.800000	8388609
2021.12.07 00:11:00	820.595367	16512	60	60	1	817.303000	823.802000	3.572817	NaN	NaN	820595.366667	8388609
2021.12.07 00:12:00	826.686721	16512	61	62	1	823.802000	829.669000	2.549061	NaN	NaN	826686.721311	8388609
2021.12.07 00:13:00	832.226407	16512	59	58	1	829.669000	835.049000	2.438774	NaN	NaN	832226.406780	8388609
2021.12.07 00:14:00	837.238783	16512	60	60	1	835.049000	839.798000	2.219787	NaN	NaN	837238.783333	8388609
2021.12.07 00:15:00	842.388639	16512	61	61	1	840.077000	844.477000	1.888046	NaN	NaN	842388.639344	8388617
2021.12.07 00:16:00	847.017356	16512	59	60	1	844.756000	849.296000	2.056694	NaN	NaN	847017.355932	8388609
2021.12.07 00:17:00	851.408850	16512	60	60	1	849.226000	854.185000	2.263257	NaN	NaN	851408.850000	8388617
2021.12.07 00:18:00	855.921951	16512	61	60	1	854.185000	857.747000	1.146346	NaN	NaN	855921.950820	8388609
2021.12.07 00:19:00	859.849373	128	59	59	1	857.747000	861.658000	1.281372	NaN	NaN	859849.372881	8388608
2021.12.07 00:20:00	863.877367	128	60	60	1	861.868000	866.196000	1.892748	NaN	NaN	863877.366667	8388608
2021.12.07 00:21:00	867.815100	128	60	60	1	866.127000	869.480000	1.109754	NaN	NaN	867815.100000	8388608
2021.12.07 00:22:00	871.410500	128	60	59	1	869.480000	873.391000	1.442701	NaN	NaN	871410.500000	8388608
2021.12.07 00:23:00	875.229902	128	61	61	1	873.391000	877.369000	1.442740	NaN	NaN	875229.901639	8388608
2021.12.07 00:24:00	878.790267	128	60	60	1	877.369000	880.374000	0.846137	NaN	NaN	878790.266667	8388617
2021.12.07 00:25:00	882.309500	128	60	60	1	880.374000	883.726000	1.152219	NaN	NaN	882309.500000	8388608
2021.12.07 00:26:00	885.786169	128	59	60	1	884.006000	887.426000	0.959972	NaN	NaN	885786.169492	8388608
2021.12.07 00:27:00	888.961567	128	60	60	1	887.358000	890.499000	1.047665	NaN	NaN	888961.566667	8388608
2021.12.07 00:28:00	892.087667	128	60	59	1	890.778000	893.851000	0.666956	NaN	NaN	892087.666667	8388608
2021.12.07 00:29:00	895.513393	128	61	60	1	893.851000	897.057000	0.887169	NaN	NaN	895513.393443	8388608
2021.12.07 00:30:00	898.651400	128	60	59	1	896.990000	900.063000	0.934302	NaN	NaN	898651.400000	8388608
2021.12.07 00:31:00	901.563780	128	59	59	1	900.063000	902.923000	0.964446	NaN	NaN	901563.779661	8388617
2021.12.07 00:32:00	904.558770	128	61	61	1	903.135000	906.274000	0.923526	NaN	NaN	904558.770492	8388617
2021.12.07 00:33:00	907.433700	128	60	60	1	905.928000	908.788000	0.524356	NaN	NaN	907433.700000	8388617
2021.12.07 00:34:00	910.122102	128	59	59	1	908.788000	911.580000	0.568205	NaN	NaN	910122.101695	8388608
2021.12.07 00:35:00	912.811131	128	61	60	1	911.580000	913.963000	0.602212	NaN	NaN	912811.131148	8388608
2021.12.07 00:36:00	915.583508	128	59	58	1	913.963000	916.477000	0.573324	NaN	NaN	915583.508475	8388617
2021.12.07 00:37:00	918.097344	128	61	61	1	916.822000	919.401000	0.533553	NaN	NaN	918097.344262	8388617
2021.12.07 00:38:00	920.527617	128	60	60	1	919.401000	921.635000	0.390034	NaN	NaN	920527.616667	8388608
2021.12.07 00:39:00	923.078542	128	59	60	1	921.849000	924.084000	0.329922	NaN	NaN	923078.542373	8388608
2021.12.07 00:40:00	925.535317	128	60	60	1	924.084000	926.728000	0.443060	NaN	NaN	925535.316667	8388608
2021.12.07 00:41:00	927.945672	128	61	61	1	926.383000	928.962000	0.585355	NaN	NaN	927945.672131	8388608
2021.12.07 00:42:00	930.043576	128	59	58	1	928.832000	931.196000	0.590957	NaN	NaN	930043.576271	8388608
2021.12.07 00:43:00	932.376180	128	61	61	1	931.196000	933.366000	0.361935	NaN	NaN	932376.180328	8388608
2021.12.07 00:44:00	934.757100	128	60	60	1	933.366000	935.943000	0.575288	NaN	NaN	934757.100000	8388608
2021.12.07 00:45:00	936.977050	128	60	60	1	935.943000	937.619000	0.242215	NaN	NaN	936977.050000	8388608
2021.12.07 00:46:00	938.745712	128	59	59	1	937.770000	939.854000	0.424728	NaN	NaN	938745.711864	8388608
2021.12.07 00:47:00	940.936541	128	61	61	1	939.789000	941.745000	0.242040	NaN	NaN	940936.540984	8388608
2021.12.07 00:48:00	943.063576	128	59	59	1	941.745000	944.170000	0.432239	NaN	NaN	943063.576271	8388617
2021.12.07 00:49:00	944.818639	128	61	61	1	944.043000	945.719000	0.312389	NaN	NaN	944818.639344	8388608
2021.12.07 00:50:00	946.960017	128	60	60	1	945.655000	947.738000	0.241268	NaN	NaN	946960.016667	8388608
2021.12.07 00:51:00	948.682000	128	59	59	1	948.017000	949.908000	0.273809	NaN	NaN	948682.000000	8388608
2021.12.07 00:52:00	950.652672	128	61	60	1	949.844000	951.583000	0.288067	NaN	NaN	950652.672131	8388617
2021.12.07 00:53:00	952.417475	128	59	59	1	951.583000	953.322000	0.299938	NaN	NaN	952417.474576	8388608
2021.12.07 00:54:00	954.260738	128	61	61	1	953.322000	954.935000	0.221455	NaN	NaN	954260.737705	8388608
2021.12.07 00:55:00	955.973600	128	60	60	1	954.935000	957.295000	0.343087	NaN	NaN	955973.600000	8388608
2021.12.07 00:56:00	957.919000	128	60	61	1	956.890000	958.908000	0.466537	NaN	NaN	957919.000000	8388617
2021.12.07 00:57:00	959.491237	128	59	58	1	958.565000	960.304000	0.386479	NaN	NaN	959491.237288	8388617
2021.12.07 00:58:00	961.387590	128	61	61	1	960.288000	962.522000	0.352160	NaN	NaN	961387.590164	8388608
2021.12.07 00:59:00	962.867983	128	59	59	1	962.117000	963.935000	0.266251	NaN	NaN	962867.983051	8388608
2021.12.07 01:00:00	964.499311	128	61	61	1	963.593000	965.314000	0.173658	NaN	NaN	964499.311475	8388617
2021.12.07 01:01:00	965.971750	128	60	59	1	964.973000	967.068000	0.236484	NaN	NaN	965971.750000	8388608
2021.12.07 01:02:00	967.536517	128	60	60	1	966.711000	968.464000	0.306418	NaN	NaN	967536.516667	8388608
2021.12.07 01:03:00	969.133847	128	59	59	1	968.449000	969.582000	0.137953	NaN	NaN	969133.847458	8388608
2021.12.07 01:04:00	970.501650	128	60	60	1	969.441000	971.815000	0.271094	NaN	NaN	970501.650000	8388608
2021.12.07 01:05:00	972.219700	128	60	59	1	971.737000	972.654000	0.086566	NaN	NaN	972219.700000	8388608
2021.12.07 01:06:00	973.583066	128	61	61	1	972.637000	974.390000	0.245382	NaN	NaN	973583.065574	8388608
2021.12.07 01:07:00	974.777559	128	59	59	1	974.251000	976.066000	0.272812	NaN	NaN	974777.559322	8388617
2021.12.07 01:08:00	976.537607	128	61	61	1	975.709000	977.384000	0.202927	NaN	NaN	976537.606557	8388608
2021.12.07 01:09:00	977.675966	128	59	59	1	977.044000	978.440000	0.101635	NaN	NaN	977675.966102	8388608
2021.12.07 01:10:00	979.183311	128	61	61	1	978.440000	980.238000	0.319647	NaN	NaN	979183.311475	8388608
2021.12.07 01:11:00	980.619450	128	60	60	1	979.898000	981.634000	0.230916	NaN	NaN	980619.450000	8388608
2021.12.07 01:12:00	981.674017	128	60	60	1	981.232000	982.086000	0.059631	NaN	NaN	981674.016667	8388608
2021.12.07 01:13:00	983.155250	128	60	60	1	982.411000	983.807000	0.151689	NaN	NaN	983155.250000	8388608
2021.12.07 01:14:00	984.555817	128	60	60	1	983.467000	985.483000	0.270569	NaN	NaN	984555.816667	8388608
2021.12.07 01:15:00	985.728119	128	59	60	1	985.142000	986.599000	0.189015	NaN	NaN	985728.118644	8388608
2021.12.07 01:16:00	986.807083	128	60	59	1	985.919000	987.717000	0.211186	NaN	NaN	986807.083333	8388608
2021.12.07 01:17:00	988.113650	128	60	59	1	987.376000	989.113000	0.140319	NaN	NaN	988113.650000	8388617
2021.12.07 01:18:00	989.542770	128	61	61	1	989.113000	990.230000	0.109208	NaN	NaN	989542.770492	8388608
2021.12.07 01:19:00	990.571200	128	60	60	1	990.169000	991.128000	0.130616	NaN	NaN	990571.200000	8388617
2021.12.07 01:20:00	991.876983	128	60	60	1	990.946000	992.880000	0.365327	NaN	NaN	991876.983333	8388608
2021.12.07 01:21:00	992.908729	128	59	59	1	992.124000	993.362000	0.097101	NaN	NaN	992908.728814	8388617
2021.12.07 01:22:00	994.090639	128	61	60	1	993.241000	994.698000	0.144319	NaN	NaN	994090.639344	8388608
2021.12.07 01:23:00	995.247237	128	59	59	1	994.698000	995.595000	0.072025	NaN	NaN	995247.237288	8388608
2021.12.07 01:24:00	996.555800	128	60	61	1	995.535000	997.331000	0.320693	NaN	NaN	996555.800000	8388617
2021.12.07 01:25:00	997.382867	128	60	60	1	996.871000	998.328000	0.116182	NaN	NaN	997382.866667	8388617
2021.12.07 01:26:00	998.457574	128	61	60	1	997.988000	999.225000	0.124411	NaN	NaN	998457.573770	8388617
2021.12.07 01:27:00	999.602683	128	60	60	1	999.225000	1000.004000	0.044418	NaN	NaN	999602.683333	8388617
2021.12.07 01:28:00	1000.670712	128	59	59	1	999.664000	1001.180000	0.124222	NaN	NaN	1000670.711864	8388608
2021.12.07 01:29:00	1001.628700	128	60	60	1	1000.841000	1002.237000	0.133826	NaN	NaN	1001628.700000	8388617
2021.12.07 01:30:00	1002.583197	128	61	60	1	1001.838000	1003.414000	0.226304	NaN	NaN	1002583.196721	8388617
2021.12.07 01:31:00	1003.801864	128	59	59	1	1003.015000	1004.530000	0.270270	NaN	NaN	1003801.864407	8388608
2021.12.07 01:32:00	1004.584817	128	60	60	1	1004.072000	1005.707000	0.143597	NaN	NaN	1004584.816667	8388608
2021.12.07 01:33:00	1005.685150	128	60	60	1	1005.308000	1006.485000	0.076166	NaN	NaN	1005685.150000	8388617
2021.12.07 01:34:00	1006.489800	128	60	60	1	1006.087000	1007.204000	0.088093	NaN	NaN	1006489.800000	8388608
2021.12.07 01:35:00	1007.608617	128	60	61	1	1007.204000	1007.881000	0.025998	NaN	NaN	1007608.616667	8388617
2021.12.07 01:36:00	1008.377100	128	60	59	1	1007.423000	1009.278000	0.293919	NaN	NaN	1008377.100000	8388608
2021.12.07 01:37:00	1009.558623	128	61	60	1	1008.939000	1010.175000	0.149903	NaN	NaN	1009558.622951	8388617
2021.12.07 01:38:00	1010.452610	128	59	59	1	1009.836000	1011.232000	0.145236	NaN	NaN	1010452.610169	8388617
2021.12.07 01:39:00	1011.090600	128	60	60	1	1010.555000	1011.511000	0.072050	NaN	NaN	1011090.600000	8388608
2021.12.07 01:40:00	1012.056800	128	60	60	1	1011.393000	1012.629000	0.116105	NaN	NaN	1012056.800000	8388608
2021.12.07 01:41:00	1013.125541	128	61	61	1	1012.510000	1013.745000	0.107596	NaN	NaN	1013125.540984	8388608
2021.12.07 01:42:00	1014.006407	128	59	59	1	1013.407000	1014.524000	0.096809	NaN	NaN	1014006.406780	8388608
2021.12.07 01:43:00	1014.616883	128	60	60	1	1013.906000	1015.141000	0.197615	NaN	NaN	1014616.883333	8388617
2021.12.07 01:44:00	1015.461361	128	61	61	1	1014.803000	1015.920000	0.063335	NaN	NaN	1015461.360656	8388608
2021.12.07 01:45:00	1016.398153	128	59	59	1	1015.581000	1017.155000	0.281717	NaN	NaN	1016398.152542	8388617
2021.12.07 01:46:00	1017.415267	128	60	59	1	1016.817000	1017.993000	0.120237	NaN	NaN	1017415.266667	8388608
2021.12.07 01:47:00	1018.143433	128	60	60	1	1017.596000	1018.830000	0.211143	NaN	NaN	1018143.433333	8388617
